,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
10,2025-06-16 20:00:00+02:00,90,World Cup,9.9901,16.3786,18.0646,13.4882,RomÃ¢nia,13.5,17.25,16.0,17.0,17.0,18.75,14.0,10.5,12.25,Normal,0,0,3-4-3,3,4,3,2,5,16,UQEHEUHQUEHHQP,103000,H,Suriname,9.0,28.0,27.0,26.25,13.0,4.25,13.0,9.0,13.5,Counter-attacks,24,0,5-4-1,5,4,1,0,-10,20,ZHHHTQUQUETEEH,2400204224,A,Sur,2025-06-16,N,WC2,9.990114585470389,343,NN-N-NNON-MNNN
11,2025-06-13 20:00:00+02:00,90,World Cup,12.6655,12.9412,16.7059,13.8824,RomÃ¢nia,13.5,17.25,16.5,17.25,13.75,17.75,14.75,10.0,12.0,Normal,0,0,3-5-2,3,5,2,1,-1,15,UHEPEQHUTHTHEW,3010300,A,Suriname,14.0,18.25,18.25,17.75,13.75,14.25,13.5,10.0,12.75,Normal,0,0,3-5-2,3,5,2,2,0,19,ZTEHEQUUHUUPEH,3000300,H,Sur,2025-06-13,N,WC2,12.665547207384575,bal,NN-N-NMNONMN-N
12,2025-06-09 20:00:00+02:00,90,World Cup,11.0987,13.9498,14.4393,13.7051,RomÃ¢nia,13.0,18.25,18.25,19.0,14.25,14.75,14.0,9.5,12.5,Normal,0,0,3-5-2,3,5,2,3,1,15,UQEQEHHHUHHUEP,0,H,Bulgaria,9.5,21.25,23.25,21.75,14.25,13.5,14.0,10.25,12.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-8,12,ZUHEUUUQEHUEQH,10000,A,Bul,2025-06-09,N,WC2,11.098680443969014,bal,NN-N-NNNNNNN-N
13,2025-06-06 20:00:00+02:00,90,World Cup,11.5568,14.3623,15.3528,12.3813,RomÃ¢nia,12.25,17.25,16.25,16.75,14.5,15.5,12.5,10.0,12.25,Play creatively,23,0,3-5-2,3,5,2,3,0,15,UHEQEQTTUHHEPU,100300,H,Prateh Kampuchea,7.0,24.25,28.25,24.25,17.25,5.0,8.25,6.75,11.5,Counter-attacks,22,0,5-4-1,5,4,1,2,-10,13,ZTHHTPUHpEHHEE,204224,A,Pra,2025-06-06,PC,WC2,11.556762700661004,PC,NN-N-NNONNM-NN
14,2025-05-30 20:00:00+02:00,90,World Cup,8.4146,13.3197,12.3331,13.073,RomÃ¢nia,8.5,21.0,22.5,22.25,13.5,12.5,13.25,9.0,12.25,Counter-attacks,17,0,4-3-3,4,3,3,3,-10,13,ZQHEQHHEHEUQTU,43000020,A,Moldova,11.5,15.75,14.75,15.25,16.75,19.25,17.0,8.25,10.5,Normal,0,0,3-4-3,3,4,3,0,6,14,ZHETEQQUETUUPH,1010000,H,Mol,2025-05-30,CA,WC1,8.414573635774667,hardca,NNN-WMN-N-NNDN
15,2025-05-23 20:00:00+02:00,90,World Cup,9.1081,18.2204,15.9741,12.7293,RomÃ¢nia,14.0,17.5,16.25,16.5,18.25,16.0,12.75,9.0,11.75,Normal,0,0,2-5-3,2,5,3,2,4,14,UHEEQEUHHHHPQU,404003000,H,Kazakhstan,8.75,20.75,23.0,20.75,14.75,11.75,6.75,7.75,10.25,Counter-attacks,16,0,4-4-2,4,4,2,1,-10,12,ZQPEZUHHUHEHET,2040000,A,Kaz,2025-05-23,N,WC1,9.108055967046097,bal,NN--W-NWNNMNNN
16,2025-05-16 20:00:00+02:00,90,World Cup,12.5879,10.649,10.4175,11.3435,RomÃ¢nia,13.5,21.5,24.0,21.25,11.5,11.25,12.25,8.75,12.75,Pressing,13,0,4-5-1,4,5,1,0,-7,14,UHQEHQHHpHUEEW,302030,A,Uruguay,16.0,20.5,21.5,20.75,13.25,14.5,13.25,7.75,11.0,Normal,0,0,3-4-3,3,4,3,3,0,14,ZUEHEQUTEHUPQU,3003000,H,Uru,2025-05-16,Pr,WC1,12.587910590188375,AoD,NNN-NNMNDNM--N
17,2025-05-09 20:00:00+02:00,90,World Cup,10.1003,13.8403,13.8403,13.6134,RomÃ¢nia,10.75,21.25,23.25,22.5,15.25,15.25,15.0,9.25,12.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-6,12,UUHEHQUHEUHWEQ,43001000,A,Chinese Taipei,14.25,16.5,15.25,16.5,13.25,15.0,14.75,7.0,10.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZHEUEUQQQUQPHE,103000000,H,Chi,2025-05-09,CA,WC1,10.10028135332178,442ca,NNN-WMNN-ONN-N
18,2025-05-02 20:00:00+02:00,90,World Cup,11.7974,13.3954,15.243,14.7811,RomÃ¢nia,14.75,18.75,19.0,19.0,14.5,16.5,16.0,9.75,12.75,Normal,0,0,3-5-2,3,5,2,2,1,13,UHEHEUHHHTHQEP,3000000,H,Canada,10.5,22.5,24.25,22.5,13.5,12.25,13.5,7.75,11.0,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,15,ZQUEQQHHEUHEQQ,4300000000,A,Can,2025-05-02,N,WC1,11.797354495787856,bal,NN-N-NMNNNNN-N
19,2025-04-25 20:00:00+02:00,90,World Cup,11.7705,14.0605,15.2521,11.439,RomÃ¢nia,14.0,19.5,18.75,19.0,14.75,16.0,12.0,10.0,12.25,Normal,0,0,2-5-3,2,5,3,3,1,12,UUEEHEHTHHHPQU,400003000,H,Moldova,13.75,22.25,24.25,23.25,6.25,8.0,7.25,7.75,12.0,Pressing,12,0,4-5-1,4,5,1,0,-10,11,ZQTEHTHHUTQEWE,2012300030,A,Mol,2025-04-25,N,WC1,11.770539478533406,bal,NN--W-NNNNMNNN
20,2025-04-18 20:00:00+02:00,90,World Cup,12.5389,14.7114,14.9526,15.1938,RomÃ¢nia,15.75,19.0,18.75,19.0,15.25,15.5,15.75,9.75,12.75,Normal,0,0,3-5-2,3,5,2,1,0,13,UHEHEUHUHTHEUW,0,A,Kazakhstan,15.0,16.25,16.25,15.75,14.25,15.5,13.75,6.5,9.5,Normal,0,0,3-5-2,3,5,2,0,2,13,ZQEUEQHHHUHETH,0,H,Kaz,2025-04-18,N,WC1,12.538941552242385,bal,NN-N-NNNNNN-NN
21,2025-04-11 20:00:00+02:00,90,World Cup,11.0541,16.3928,17.6347,12.9155,RomÃ¢nia,13.5,16.75,18.0,17.25,16.5,17.75,13.0,9.75,12.0,Normal,0,0,3-4-3,3,4,3,4,5,12,UUEEQHHTHEHPQU,130003000,H,Uruguay,9.75,23.0,25.0,22.75,12.25,12.0,12.0,7.5,11.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,13,ZUHEUUQHETUWEU,2002000000,A,Uru,2025-04-11,N,WC1,11.054109817859697,343,NN--OMNNN-MNNN
22,2025-04-07 20:00:00+02:00,90,World Cup,10.9822,13.6096,19.1542,17.8941,RomÃ¢nia,12.25,16.75,16.75,15.5,13.5,19.0,17.75,9.75,12.0,Normal,0,0,3-4-3,3,4,3,2,5,13,UHQEEUHEHHUUQP,3103100000,H,Chinese Taipei,11.75,20.25,18.75,20.0,11.0,12.5,11.0,6.75,10.25,Normal,0,0,3-5-2,3,5,2,1,-10,11,ZHEHEUHQUHQWHE,2123000300,A,Chi,2025-04-07,N,WC1,10.982231128091891,343,NMO--NM-ONNNNN
23,2025-04-04 20:00:00+02:00,90,World Cup,13.4008,12.3654,13.6272,11.8607,RomÃ¢nia,11.25,20.5,20.75,20.75,12.25,13.5,11.75,9.25,12.5,Normal,0,0,3-5-2,3,5,2,0,-10,12,UUEQEHHHUHHWWE,3000300,A,Canada,12.25,17.75,17.75,18.0,14.25,15.0,14.25,8.75,11.25,Normal,0,0,3-5-2,3,5,2,0,0,15,ZUEUEQHHUHHEQP,3000300,H,Can,2025-04-04,N,WC1,13.400833829660511,AoD,NN-N-NMNNNMNN-
24,2025-03-28 20:00:00+01:00,90,Friendly,,,,,RomÃ¢nia,5.5,17.25,18.5,17.0,12.75,11.75,14.75,9.0,12.5,Pressing,12,0,4-3-3,4,3,3,1,0,11,ZQHEPQUEUEHTPT,202,H,Oman,7.0,22.25,25.5,22.0,10.75,9.5,10.25,7.25,11.0,Counter-attacks,18,0,5-3-2,5,3,2,0,-10,9,ZZHQZTQEHEQHEQ,0,A,Oma,2025-03-28,Pr,F,,AoD,NNN-NNN-N-NDND
25,2025-03-21 20:00:00+01:00,90,Friendly,,,,,RomÃ¢nia,3.25,20.5,20.0,20.0,13.5,14.0,13.25,9.0,11.25,Counter-attacks,19,0,4-3-3,4,3,3,0,-10,12,UQHEPHQEQEQQQQ,3443010000,A,Moldova,9.5,17.0,19.25,19.5,9.5,9.0,8.5,7.0,11.0,Pressing,11,0,3-5-2,3,5,2,0,0,10,ZUEUEQQUQTUHEP,20,H,Mol,2025-03-21,CA,F,,hardca,NMW-WMN-O-NNNN
26,2025-03-14 20:00:00+01:00,90,Europe Cup,11.683,12.664,15.83,14.7747,RomÃ¢nia,17.0,14.0,15.5,14.75,12.0,15.0,14.0,9.5,12.0,Play creatively,23,0,3-5-2,3,5,2,2,5,14,UQEUEQHUHHHPHE,3103000000,H,Bosna i Hercegovina,18.0,15.5,17.25,15.5,13.75,16.0,13.0,9.25,11.5,Normal,0,0,3-5-2,3,5,2,0,0,15,ZQEUEQQHUTUWEU,133000300,A,Bos,2025-03-14,PC,CC,11.68296091196862,PC,NM-O-NMNNNNNN-
27,2025-03-07 20:00:00+01:00,90,Europe Cup,13.4672,10.6807,16.784,13.4781,RomÃ¢nia,15.25,14.0,16.25,16.0,10.5,16.5,13.25,10.25,11.75,Play creatively,23,0,3-5-2,3,5,2,1,-6,13,UHEUEQHHQHQEHW,3103000300,A,Slovensko,16.75,19.0,18.75,18.75,15.5,15.0,13.75,10.25,13.0,Normal,0,0,3-5-2,3,5,2,5,3,16,ZUEHEUHUHHHUEP,3000,H,Slo,2025-03-07,PC,CC,13.467206865209342,PC,NM-O-NMNNNM-NN
28,2025-02-28 20:00:00+01:00,90,Europe Cup,12.7879,12.3687,20.951,16.155,RomÃ¢nia,15.25,11.5,14.75,13.75,12.25,20.75,16.0,10.25,11.75,Normal,0,0,2-5-3,2,5,3,2,3,13,ZEQEEQHHUHHWHW,30003000,A,Cymru,15.75,17.0,18.0,16.5,7.75,14.75,13.75,8.5,11.25,Normal,0,0,3-5-2,3,5,2,3,0,13,ZHEZEZQpHHQQPE,3103211000,H,Cym,2025-02-28,N,CC,12.78789848801553,bal,N-N--NMNNNMNNN
29,2025-02-21 20:00:00+01:00,90,Europe Cup,11.1714,12.1593,16.816,15.7812,RomÃ¢nia,17.0,15.75,18.5,18.0,11.75,16.25,15.25,10.0,12.5,Normal,0,0,3-5-2,3,5,2,1,2,15,ZQEQEUQHUQHPHE,3003001000,H,Northern Ireland,12.75,21.0,22.0,20.25,11.0,12.0,10.0,9.75,13.0,Pressing,14,0,3-5-2,3,5,2,0,-9,13,ZTEPEUQHpHUWEW,2023020300,A,Nor,2025-02-21,N,CC,11.171363471961053,bal,NM-N-NMNNONNN-
30,2025-02-14 20:00:00+01:00,90,Europe Cup,12.674,9.9541,8.9063,9.1683,RomÃ¢nia,13.25,23.0,26.25,22.75,9.5,8.5,8.75,9.25,13.0,Pressing,12,0,4-5-1,4,5,1,0,-10,14,ZUQEHQHHQUQWEE,2300030,A,Sverige,16.5,13.0,16.5,15.0,11.0,15.5,15.0,9.5,11.25,Normal,0,0,2-5-3,2,5,3,0,2,11,UEHEEUQpUHQHUP,32003000,H,Sve,2025-02-14,Pr,CC,12.673981915249758,AoD,NNN-NDMNNNMN--
31,2025-02-07 20:00:00+01:00,90,Europe Cup,12.2561,15.315,17.8256,13.0554,RomÃ¢nia,16.5,15.75,16.0,15.25,15.25,17.75,13.0,10.5,12.5,Normal,0,0,3-5-2,3,5,2,0,3,14,ZQEQEQQQUHHEUW,3100300,A,Bosna i Hercegovina,14.75,22.0,24.0,22.25,10.5,10.25,10.25,8.5,11.75,Normal,0,0,3-5-2,3,5,2,3,-4,17,ZQEHEZQTUHQPEU,3000300,H,Bos,2025-02-07,N,CC,12.256060706834376,bal,NN-N-NMONNM-NN
32,2025-02-03 20:00:00+01:00,90,Europe Cup,11.4276,11.4817,11.992,11.2266,RomÃ¢nia,15.0,18.5,20.0,18.5,11.25,11.75,11.0,9.5,12.75,Play creatively,23,0,3-5-2,3,5,2,2,-7,13,ZUEQEQHHUHQEUP,3000300,H,Slovensko,10.5,21.75,23.25,21.75,14.0,13.75,13.5,9.75,13.0,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,14,ZUUEHUHHUEUWUE,1000,A,Slo,2025-02-03,PC,CC,11.427603847997805,PC,NN-N-NMNNNM-NN
33,2025-01-31 20:00:00+01:00,90,Europe Cup,11.2588,15.75,16.25,14.0,RomÃ¢nia,13.75,15.25,16.25,18.0,15.75,16.25,14.0,9.75,12.25,Normal,0,0,3-5-2,3,5,2,0,5,13,ZQEQEUUUUHHPUE,100000300,H,Cymru,11.5,20.0,21.25,21.75,7.25,12.5,11.25,9.0,11.75,Pressing,12,0,3-5-2,3,5,2,1,-10,12,ZHEEPZQpHHUEWQ,2021213000,A,Cym,2025-01-31,N,CC,11.258815555227466,bal,NN-O-NNNNNMNN-
34,2025-01-27 20:00:00+01:00,90,Europe Cup,9.9423,13.75,15.25,14.0,RomÃ¢nia,9.25,20.5,22.5,21.25,13.75,15.25,14.0,9.0,12.25,Counter-attacks,20,0,4-4-2,4,4,2,1,-5,14,ZUQEHUQHEQHUEH,1000,A,Northern Ireland,12.25,18.25,17.75,17.75,12.5,12.75,11.25,9.0,12.5,Play creatively,22,0,3-5-2,3,5,2,1,-5,13,UQEPEUHHUHQQEP,2123020300,H,Nor,2025-01-27,CA,CC,9.942290043497987,442ca,NNN-NNNN-ONN-N
35,2025-01-24 20:00:00+01:00,90,Europe Cup,11.6742,13.75,17.0,16.0,RomÃ¢nia,11.75,17.75,16.0,17.0,13.75,17.0,16.0,9.25,12.0,Normal,0,0,3-5-2,3,5,2,0,2,12,ZUEQEQHUHQQPEH,103001000,H,Sverige,8.0,23.5,25.25,24.0,12.5,10.75,15.75,9.25,12.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,11,UQHEHZQEpQQUEH,3443024000,A,Sve,2025-01-24,N,CC,11.674195479524982,bal,NN-O-NMNNONN-N
36,2025-01-17 20:00:00+01:00,90,Friendly,,,,,RomÃ¢nia,6.0,13.75,16.5,14.75,12.25,15.75,9.25,8.5,11.5,Attack in the middle,21,0,3-5-2,3,5,2,1,10,11,ZQEHEUQUUUPQEU,2023000300,H,England,10.0,21.25,19.25,19.25,12.5,13.5,12.75,9.5,11.75,Normal,0,0,3-4-3,3,4,3,7,5,11,ZUEPEPHUHEHWQQ,13010000,A,Eng,2025-01-17,AIM,F,,att,ND-N-DMNNNMN-N
37,2025-01-10 20:00:00+01:00,90,Friendly,,,,,RomÃ¢nia,6.75,20.0,24.25,20.75,12.5,10.75,13.0,9.0,11.5,Counter-attacks,21,0,5-3-2,5,3,2,0,-10,11,UUPUZUUETEQHEH,10100,H,Moldova,9.0,16.5,16.0,17.0,11.75,11.5,12.5,6.0,9.25,Normal,0,0,3-5-2,3,5,2,0,0,8,ZHEUEQQUUHQWEW,0,A,Mol,2025-01-10,CA,F,,hardca,NNNNNNO-N-ON-N
38,2025-01-03 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,9.5,11.5,9.0,10.75,20.25,19.75,18.0,9.75,10.25,Play creatively,23,0,2-5-3,2,5,3,1,10,12,UUEEEUQUQUUHHQ,104100000,H,Belgium,5.0,23.25,22.75,22.5,13.25,11.0,13.0,9.5,13.0,Counter-attacks,22,0,5-3-2,5,3,2,2,-10,12,UUUUPUQEQEUQEH,404012100,A,Bel,2025-01-03,PC,F,,AoA,NN---ONWONNNNN
39,2024-12-27 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,8.75,20.5,20.5,18.0,11.75,14.5,14.0,8.25,10.75,Normal,0,0,3-4-3,3,4,3,3,2,10,UUEPEUHETTUHWH,3100000,A,Myanmar,6.0,16.0,18.0,16.75,9.5,8.5,10.5,5.5,9.0,Counter-attacks,15,0,4-4-2,4,4,2,1,-10,8,ZHSETHZQEHQQEQ,0,H,Mya,2024-12-27,N,F,,343,NN-N-NM-ONNNNN
40,2024-12-20 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,10.25,13.5,15.0,15.0,11.25,15.75,18.0,8.0,11.25,Normal,0,0,3-5-2,3,5,2,1,10,12,SUEPEUTTUHUEHW,3000100000,A,USA,9.5,14.5,19.0,18.0,10.5,15.75,13.75,8.75,10.5,Normal,0,0,3-4-3,3,4,3,4,0,13,ZEQUEUQHEQUQUU,3010000,H,USA,2024-12-20,N,F,,att,NM-N-NNONNN-NN
41,2024-12-13 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,9.25,17.75,17.25,17.75,14.0,16.5,14.25,8.5,10.5,Normal,0,0,3-4-3,3,4,3,2,0,10,UUEPEUUUEQHQPH,0,H,Deutschland,6.0,22.75,27.25,22.5,9.25,6.0,10.0,7.75,12.25,Counter-attacks,22,0,5-4-1,5,4,1,1,-10,11,ZUHPHUTHEHTEWE,4300000,A,Deu,2024-12-13,N,F,,343,NN-N-NNN-NNNNN
42,2024-12-06 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,10.5,16.25,18.0,17.0,12.75,10.5,12.75,6.75,11.25,Normal,0,0,3-5-2,3,5,2,0,2,10,SSEZEUHHpHQWET,20302,A,Brasil,4.25,19.75,21.0,20.25,11.0,12.5,11.5,8.5,10.75,Counter-attacks,17,0,4-3-3,4,3,3,3,-10,10,ZUTEHQQEUEHUQQ,2002000000,H,Bra,2024-12-06,N,F,,bal,NN-N-NNNDNMN-D
43,2024-11-29 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,6.5,21.75,26.5,23.25,16.0,5.25,4.25,8.5,13.0,Play creatively,21,0,5-4-1,5,4,1,0,-10,11,UUZPHSQHUHEQEE,1004214224,H,USA,10.25,17.0,18.25,16.5,12.25,12.5,12.0,8.25,11.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZPEQEUQpQpQWEU,3202300,A,USA,2024-11-29,PC,F,,PC,NONNWDOWDD-W--
44,2024-11-22 20:00:00+01:00,88,Friendly,,,,,RomÃ¢nia,4.25,19.5,19.0,20.25,14.5,12.0,14.25,8.75,12.0,Counter-attacks,23,0,5-3-2,5,3,2,0,-2,11,UQPZHSUEPEQQEQ,1404111100,H,Lietuva,12.5,15.25,14.5,15.0,15.0,16.75,15.75,8.25,11.75,Normal,0,0,3-5-2,3,5,2,1,10,13,UHEPEHQHHUQWEU,103000300,A,Lie,2024-11-22,CA,F,,hardca,NOWNWOO-O-ON-N
45,2024-11-15 20:00:00+01:00,88,World Cup,9.2637,18.3924,20.9828,22.019,RomÃ¢nia,14.25,9.25,8.5,12.75,17.75,20.25,21.25,10.5,10.5,Play creatively,23,0,2-5-3,2,5,3,3,10,12,UQEEEHQQQUUUHQ,14141000,H,Srbija,11.5,22.0,23.0,23.0,13.75,13.0,13.25,9.75,12.25,Pressing,15,0,3-5-2,3,5,2,2,-10,15,ZHEPEPQQpHUEWT,3020300,A,Srb,2024-11-15,PC,WC2,9.263668997390203,AoA,NN---NOWOWONNN
46,2024-11-08 20:00:00+01:00,88,World Cup,11.8327,12.0719,22.089,18.75,RomÃ¢nia,15.25,11.25,13.75,14.75,11.75,21.5,18.25,11.0,11.75,Normal,0,0,2-5-3,2,5,3,0,6,13,UEQEEQUPUQQHPU,2030010000,H,Trinidad & Tobago,12.0,24.0,28.75,22.25,8.5,6.5,7.5,7.5,11.75,Pressing,13,0,5-4-1,5,4,1,1,-10,13,ZQTQTQQQpEUWEE,2000230230,A,Tri,2024-11-08,N,WC2,11.832713571541024,bal,N-D--NMNNONNNN
47,2024-11-04 20:00:00+01:00,88,World Cup,8.0267,14.8221,6.5318,10.8026,RomÃ¢nia,8.0,27.75,26.5,27.75,14.75,6.5,10.75,9.25,13.5,Counter-attacks,23,0,5-4-1,5,4,1,2,-9,16,UQTQHQUPEQQUEE,40124144,A,FÃ¸royar,19.25,11.0,14.0,15.0,13.75,19.75,18.0,11.25,12.75,Normal,0,0,2-5-3,2,5,3,4,8,15,ZEHEEQHUHHTUPH,1030000000,H,FÃ¸r,2024-11-04,CA,WC2,8.02672489395694,hardca,NNNWNODW-OWW--
48,2024-11-01 20:00:00+01:00,88,World Cup,10.7879,15.4087,19.7746,16.436,RomÃ¢nia,15.75,15.75,15.0,16.75,15.0,19.25,16.0,9.75,11.25,Normal,0,0,3-4-3,3,4,3,1,3,15,UHEPEQUEUHQPUH,103003000,H,FÃ¸royar,8.0,25.5,27.75,25.5,16.0,6.75,15.0,9.75,13.75,Counter-attacks,20,0,5-3-2,5,3,2,0,-10,14,ZQTQHQHEEpTUET,400002044,A,FÃ¸r,2024-11-01,N,WC2,10.787933856072843,343,NN-O-NM-NNMNNN
