,Unnamed: 0,Match Datetime,Match Type,Team name,sc_ra,sc_ca,sc_la,scaled midfield,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Midfielder_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Midfielder_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
42,37.0,2024-06-21 12:00:00,Round 3 in Asia and Oceania Cup,Palestine,10.812780816795646,14.57374805742022,13.39844579472504,15.045408058116022,14.5,15.25,16.0,16.75,11.5,15.5,14.25,10.25,8.0,(no tactic),0,11.0,0,1.9,2,3,5.0,2,,A,Pakistan,14.0,13.0,16.0,17.5,10.0,13.5,14.75,11.75,10.0,(no tactic),0.0,11.75,30.0,2.0,3,2.0,5.0,3.0,,H,CC,Pak,2024-06-21,3-5.0-2,2.0-5.0-3.0,N,88,15.045408058116022
43,38.0,2024-06-17 12:00:00,Round 2 in Asia and Oceania Cup,Palestine,12.78801499328838,13.485543083831384,9.99790263111637,13.342188876292559,12.25,17.5,16.75,15.25,13.75,14.5,10.75,10.75,8.75,(no tactic),0,13.5,0,1.2,3,3,5.0,2,,H,China,11.25,17.25,17.5,18.0,16.5,15.0,15.5,11.0,7.75,(no tactic),0.0,12.5,20.0,1.9,4,3.0,5.0,2.0,,A,CC,Chi,2024-06-17,3-5.0-2,3.0-5.0-2.0,N,88,13.342188876292559
44,39.0,2024-06-14 12:00:00,Round 1 in Asia and Oceania Cup,Palestine,13.020524356802715,6.510262178401358,12.78801499328838,7.959366336269824,5.5,22.25,21.25,22.0,14.0,7.0,13.75,11.5,8.5,Counter-attacks,23,14.0,-40,1.1,1,5,3.0,2,,A,Dawlat Qatar,7.5,17.5,19.25,17.0,16.25,9.0,12.25,10.5,6.75,Counter-attacks,16.0,16.0,30.0,1.3,1,4.0,4.0,2.0,,H,CC,Daw,2024-06-14,5-3.0-2,4.0-4.0-2.0,CA,88,7.959366336269824
45,40.0,2024-06-07 20:00:00,Friendly match,Palestine,,,,,6.0,16.25,18.0,16.5,11.25,10.25,10.75,10.0,8.0,Play creatively,19,8.25,-100,2.0,3,2,5.0,3,,H,Mongol Uls,4.0,18.5,17.5,15.25,17.25,7.75,4.75,8.0,5.0,Counter-attacks,16.0,8.25,-100.0,0.9,1,5.0,3.0,2.0,,A,F,Mon,2024-06-07,2-5.0-3,5.0-3.0-2.0,PC,88,
46,41.0,2024-05-31 20:00:00,Friendly match,Palestine,,,,,9.25,19.75,20.5,19.75,9.75,11.25,11.75,11.5,8.75,(no tactic),0,13.25,-20,4.3,3,4,4.0,2,,H,Pilipinas,5.5,10.25,11.25,10.75,8.25,5.5,5.5,11.5,8.75,Long shots,8.0,11.75,70.0,0.3,0,4.0,4.0,2.0,,A,F,Pil,2024-05-31,4-4.0-2,4.0-4.0-2.0,N,88,
47,42.0,2024-05-24 20:00:00,Friendly match,Palestine,,,,,10.75,16.75,16.5,17.25,11.25,13.0,9.75,10.75,8.25,(no tactic),0,11.75,-20,1.8,0,3,5.0,2,,A,Brunei,8.75,17.25,17.75,17.75,12.0,8.5,13.0,10.5,6.75,Play creatively,21.0,12.0,-30.0,1.1,2,4.0,5.0,1.0,,H,F,Bru,2024-05-24,3-5.0-2,4.0-5.0-1.0,N,86,
48,43.0,2024-05-17 20:00:00,Friendly match,Palestine,,,,,8.75,16.75,18.0,17.75,10.5,12.5,11.75,11.25,9.25,Counter-attacks,17,13.75,0,0.9,1,4,4.0,2,,H,Hellas,8.0,19.75,22.0,19.5,12.75,12.0,12.75,11.0,7.5,Counter-attacks,17.0,13.25,-50.0,1.5,2,4.0,4.0,2.0,,A,F,Hel,2024-05-17,4-4.0-2,4.0-4.0-2.0,CA,86,
49,44.0,2024-05-10 20:00:00,Friendly match,Palestine,,,,,9.5,17.0,16.75,17.25,13.75,11.75,9.0,10.75,8.75,(no tactic),0,13.75,0,1.9,2,4,4.0,2,,A,Dhivehi Raajje,3.5,20.5,18.5,17.75,9.5,8.75,5.75,9.5,8.25,(no tactic),0.0,7.25,-100.0,0.3,0,5.0,2.0,3.0,,H,F,Dhi,2024-05-10,4-4.0-2,5.0-2.0-3.0,N,86,
50,45.0,2024-05-03 20:00:00,Friendly match,Palestine,,,,,9.25,19.0,20.5,18.25,9.75,10.25,10.25,11.0,8.5,Counter-attacks,15,13.25,-60,1.0,0,4,4.0,2,,A,Bulgaria,6.5,17.0,21.5,19.75,10.75,9.0,12.75,12.0,9.0,(no tactic),0.0,11.75,0.0,0.6,1,5.0,4.0,1.0,,H,F,Bul,2024-05-03,4-4.0-2,5.0-4.0-1.0,CA,86,
51,46.0,2024-04-26 20:00:00,Friendly match,Palestine,,,,,10.75,17.75,16.75,17.25,9.5,12.5,11.25,9.5,7.75,(no tactic),0,11.75,0,2.2,2,3,4.0,3,,H,Uruguay,5.25,11.75,14.5,11.25,5.75,6.5,7.75,10.5,7.75,(no tactic),0.0,9.0,-70.0,0.5,0,5.0,3.0,2.0,,A,F,Uru,2024-04-26,3-4.0-3,5.0-3.0-2.0,N,86,
52,47.0,2024-04-19 20:00:00,Friendly match,Palestine,,,,,11.0,16.25,17.5,16.0,9.75,10.25,8.75,10.5,8.75,(no tactic),0,12.0,-30,2.2,2,4,4.0,2,,H,Senegal,7.0,12.25,14.5,12.25,16.75,14.25,7.75,9.75,8.25,Counter-attacks,10.0,10.5,30.0,0.8,0,3.0,4.0,3.0,,A,F,Sen,2024-04-19,4-4.0-2,3.0-4.0-3.0,N,86,
53,48.0,2024-04-12 20:00:00,Friendly match,Palestine,,,,,9.75,16.25,15.5,15.25,8.0,11.75,9.25,10.25,8.25,Pressing,10,12.25,0,1.1,1,4,5.0,1,,H,Nippon,5.5,18.75,19.75,16.5,13.25,13.25,12.25,10.0,8.0,Counter-attacks,14.0,8.25,-100.0,0.8,0,4.0,3.0,3.0,,A,F,Nip,2024-04-12,4-5.0-1,4.0-3.0-3.0,Pr,86,
54,49.0,2024-04-05 20:00:00,Match 6 in round II of World Cup,Palestine,11.153710828590215,14.548318472074193,7.516631210571667,14.507257285189064,15.5,14.0,14.0,12.25,11.5,15.0,7.75,10.75,9.75,Play creatively,26,14.5,100,1.8,1,4,5.0,1,,H,Indonesia,8.25,25.25,25.25,22.0,19.0,8.0,4.75,11.25,7.5,Counter-attacks,22.0,12.0,-100.0,1.4,3,5.0,3.0,2.0,,A,WC2,Ind,2024-04-05,4-5.0-1,5.0-3.0-2.0,PC,86,14.507257285189064
55,50.0,2024-03-29 20:00:00,Match 5 in round II of World Cup,Palestine,6.980691342754687,13.462761875312612,7.479312152951451,14.033494981961278,15.75,14.0,16.25,14.0,7.0,13.5,7.5,11.0,10.5,Play creatively,25,13.75,100,2.8,2,3,5.0,2,,H,Liechtenstein,8.25,16.5,17.75,16.5,16.25,16.25,16.5,11.0,8.25,Counter-attacks,18.0,16.25,50.0,3.0,1,4.0,4.0,2.0,,A,WC2,Lie,2024-03-29,3-5.0-2,4.0-4.0-2.0,PC,86,14.033494981961278
56,51.0,2024-03-25 20:00:00,Match 4 in round II of World Cup,Palestine,4.808373989302748,5.567590934982129,4.555301674076287,12.78142934789747,9.5,23.5,23.75,23.75,4.75,5.5,4.5,12.25,10.0,Play creatively,26,11.25,-100,0.7,1,5,4.0,1,,A,Brasil,14.0,14.0,11.0,14.0,19.0,20.75,19.25,11.5,10.25,(no tactic),0.0,14.75,100.0,2.6,1,2.0,5.0,3.0,,H,WC2,Bra,2024-03-25,5-4.0-1,2.0-5.0-3.0,PC,86,12.78142934789747
57,52.0,2024-03-22 20:00:00,Match 3 in round II of World Cup,Palestine,4.480141770944664,7.218006186521959,7.218006186521959,14.926932002521912,15.5,19.75,22.0,19.25,4.5,7.25,7.25,11.75,8.75,Play creatively,25,12.75,-100,0.9,0,4,5.0,1,,H,Brasil,13.5,16.5,16.75,15.75,14.5,15.25,13.5,12.0,9.75,(no tactic),0.0,13.0,50.0,1.7,2,3.0,5.0,2.0,,A,WC2,Bra,2024-03-22,4-5.0-1,3.0-5.0-2.0,PC,86,14.926932002521912
58,53.0,2024-03-18 20:00:00,Match 2 in round II of World Cup,Palestine,-0.9155298948127263,-0.9155298948127263,-0.9155298948127263,-1.1300714808131878,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,0,0,,0,0.0,A,Liechtenstein,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0.0,-1.0,0.0,-1.0,5,0.0,,0.0,0.0,H,WC2,Lie,2024-03-18,0-nan-0,0.0-nan-0.0,WO,86,-1.1300714808131878
59,54.0,2024-03-15 20:00:00,Match 1 in round II of World Cup,Palestine,6.776694563081663,7.010373685946547,4.673582457297698,15.467904781329706,10.75,23.0,25.75,21.25,7.25,7.5,5.0,12.75,9.5,(no tactic),0,14.5,-100,1.0,1,4,5.0,1,,A,Indonesia,8.75,18.0,14.75,17.25,19.5,8.75,18.75,10.5,7.25,Attack on wings,23.0,12.75,40.0,1.3,0,3.0,5.0,2.0,,H,WC2,Ind,2024-03-15,4-5.0-1,3.0-5.0-2.0,N,86,15.467904781329706
60,55.0,2024-03-08 20:00:00,Match 10 in round I of World Cup,Palestine,9.633228842232615,8.188244515897722,8.91073667906517,8.294333493134463,8.25,21.25,25.0,21.0,10.0,8.5,9.25,12.0,8.75,Counter-attacks,17,14.75,-100,1.1,2,4,4.0,2,,H,Espana,10.25,13.25,12.75,14.5,19.0,21.25,19.25,11.75,10.0,Play creatively,25.0,17.25,80.0,2.8,2,3.0,4.0,3.0,,A,WC1,Esp,2024-03-08,4-4.0-2,3.0-4.0-3.0,CA,86,8.294333493134463
61,56.0,2024-03-01 20:00:00,Match 9 in round I of World Cup,Palestine,10.062691724150119,9.594659550933834,10.530723897366403,5.721462989454499,3.75,21.0,24.0,22.0,10.75,10.25,11.25,11.5,8.5,Counter-attacks,22,12.5,-100,1.4,2,5,2.0,3,,A,Perú,11.75,16.5,10.75,7.5,23.0,22.5,13.25,12.25,11.0,Play creatively,25.0,17.5,100.0,3.7,5,3.0,4.0,3.0,,H,WC1,Per,2024-03-01,5-2.0-3,3.0-4.0-3.0,CA,86,5.721462989454499
62,57.0,2024-02-23 20:00:00,Match 8 in round I of World Cup,Palestine,9.82444351308249,7.667858351674138,7.907478925163955,15.020765859401527,20.0,19.75,20.75,19.75,10.25,8.0,8.25,12.0,8.75,(no tactic),0,11.75,-100,0.9,1,3,5.0,2,,H,Slovensko,16.75,18.5,18.0,18.5,12.75,13.5,12.75,13.25,10.75,(no tactic),0.0,14.5,-60.0,1.2,0,3.0,5.0,2.0,,A,WC1,Slo,2024-02-23,3-5.0-2,3.0-5.0-2.0,N,86,15.020765859401527
63,58.0,2024-02-16 20:00:00,Match 7 in round I of World Cup,Palestine,12.356535242145439,5.330270104454895,7.510835147186443,13.289520706264785,10.75,21.5,24.25,20.75,12.75,5.5,7.75,12.0,7.5,Counter-attacks,17,12.75,-100,0.6,2,4,5.0,1,,A,Prathet Thai,15.5,15.0,14.0,15.5,16.5,15.0,14.25,11.75,9.5,(no tactic),0.0,16.0,60.0,1.3,2,3.0,5.0,2.0,,H,WC1,Pra,2024-02-16,4-5.0-1,3.0-5.0-2.0,CA,86,13.289520706264785
64,59.0,2024-02-09 20:00:00,Match 6 in round I of World Cup,Palestine,11.558616770489673,15.985321065570824,15.985321065570824,13.314624561421178,15.75,12.0,12.75,13.5,11.75,16.25,16.25,10.5,8.25,(no tactic),0,11.75,100,1.8,2,3,5.0,2,,H,Ghana,13.5,19.75,19.75,19.0,11.25,8.25,10.5,9.75,7.25,(no tactic),0.0,9.25,-100.0,0.9,2,3.0,5.0,2.0,,A,WC1,Gha,2024-02-09,3-5.0-2,3.0-5.0-2.0,N,86,13.314624561421178
65,60.0,2024-02-02 20:00:00,Match 5 in round I of World Cup,Palestine,6.412560381419597,4.037538017930858,16.387654308072303,9.184516652739909,7.5,24.5,28.25,24.75,6.75,4.25,17.25,12.5,7.5,Counter-attacks,21,12.25,-100,1.0,1,5,4.0,1,,A,Espana,13.75,14.75,12.75,14.75,16.25,18.75,16.0,11.75,11.0,Play creatively,25.0,14.75,90.0,3.2,5,2.0,5.0,3.0,,H,WC1,Esp,2024-02-02,5-4.0-1,2.0-5.0-3.0,CA,86,9.184516652739909
66,61.0,2024-01-26 20:00:00,Match 4 in round I of World Cup,Palestine,10.070111285708705,22.154244828559154,12.5316940444375,14.630636508300977,17.5,7.5,11.0,7.25,11.25,24.75,14.0,9.0,9.0,Attack in the Middle,25,11.5,100,2.4,1,2,5.0,3,,H,Perú,11.0,26.0,29.75,26.25,10.0,10.0,9.75,13.5,10.25,Counter-attacks,20.0,16.75,-100.0,3.0,5,4.0,4.0,2.0,,A,WC1,Per,2024-01-26,2-5.0-3,4.0-4.0-2.0,AIM,86,14.630636508300977
67,62.0,2024-01-19 20:00:00,Match 3 in round I of World Cup,Palestine,7.258255924264625,3.4023074644990428,3.855948459765582,15.2064171812112,12.75,23.0,28.75,23.25,8.0,3.75,4.25,12.75,7.5,(no tactic),0,13.25,-100,0.6,1,4,5.0,1,,A,Slovensko,14.75,16.5,15.0,16.25,15.25,17.75,15.5,13.25,11.25,(no tactic),0.0,14.25,20.0,1.6,0,3.0,5.0,2.0,,H,WC1,Slo,2024-01-19,4-5.0-1,3.0-5.0-2.0,N,86,15.2064171812112
68,63.0,2024-01-15 20:00:00,Match 2 in round I of World Cup,Palestine,16.044057681746406,16.9608609778462,11.460041201247432,11.98074103177291,11.0,14.5,12.0,10.75,17.5,18.5,12.5,10.75,9.5,Play creatively,21,12.75,100,2.6,3,2,5.0,3,,H,Prathet Thai,8.25,23.0,20.0,24.0,11.75,11.25,15.0,13.0,9.75,Counter-attacks,17.0,14.25,-100.0,2.3,2,4.0,4.0,2.0,,A,WC1,Pra,2024-01-15,2-5.0-3,4.0-4.0-2.0,PC,86,11.98074103177291
69,64.0,2024-01-12 20:00:00,Match 1 in round I of World Cup,Palestine,10.927940085173708,5.347715360829686,8.602846450030365,12.300838883326088,8.5,24.0,24.25,24.25,11.75,5.75,9.25,12.75,8.0,(no tactic),0,12.75,-30,1.5,2,5,4.0,1,,A,Ghana,10.25,14.5,13.75,11.5,17.25,16.0,10.0,9.25,7.75,(no tactic),0.0,8.25,10.0,1.3,1,2.0,5.0,3.0,,H,WC1,Gha,2024-01-12,5-4.0-1,2.0-5.0-3.0,N,86,12.300838883326088
70,65.0,2024-01-05 20:00:00,Friendly match,Palestine,,,,,4.25,16.5,23.5,20.75,5.75,14.5,16.5,10.5,8.75,Counter-attacks,21,7.75,-100,0.8,1,5,2.0,3,,A,Ukraina,10.0,20.25,24.0,20.0,11.75,9.0,11.25,12.0,7.5,Counter-attacks,17.0,13.25,0.0,1.1,1,4.0,5.0,1.0,,H,F,Ukr,2024-01-05,5-2.0-3,4.0-5.0-1.0,CA,86,
71,66.0,2023-12-29 20:00:00,Friendly match,Palestine,,,,,5.5,21.5,25.0,21.25,7.75,7.25,9.0,10.25,6.75,Counter-attacks,20,8.25,-100,0.4,0,5,4.0,1,,H,Madagasikara,8.75,14.5,18.0,15.75,10.25,10.75,9.5,9.0,5.75,(no tactic),0.0,9.25,0.0,0.5,0,4.0,4.0,2.0,,A,F,Mad,2023-12-29,5-4.0-1,4.0-4.0-2.0,CA,86,
72,67.0,2023-12-22 12:00:00,Round 10 in Asia and Oceania Cup,Palestine,10.986153160548179,16.591333344501333,11.210360367906304,14.324299725996012,19.25,10.25,13.5,10.25,12.25,18.5,12.5,11.25,8.75,Attack in the Middle,23,14.0,100,3.2,6,2,5.0,3,,H,Al Urdun,15.0,17.0,16.25,17.5,14.0,13.75,14.75,12.0,8.75,(no tactic),0.0,12.75,0.0,1.9,0,3.0,5.0,2.0,,A,CC,Al ,2023-12-22,2-5.0-3,3.0-5.0-2.0,AIM,86,14.324299725996012
73,68.0,2023-12-15 12:00:00,Round 9 in Asia and Oceania Cup,Palestine,7.501825513561039,6.8198413759645815,8.183809651157498,9.062994188344346,7.5,26.75,30.75,26.25,8.25,7.5,9.0,13.75,9.0,Counter-attacks,24,15.0,-100,0.8,1,5,3.0,2,,A,Pakistan,14.5,15.5,16.5,13.75,15.75,17.25,10.0,11.0,9.5,(no tactic),0.0,12.75,50.0,1.2,0,3.0,4.0,3.0,,H,CC,Pak,2023-12-15,5-3.0-2,3.0-4.0-3.0,CA,86,9.062994188344346
74,69.0,2023-12-08 12:00:00,Round 8 in Asia and Oceania Cup,Palestine,17.845793366159647,13.210522361962337,10.429359759443951,14.821681092309316,18.0,14.75,13.75,10.5,19.25,14.25,11.25,11.75,9.0,(no tactic),0,15.5,100,2.5,3,2,5.0,3,,H,United Arab Emirates,9.75,19.5,21.0,19.25,13.5,12.0,16.0,11.75,9.25,Counter-attacks,20.0,21.25,-100.0,1.8,1,4.0,4.0,2.0,,A,CC,Uni,2023-12-08,2-5.0-3,4.0-4.0-2.0,N,86,14.821681092309316
75,70.0,2023-12-01 12:00:00,Round 7 in Asia and Oceania Cup,Palestine,14.434186386063526,4.259268113920385,4.022642107591474,12.599049727652265,11.0,24.25,25.0,23.75,15.25,4.5,4.25,13.25,8.75,Counter-attacks,20,15.0,-100,0.6,1,4,5.0,1,,A,Hanguk,10.5,20.25,21.5,20.25,14.75,12.0,13.25,11.5,8.5,Counter-attacks,16.0,15.0,-50.0,0.9,0,4.0,4.0,2.0,,H,CC,Han,2023-12-01,4-5.0-1,4.0-4.0-2.0,CA,86,12.599049727652265
76,71.0,2023-11-24 12:00:00,Round 6 in Asia and Oceania Cup,Palestine,12.150236198621021,16.438554856957854,11.435516422231549,14.429245367856185,14.75,11.0,15.25,13.0,12.75,17.25,12.0,11.0,9.75,(no tactic),0,13.25,30,1.4,1,3,5.0,2,,H,Singapore,10.0,21.25,22.75,20.5,12.5,12.0,13.0,12.25,9.0,Counter-attacks,18.0,15.25,-50.0,1.7,1,4.0,4.0,2.0,,A,CC,Sin,2023-11-24,3-5.0-2,4.0-4.0-2.0,N,86,14.429245367856185
77,72.0,2023-11-17 12:00:00,Round 5 in Asia and Oceania Cup,Palestine,12.096070456645162,5.692268450185958,11.85889260455408,13.392269860421967,10.75,20.75,23.25,21.0,12.75,6.0,12.5,12.25,8.5,Counter-attacks,17,16.25,-100,1.1,2,4,5.0,1,,A,Al Urdun,12.75,14.75,13.75,15.25,17.5,13.75,16.75,11.25,8.5,(no tactic),0.0,12.25,70.0,1.4,3,3.0,5.0,2.0,,H,CC,Al ,2023-11-17,4-5.0-1,3.0-5.0-2.0,CA,86,13.392269860421967
78,73.0,2023-11-13 12:00:00,Round 4 in Asia and Oceania Cup,Palestine,13.426150934364921,8.702134864866151,13.426150934364921,13.136845073515369,15.0,19.0,17.0,18.25,13.5,8.75,13.5,11.5,8.75,Attack on wings,24,15.0,-10,3.2,4,3,5.0,2,,H,Pakistan,12.0,11.25,14.25,14.25,8.75,16.0,17.25,11.0,9.25,(no tactic),0.0,11.25,100.0,1.8,0,2.0,5.0,3.0,,A,CC,Pak,2023-11-13,3-5.0-2,2.0-5.0-3.0,AOW,86,13.136845073515369
79,74.0,2023-11-10 12:00:00,Round 3 in Asia and Oceania Cup,Palestine,10.684957924096176,7.598192301579503,18.758037244524395,11.996910889574682,9.0,19.25,22.0,20.25,11.25,8.0,19.75,11.25,8.75,Counter-attacks,18,13.75,-100,1.8,0,4,4.0,2,,A,United Arab Emirates,11.75,12.75,10.5,12.5,18.0,18.0,16.75,11.0,8.75,(no tactic),0.0,22.75,100.0,2.2,3,2.0,5.0,3.0,,H,CC,Uni,2023-11-10,4-4.0-2,2.0-5.0-3.0,CA,86,11.996910889574682
80,75.0,2023-11-06 12:00:00,Round 2 in Asia and Oceania Cup,Palestine,22.837969659487356,12.478478267554946,23.073412645667634,11.133920472481687,11.75,11.0,8.0,11.0,24.25,13.25,24.5,9.5,8.25,Attack on wings,23,12.75,100,3.0,3,2,5.0,3,,H,Hanguk,11.75,16.75,16.25,17.0,14.0,15.0,14.0,11.75,8.75,(no tactic),0.0,14.25,0.0,2.9,4,3.0,5.0,2.0,,A,CC,Han,2023-11-06,2-5.0-3,3.0-5.0-2.0,AOW,86,11.133920472481687
81,76.0,2023-11-03 12:00:00,Round 1 in Asia and Oceania Cup,Palestine,9.300374540573369,14.41558053788872,9.765393267602036,15.918732672539647,11.0,12.5,15.75,7.25,10.0,15.5,10.5,12.25,10.25,Attack in the Middle,25,14.25,100,2.4,2,2,5.0,3,,A,Singapore,11.0,17.0,15.75,14.75,16.5,16.25,14.0,11.0,8.75,(no tactic),0.0,14.75,0.0,3.0,3,3.0,5.0,2.0,,H,CC,Sin,2023-11-03,2-5.0-3,3.0-5.0-2.0,AIM,86,15.918732672539647
82,77.0,2023-10-27 20:00:00,Friendly match,Palestine,,,,,3.25,17.75,20.75,18.25,10.75,10.25,11.75,9.25,7.25,Counter-attacks,18,8.5,-100,1.0,1,4,3.0,3,,A,Tounes,8.0,14.5,13.25,13.5,12.0,11.5,12.0,9.5,7.0,(no tactic),0.0,12.75,50.0,1.7,0,3.0,5.0,2.0,,H,F,Tou,2023-10-27,4-3.0-3,3.0-5.0-2.0,CA,86,
83,78.0,2023-10-20 20:00:00,Friendly match,Palestine,,,,,8.5,14.75,14.0,14.75,4.75,3.75,4.25,9.5,8.0,(no tactic),0,8.75,-100,0.8,0,4,5.0,1,,A,Dhivehi Raajje,5.25,13.5,15.25,19.5,7.25,7.0,5.25,7.5,6.75,Pressing,10.0,8.25,-100.0,0.3,1,5.0,3.0,2.0,,H,F,Dhi,2023-10-20,4-5.0-1,5.0-3.0-2.0,N,86,
84,79.0,2023-10-13 20:00:00,Friendly match,Palestine,,,,,10.0,15.0,17.25,16.0,10.5,11.25,8.5,8.75,7.75,(no tactic),0,8.5,0,2.0,4,3,5.0,2,,A,Dhivehi Raajje,8.25,16.75,18.0,16.0,6.25,6.75,4.75,10.25,6.75,Play creatively,20.0,8.0,-100.0,0.5,0,4.0,5.0,1.0,,H,F,Dhi,2023-10-13,3-5.0-2,4.0-5.0-1.0,N,84,
85,80.0,2023-10-06 20:00:00,Friendly match,Palestine,,,,,10.0,12.5,14.25,13.25,12.5,13.0,9.5,9.25,7.75,(no tactic),0,8.5,0,1.5,2,3,5.0,2,,A,Dhivehi Raajje,7.5,18.25,19.0,16.25,5.75,6.5,4.5,10.0,6.75,Pressing,9.0,8.0,-100.0,0.3,1,4.0,5.0,1.0,,H,F,Dhi,2023-10-06,3-5.0-2,4.0-5.0-1.0,N,84,
86,81.0,2023-09-29 20:00:00,Friendly match,Palestine,,,,,10.0,13.75,15.25,13.5,11.5,12.0,8.75,9.0,7.75,(no tactic),0,8.5,0,2.0,2,3,5.0,2,,A,Dhivehi Raajje,7.75,16.5,16.75,16.5,6.25,8.0,8.75,10.25,7.75,Play creatively,20.0,9.0,-100.0,1.0,0,4.0,5.0,1.0,,H,F,Dhi,2023-09-29,3-5.0-2,4.0-5.0-1.0,N,84,
87,82.0,2023-09-22 20:00:00,Friendly match,Palestine,,,,,10.5,14.5,15.75,14.25,12.75,13.5,9.75,9.5,7.75,(no tactic),0,8.25,0,0.6,0,3,5.0,2,,H,Kyrgyz Republic,8.25,25.25,24.75,23.75,5.5,5.0,8.75,11.25,7.5,Pressing,14.0,12.25,-100.0,0.3,0,5.0,4.0,1.0,,A,F,Kyr,2023-09-22,3-5.0-2,5.0-4.0-1.0,N,84,
88,83.0,2023-09-15 20:00:00,Friendly match,Palestine,,,,,10.5,14.75,16.0,14.25,12.75,13.5,10.0,8.75,7.75,(no tactic),0,8.0,0,0.9,1,3,5.0,2,,H,Comoros,8.25,23.75,25.5,22.25,13.75,10.75,5.75,12.0,7.5,Counter-attacks,24.0,13.0,-100.0,1.3,2,5.0,3.0,2.0,,A,F,Com,2023-09-15,3-5.0-2,5.0-3.0-2.0,N,84,
89,84.0,2023-09-08 20:00:00,Friendly match,Palestine,,,,,10.25,14.75,16.0,14.25,12.5,13.25,9.75,8.75,7.75,(no tactic),0,8.0,0,0.6,0,3,5.0,2,,A,Venezuela,9.0,21.5,25.5,23.5,3.75,2.25,6.25,11.5,7.5,Pressing,12.0,9.5,-100.0,0.2,0,5.0,5.0,0.0,,H,F,Ven,2023-09-08,3-5.0-2,5.0-5.0-0.0,N,84,
90,85.0,2023-09-01 20:00:00,Friendly match,Palestine,,,,,10.25,14.25,15.75,14.0,12.25,13.25,9.75,9.25,7.75,(no tactic),0,8.0,0,1.1,2,3,5.0,2,,A,Côte d'Ivoire,7.0,20.25,21.75,18.5,10.25,9.0,10.75,11.25,8.0,Counter-attacks,14.0,10.25,-100.0,0.9,2,4.0,4.0,2.0,,H,F,Côt,2023-09-01,3-5.0-2,4.0-4.0-2.0,N,84,
91,86.0,2023-08-25 20:00:00,Friendly match,Palestine,,,,,9.75,14.25,15.25,13.5,12.25,13.25,10.0,9.25,7.5,(no tactic),0,8.25,0,1.7,2,3,5.0,2,,A,Ozbekiston,8.25,16.5,17.75,16.0,10.0,17.25,14.0,9.5,7.5,Counter-attacks,16.0,13.5,-50.0,2.3,1,4.0,3.0,3.0,,H,F,Ozb,2023-08-25,3-5.0-2,4.0-3.0-3.0,N,84,
92,87.0,2023-08-18 20:00:00,Friendly match,Palestine,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,5,0,,0,0.0,H,Bénin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0.0,-1.0,0.0,-1.0,0,0.0,,0.0,0.0,A,F,Bén,2023-08-18,0-nan-0,0.0-nan-0.0,WO,84,
93,88.0,2023-08-11 20:00:00,Friendly match,Palestine,,,,,8.5,15.0,16.0,14.25,11.5,12.0,9.0,9.25,7.5,(no tactic),0,8.25,0,1.7,3,3,5.0,2,,H,India,9.5,10.75,16.0,11.0,6.75,16.0,9.75,9.0,7.75,(no tactic),0.0,8.75,0.0,1.8,0,2.0,5.0,3.0,,A,F,Ind,2023-08-11,3-5.0-2,2.0-5.0-3.0,N,84,
94,89.0,2023-08-04 20:00:00,Friendly match,Palestine,,,,,7.5,14.25,15.25,13.75,11.75,12.75,9.75,9.0,7.5,(no tactic),0,8.25,0,0.4,0,3,5.0,2,,A,Barbados,7.75,22.0,25.25,20.75,9.75,6.25,9.75,11.25,6.75,Pressing,13.0,10.0,-100.0,0.5,0,4.0,5.0,1.0,,H,F,Bar,2023-08-04,3-5.0-2,4.0-5.0-1.0,N,84,
95,90.0,2023-07-28 20:00:00,Match 10 in round I of World Cup,Palestine,15.828865762931178,5.600983269960263,5.1139412464854574,11.467852464354007,13.5,22.0,21.5,21.75,16.25,5.75,5.25,12.0,8.0,(no tactic),0,13.25,-100,0.5,0,4,4.0,2,,H,England,12.75,22.25,24.0,21.25,12.5,11.75,12.0,12.25,9.25,Counter-attacks,21.0,16.25,-100.0,0.9,1,4.0,4.0,2.0,,A,WC1,Eng,2023-07-28,4-4.0-2,4.0-4.0-2.0,N,84,11.467852464354007
