,Match Datetime,Match Type,Team name,scaled midfield,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,scaled_midfield
0,2024-02-09 20:00:00,Match 6 in round I of World Cup,Angola,14.65949695907504,10.5,22.5,24.75,22.25,13.0,12.0,11.0,13.0,9.5,Counter-attacks,18,19.75,-100,1.3,4,4,2,A,Kyrgyz Republic,7.75,21.25,23.0,22.0,4.25,4.75,18.0,11.25,7.75,Counter-attacks,22,14.5,-20,0.5,5,4,1,H,WC1,Kyr,2024-02-09,4-4-2,5-4-1,CA,14.65949695907504
1,2024-02-02 20:00:00,Match 5 in round I of World Cup,Angola,13.222329853040831,9.0,21.75,23.5,21.75,16.75,7.25,17.0,12.5,8.75,Counter-attacks,18,19.0,-100,0.9,4,4,2,A,Guatemala,11.25,22.75,24.0,23.75,4.5,5.25,15.75,11.0,6.75,Counter-attacks,17,13.0,-100,0.5,4,5,1,H,WC1,Gua,2024-02-02,4-4-2,4-5-1,CA,13.222329853040831
2,2024-01-26 20:00:00,Match 4 in round I of World Cup,Angola,17.5876910974475,17.5,15.75,16.5,17.25,14.0,17.5,16.5,11.75,9.0,(no tactic),0,16.75,-10,2.0,3,5,2,H,Suomi,17.25,20.0,20.5,20.5,12.0,12.25,12.0,12.75,9.75,(no tactic),0,13.0,0,1.9,3,5,2,A,WC1,Suo,2024-01-26,3-5-2,3-5-2,N,17.5876910974475
3,2024-01-19 20:00:00,Match 3 in round I of World Cup,Angola,16.85016237293133,14.0,15.75,16.25,13.0,16.0,18.25,12.5,11.5,8.75,(no tactic),0,16.75,100,1.2,2,5,3,H,Indonesia,10.75,23.75,25.0,24.25,6.0,4.75,16.25,12.0,6.75,Pressing,15,11.0,-90,0.4,4,5,1,A,WC1,Ind,2024-01-19,2-5-3,4-5-1,N,16.85016237293133
4,2024-01-15 20:00:00,Match 2 in round I of World Cup,Angola,12.119079063026081,7.75,24.5,27.0,24.5,12.0,11.75,12.0,12.75,8.5,Counter-attacks,24,16.5,-100,1.4,5,3,2,A,England,13.25,10.75,13.0,13.75,13.5,19.75,18.5,11.25,10.0,(no tactic),0,15.75,100,1.9,2,5,3,H,WC1,Eng,2024-01-15,5-3-2,2-5-3,CA,12.119079063026081
5,2024-01-12 20:00:00,Match 1 in round I of World Cup,Angola,14.317307519520096,10.0,18.0,19.0,19.0,14.0,14.25,14.75,12.0,9.25,(no tactic),0,16.25,40,1.8,3,4,3,H,Kyrgyz Republic,10.25,17.5,18.75,19.0,10.75,11.0,8.5,10.5,7.75,(no tactic),0,15.25,-100,0.7,3,5,2,A,WC1,Kyr,2024-01-12,3-4-3,3-5-2,N,14.317307519520096
6,2024-01-05 21:00:00,Final in Africa Cup,Angola,9.84534131965617,7.0,27.5,28.75,27.75,17.25,4.5,5.5,13.25,8.0,Counter-attacks,24,18.0,-100,0.8,5,4,1,A,Tanzania,14.75,16.5,14.0,16.0,17.25,19.5,17.25,10.5,9.0,(no tactic),0,13.75,30,1.8,3,5,2,H,CCF,Tan,2024-01-05,5-4-1,3-5-2,CA,9.84534131965617
7,2024-01-01 21:00:00,Semi-finals in Africa Cup,Angola,17.606287091448127,16.5,19.0,20.25,18.0,10.5,12.25,12.0,12.0,8.25,(no tactic),0,18.75,-70,1.9,3,5,2,N,SÃ£o TomÃ© e PrÃ­ncipe,16.25,15.0,17.0,13.25,13.25,16.0,13.5,10.75,7.75,(no tactic),0,12.0,100,2.0,3,5,2,H,CCSF,SÃ£o,2024-01-01,3-5-2,3-5-2,N,17.606287091448127
8,2023-12-29 21:00:00,Quarterfinals in Africa Cup,Angola,17.884171464864615,15.25,17.25,17.0,16.75,14.75,14.5,13.0,11.5,8.25,(no tactic),0,17.5,-10,1.7,3,5,2,N,Nigeria,16.0,17.5,17.5,17.5,14.25,16.0,15.0,12.0,9.5,(no tactic),0,18.75,0,2.3,3,5,2,A,CCQF,Nig,2023-12-29,3-5-2,3-5-2,N,17.884171464864615
9,2023-12-22 21:00:00,Round 10 in Africa Cup,Angola,15.8423855768358,11.75,18.5,20.5,19.5,8.5,12.0,11.5,11.5,8.25,(no tactic),0,14.5,-100,1.2,3,5,2,A,Uganda,14.0,16.5,15.75,14.0,15.25,16.75,12.5,10.75,8.25,(no tactic),0,13.5,30,1.8,3,5,2,H,CC,Uga,2023-12-22,3-5-2,3-5-2,N,15.8423855768358
