,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
0,2024-04-26 20:00:00,Match 1 in round IV of World Cup,Canada,8.795083397915048,12.73269725117106,10.236089947019874,12.73269725117106,7.0,25.0,29.75,25.0,12.75,10.25,12.75,12.75,8.5,Counter-attacks,22,17.5,-100,0.8,1,5,3,2,N,Deutschland,13.25,18.0,17.25,18.0,15.25,16.0,14.75,12.0,9.5,(no tactic),0,15.75,0,1.5,1,3,5,2,H,WC4,Deu,2024-04-26,5-3-2,3-5-2,CA,86,8.795083397915048
1,2024-04-19 20:00:00,Match 3 in round III of World Cup,Canada,15.206296230878577,12.727109062718904,13.490735606482039,12.981651243973282,15.25,18.0,18.0,18.5,12.5,13.25,12.75,11.25,8.25,(no tactic),0,16.0,0,1.6,2,3,5,2,N,Oman,16.75,17.25,20.0,18.75,12.25,13.5,13.5,12.0,9.5,(no tactic),0,16.25,-100,1.7,0,3,5,2,A,WC3,Oma,2024-04-19,3-5-2,3-5-2,N,86,15.206296230878577
2,2024-04-15 20:00:00,Match 2 in round III of World Cup,Canada,14.911002521467719,13.71873044571009,14.774017403072403,13.71873044571009,12.0,18.0,16.75,17.5,13.0,14.0,13.0,11.0,8.0,(no tactic),0,16.75,0,2.4,4,3,5,2,N,Polska,11.25,18.25,19.0,18.75,12.75,13.75,13.0,11.0,8.25,Play creatively,26,17.25,-100,2.3,1,3,5,2,H,WC3,Pol,2024-04-15,3-5-2,3-5-2,N,86,14.911002521467719
3,2024-04-12 20:00:00,Match 1 in round III of World Cup,Canada,14.641401145639351,14.478449970047048,17.526544700583266,15.240473652681104,13.75,14.75,16.0,17.5,14.25,17.25,15.0,11.0,8.5,(no tactic),0,12.75,0,2.1,1,3,5,2,N,ÄŒeskÃ¡ republika,12.5,18.75,19.0,18.5,13.0,14.0,13.75,13.75,12.0,(no tactic),0,15.5,0,2.0,4,3,5,2,H,WC3,ÄŒes,2024-04-12,3-5-2,3-5-2,N,86,14.641401145639351
4,2024-04-05 20:00:00,Match 6 in round II of World Cup,Canada,9.642681716554703,13.227561438156886,12.464432893647835,13.227561438156886,7.75,22.5,25.5,22.75,13.0,12.25,13.0,11.5,8.25,Counter-attacks,21,12.75,-100,2.3,3,5,3,2,A,Suriname,14.5,12.5,9.75,13.0,15.5,20.5,17.75,10.25,9.75,(no tactic),0,11.5,100,2.7,4,2,5,3,H,WC2,Sur,2024-04-05,5-3-2,2-5-3,CA,86,9.642681716554703
5,2024-03-29 20:00:00,Match 5 in round II of World Cup,Canada,17.01649064611425,14.104657109867084,15.67184123318565,14.36585446375351,16.75,17.75,17.25,17.75,13.5,15.0,13.75,10.5,8.0,(no tactic),0,17.25,0,2.0,3,3,5,2,A,Bolivia,16.75,16.75,15.75,16.75,14.0,14.75,16.25,11.5,9.0,(no tactic),0,16.0,0,1.8,1,3,5,2,H,WC2,Bol,2024-03-29,3-5-2,3-5-2,N,86,17.01649064611425
6,2024-03-25 20:00:00,Match 4 in round II of World Cup,Canada,14.768659300112304,14.534788643827298,16.259255093094943,14.288436293931918,14.25,17.0,16.25,16.5,14.75,16.5,14.5,10.75,8.25,(no tactic),0,16.75,0,1.4,0,3,5,2,H,Hrvatska,13.25,18.25,18.25,18.0,13.0,14.0,14.0,11.0,8.0,Pressing,13,15.0,-20,1.2,3,3,5,2,A,WC2,Hrv,2024-03-25,3-5-2,3-5-2,N,86,14.768659300112304
7,2024-03-22 20:00:00,Match 3 in round II of World Cup,Canada,12.898232770679211,12.902914368010974,12.425028650677234,13.619742944011582,9.5,22.25,23.75,22.75,13.5,13.0,14.25,11.25,8.5,Counter-attacks,18,16.0,-100,1.3,0,4,4,2,A,Hrvatska,12.75,18.0,18.0,18.0,14.25,15.0,15.25,11.0,7.5,(no tactic),0,14.5,0,1.3,1,3,5,2,H,WC2,Hrv,2024-03-22,4-4-2,3-5-2,CA,86,12.898232770679211
8,2024-03-18 20:00:00,Match 2 in round II of World Cup,Canada,14.673795367217926,15.486417248607099,18.682027157049834,15.486417248607099,15.25,14.25,12.0,14.5,15.75,19.0,15.75,10.0,8.0,(no tactic),0,17.0,100,2.4,2,2,5,3,H,Bolivia,9.25,21.75,24.25,22.0,14.25,11.5,11.0,12.25,9.0,Counter-attacks,17,14.75,-100,1.7,0,4,4,2,A,WC2,Bol,2024-03-18,2-5-3,4-4-2,N,86,14.673795367217926
9,2024-03-15 20:00:00,Match 1 in round II of World Cup,Canada,14.533325629539556,18.936182305067113,21.926105826919816,13.45465584833716,12.0,11.75,13.0,9.25,19.0,22.0,13.5,10.25,9.0,Attack in the Middle,24,12.25,100,1.7,2,2,5,3,H,Suriname,6.75,26.0,26.25,26.75,6.75,6.25,16.25,13.25,9.25,Counter-attacks,25,16.25,-100,1.1,1,5,4,1,A,WC2,Sur,2024-03-15,2-5-3,5-4-1,AIM,86,14.533325629539556
