,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Midfielder_number,Forward_number,Mid_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Midfielder_number_,Forward_number_,Mid_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
50,2024-03-15 20:00:00,Friendly match,Al Urdun,,,,,2.75,8.0,10.25,7.75,7.0,4.0,8.5,6.25,6.5,(no tactic),0,8.0,-100,0.3,0,4,,2,4.0,H,Danmark,7.5,21.75,24.5,21.25,8.0,7.5,8.25,10.5,7.5,Play creatively,24,12.75,-100,6.5,6,4,,2,4.0,A,F,Dan,2024-03-15,4-4.0-2,4-4.0-2,N,86,
51,2024-03-08 20:00:00,Match 10 in round I of World Cup,Al Urdun,15.927085623397756,11.872082812361564,12.399730937355411,12.663554999852336,15.5,17.5,18.5,17.75,11.25,11.75,12.0,12.5,9.0,(no tactic),0,15.75,0,1.4,1,3,,2,5.0,H,Polska,16.75,16.75,14.75,13.5,16.75,18.0,14.75,10.5,8.25,(no tactic),0,16.75,50,2.4,1,3,,2,5.0,A,WC1,Pol,2024-03-08,3-5.0-2,3-5.0-2,N,86,15.927085623397756
52,2024-03-01 20:00:00,Match 9 in round I of World Cup,Al Urdun,16.8692033964264,12.410634815289477,12.938746935089029,11.882522695489925,13.0,17.0,17.5,18.25,11.75,12.25,11.25,11.25,8.0,(no tactic),0,13.0,-100,0.9,0,3,,2,5.0,A,Brasil,9.0,22.5,23.25,22.5,14.5,14.5,15.0,12.5,10.25,Counter-attacks,18,13.25,-100,1.7,1,4,,3,3.0,H,WC1,Bra,2024-03-01,3-5.0-2,4-3.0-3,N,86,16.8692033964264
53,2024-02-23 20:00:00,Match 8 in round I of World Cup,Al Urdun,10.416323869816114,10.405212389284719,10.1450820795526,9.364691150356245,11.75,20.5,22.5,20.5,10.0,9.75,9.0,12.25,8.25,Pressing,15,15.75,-100,0.4,0,4,,1,5.0,H,Bulgaria,13.0,20.0,20.0,19.0,13.5,14.0,14.0,13.0,10.5,(no tactic),0,15.0,-10,1.2,2,3,,2,5.0,A,WC1,Bul,2024-02-23,4-5.0-1,3-5.0-2,Pr,86,10.416323869816114
54,2024-02-16 20:00:00,Match 7 in round I of World Cup,Al Urdun,16.842174230215672,14.114607325848093,15.978800746243122,14.913547363160248,13.25,14.25,14.25,14.5,13.25,15.0,14.0,12.5,9.25,(no tactic),0,16.0,100,2.2,5,3,,2,5.0,A,Bangladesh,17.0,14.25,12.0,9.5,18.25,16.25,12.5,11.0,9.0,Play creatively,24,16.25,100,4.1,4,2,,3,5.0,H,WC1,Ban,2024-02-16,3-5.0-2,2-5.0-3,N,86,16.842174230215672
55,2024-02-09 20:00:00,Match 6 in round I of World Cup,Al Urdun,14.069785801731545,17.16873540375919,19.583088819912824,12.340028571451917,16.25,14.5,13.75,11.25,16.0,18.25,11.5,12.0,9.5,(no tactic),0,14.0,100,1.7,0,2,,3,5.0,H,São Tomé e Príncipe,7.5,24.25,24.75,24.0,12.25,9.5,11.0,12.5,9.0,Counter-attacks,22,17.0,-100,1.3,1,5,,2,3.0,A,WC1,São,2024-02-09,2-5.0-3,5-3.0-2,N,86,14.069785801731545
56,2024-02-02 20:00:00,Match 5 in round I of World Cup,Al Urdun,15.901108242582152,9.649293541682528,9.381257609969124,8.845185746542317,13.25,20.75,21.25,21.0,9.0,8.75,8.25,12.0,8.0,Pressing,15,15.0,-100,0.6,0,4,,1,5.0,A,Polska,14.0,15.75,12.75,16.25,23.75,11.5,20.0,11.5,8.5,Attack on wings,25,15.25,60,1.5,2,3,,2,5.0,H,WC1,Pol,2024-02-02,4-5.0-1,3-5.0-2,Pr,86,15.901108242582152
57,2024-01-26 20:00:00,Match 4 in round I of World Cup,Al Urdun,12.423150877340381,12.66930345866574,12.66930345866574,10.293809060165914,12.25,20.25,20.25,20.0,12.0,12.0,9.75,11.75,8.5,Pressing,13,13.75,-90,0.8,2,3,,2,5.0,H,Brasil,16.0,17.25,16.75,17.0,14.5,15.25,14.5,12.25,9.75,(no tactic),0,13.5,70,1.8,6,3,,2,5.0,A,WC1,Bra,2024-01-26,3-5.0-2,3-5.0-2,Pr,86,12.423150877340381
58,2024-01-19 20:00:00,Match 3 in round I of World Cup,Al Urdun,8.81058018273105,16.11630646580807,13.516902197129347,7.53827237916829,7.0,23.0,21.75,21.75,15.5,13.0,7.25,13.0,9.0,Counter-attacks,20,13.25,-30,1.1,0,5,,2,3.0,A,Bulgaria,13.5,15.5,12.75,15.5,16.75,18.5,15.75,12.0,10.75,(no tactic),0,14.25,50,2.6,2,2,,3,5.0,H,WC1,Bul,2024-01-19,5-3.0-2,2-5.0-3,CA,86,8.81058018273105
59,2024-01-15 20:00:00,Match 2 in round I of World Cup,Al Urdun,8.333333333333334,5.35813611087801,7.654480158397158,18.625901718766414,7.25,22.75,22.25,23.0,5.25,7.5,18.25,13.0,9.0,Counter-attacks,20,12.25,-30,1.4,2,5,,1,4.0,H,Bangladesh,12.0,11.25,13.5,13.0,11.25,15.25,16.75,10.25,7.5,Play creatively,25,14.5,100,2.3,4,2,,3,5.0,A,WC1,Ban,2024-01-15,5-4.0-1,2-5.0-3,CA,86,8.333333333333334
60,2024-01-12 20:00:00,Match 1 in round I of World Cup,Al Urdun,17.56318987460904,12.75,14.25,12.75,11.5,17.5,16.5,17.25,12.75,14.25,12.75,12.25,9.75,(no tactic),0,13.25,-20,2.3,0,3,,2,5.0,A,São Tomé e Príncipe,11.75,13.0,15.5,13.75,12.75,18.0,16.25,10.5,8.0,(no tactic),0,16.0,100,2.1,1,2,,3,5.0,H,WC1,São,2024-01-12,3-5.0-2,2-5.0-3,N,86,17.56318987460904
61,2024-01-05 20:00:00,Friendly match,Al Urdun,,,,,7.0,10.25,12.75,12.25,7.0,6.0,8.25,7.25,7.75,(no tactic),0,7.75,-100,0.5,0,5,,1,4.0,H,Saudi Arabia,5.25,19.25,24.25,19.0,10.75,8.75,13.75,10.0,6.0,Counter-attacks,18,9.0,-100,2.5,1,5,,2,3.0,A,F,Sau,2024-01-05,5-4.0-1,5-3.0-2,N,86,
62,2023-12-29 20:00:00,Friendly match,Al Urdun,,,,,5.5,7.25,10.5,7.5,9.25,5.0,9.5,7.0,6.75,(no tactic),0,6.75,10,1.0,1,5,,1,4.0,H,Hong Kong,6.25,10.0,12.0,10.0,5.5,8.5,7.25,10.5,10.25,(no tactic),0,9.0,0,2.8,5,4,,1,5.0,A,F,Hon,2023-12-29,5-4.0-1,4-5.0-1,N,86,
63,2023-12-22 12:00:00,Round 10 in Asia and Oceania Cup,Al Urdun,13.87686221929762,13.026866762953174,12.794244142186155,13.72473462525424,15.0,17.0,16.25,17.5,14.0,13.75,14.75,12.0,8.75,(no tactic),0,12.75,0,1.9,0,3,,2,5.0,A,Palestine,19.25,10.25,13.5,10.25,12.25,18.5,12.5,11.25,8.75,Attack in the Middle,23,14.0,100,3.2,6,2,,3,5.0,H,CC,Pal,2023-12-22,3-5.0-2,2-5.0-3,N,86,13.87686221929762
64,2023-12-15 12:00:00,Round 9 in Asia and Oceania Cup,Al Urdun,15.793887990427955,13.652527669810896,15.064858118412022,14.594081302211647,15.5,13.75,13.5,13.25,14.5,16.0,15.5,10.75,8.75,(no tactic),0,13.5,100,2.7,3,2,,3,5.0,H,Hanguk,15.5,17.0,15.75,16.5,13.0,14.5,17.0,11.25,8.75,(no tactic),0,14.5,0,3.2,1,3,,2,5.0,A,CC,Han,2023-12-15,2-5.0-3,3-5.0-2,N,86,15.793887990427955
65,2023-12-08 12:00:00,Round 8 in Asia and Oceania Cup,Al Urdun,16.524397357947453,7.156602434213711,11.927670723689518,12.404777552637098,13.0,15.5,19.5,18.5,7.5,12.5,13.0,10.75,7.25,(no tactic),0,13.75,10,1.6,3,3,,2,5.0,A,Pakistan,13.75,14.5,16.25,16.5,9.75,14.75,14.25,11.75,9.5,(no tactic),0,13.0,30,1.5,1,3,,2,5.0,H,CC,Pak,2023-12-08,3-5.0-2,3-5.0-2,N,86,16.524397357947453
66,2023-12-01 12:00:00,Round 7 in Asia and Oceania Cup,Al Urdun,6.228386803721349,15.299212748567365,6.415798894560507,14.312166764788824,6.0,23.5,23.0,23.5,15.5,6.5,14.5,11.75,8.25,Counter-attacks,22,14.0,-100,1.2,3,5,,2,3.0,A,Singapore,16.5,14.75,15.25,15.75,13.75,17.25,16.25,11.0,8.75,(no tactic),0,15.25,50,1.8,0,3,,2,5.0,H,CC,Sin,2023-12-01,5-3.0-2,3-5.0-2,CA,86,6.228386803721349
67,2023-11-24 12:00:00,Round 6 in Asia and Oceania Cup,Al Urdun,16.265771832508378,13.075629632691413,17.192031554094267,16.465607685611413,16.25,12.25,14.0,14.25,13.5,17.75,17.0,11.25,10.0,(no tactic),0,12.25,10,4.3,3,2,,3,5.0,H,United Arab Emirates,14.75,7.5,11.5,7.25,13.25,19.5,12.5,10.5,9.0,Attack in the Middle,24,21.0,100,2.5,4,2,,3,5.0,A,CC,Uni,2023-11-24,2-5.0-3,2-5.0-3,N,86,16.265771832508378
68,2023-11-17 12:00:00,Round 5 in Asia and Oceania Cup,Al Urdun,12.930218260088969,17.042102996995563,13.390223783353656,16.31172715426718,12.75,14.75,13.75,15.25,17.5,13.75,16.75,11.25,8.5,(no tactic),0,12.25,70,1.4,3,3,,2,5.0,H,Palestine,10.75,20.75,23.25,21.0,12.75,6.0,12.5,12.25,8.5,Counter-attacks,17,16.25,-100,1.1,2,4,,1,5.0,A,CC,Pal,2023-11-17,3-5.0-2,4-5.0-1,N,86,12.930218260088969
69,2023-11-13 12:00:00,Round 4 in Asia and Oceania Cup,Al Urdun,7.131775634439376,12.818047695786744,8.381031185706716,13.311049530240082,7.0,22.5,21.25,22.25,13.0,8.5,13.5,11.75,7.75,Counter-attacks,21,13.25,-40,0.9,2,5,,2,3.0,A,Hanguk,14.25,16.5,15.25,15.75,15.25,15.75,15.75,11.5,9.0,(no tactic),0,14.0,0,1.9,1,3,,2,5.0,H,CC,Han,2023-11-13,5-3.0-2,3-5.0-2,CA,86,7.131775634439376
70,2023-11-10 12:00:00,Round 3 in Asia and Oceania Cup,Al Urdun,12.597881211277365,13.286469525367643,11.810195133660129,14.270652453172655,12.0,16.0,15.25,15.75,13.5,12.0,14.5,11.75,8.75,(no tactic),0,13.5,40,2.0,2,3,,2,5.0,H,Pakistan,10.75,16.75,15.75,16.0,16.25,17.0,10.25,11.5,9.75,(no tactic),0,12.75,20,2.0,2,3,,2,5.0,A,CC,Pak,2023-11-10,3-5.0-2,3-5.0-2,N,86,12.597881211277365
71,2023-11-06 12:00:00,Round 2 in Asia and Oceania Cup,Al Urdun,16.95402298850575,13.43461586122614,11.406749316135404,11.913715952408086,14.75,16.0,16.25,16.25,13.25,11.25,11.75,12.25,9.5,(no tactic),0,13.25,30,1.5,2,3,,2,5.0,H,Singapore,11.75,17.5,17.75,18.0,13.25,13.75,13.0,11.25,8.25,(no tactic),0,12.75,-50,1.4,0,3,,2,5.0,A,CC,Sin,2023-11-06,3-5.0-2,3-5.0-2,N,86,16.95402298850575
72,2023-11-03 12:00:00,Round 1 in Asia and Oceania Cup,Al Urdun,14.890530545864186,13.0,13.25,12.0,9.75,17.0,17.0,17.0,13.0,13.25,12.0,11.5,8.0,(no tactic),0,14.0,0,1.7,1,3,,2,5.0,A,United Arab Emirates,11.0,15.75,14.75,15.5,12.75,12.5,14.5,11.5,8.75,(no tactic),0,22.5,0,1.9,2,3,,2,5.0,H,CC,Uni,2023-11-03,3-5.0-2,3-5.0-2,N,86,14.890530545864186
73,2023-10-27 20:00:00,Friendly match,Al Urdun,,,,,4.0,17.75,15.5,15.25,7.0,8.5,4.5,11.0,8.75,(no tactic),0,10.5,-100,0.3,0,3,,2,5.0,H,Al Iraq,6.25,15.5,14.5,14.25,11.75,12.25,11.75,9.25,7.5,(no tactic),0,8.75,0,2.2,1,3,,2,5.0,A,F,Al ,2023-10-27,3-5.0-2,3-5.0-2,N,86,
74,2023-10-20 20:00:00,Friendly match,Al Urdun,,,,,9.25,20.5,23.25,19.5,7.25,6.0,7.0,10.75,7.25,Pressing,12,9.0,-100,0.3,0,4,,1,5.0,A,Italia,8.75,15.0,16.0,15.25,9.25,13.0,22.75,10.5,7.75,(no tactic),0,10.25,100,1.0,0,4,,2,4.0,H,F,Ita,2023-10-20,4-5.0-1,4-4.0-2,Pr,86,
75,2023-10-13 20:00:00,Friendly match,Al Urdun,,,,,9.0,10.0,15.0,9.75,9.25,12.25,10.5,9.75,7.5,(no tactic),0,9.25,50,0.8,0,3,,3,4.0,A,Al Maghrib,3.75,23.5,26.75,23.0,10.75,7.75,10.5,12.0,9.0,Counter-attacks,24,11.5,-100,1.8,3,5,,3,2.0,H,F,Al ,2023-10-13,3-4.0-3,5-2.0-3,N,84,
76,2023-10-06 20:00:00,Friendly match,Al Urdun,,,,,8.0,16.5,19.0,17.5,10.0,10.5,12.0,10.25,7.75,(no tactic),0,9.75,0,1.5,2,4,,2,4.0,A,Curaçao,7.0,15.0,15.5,13.75,6.5,6.25,7.0,9.0,5.75,(no tactic),0,6.0,0,0.4,0,4,,1,5.0,H,F,Cur,2023-10-06,4-4.0-2,4-5.0-1,N,84,
77,2023-09-29 20:00:00,Friendly match,Al Urdun,,,,,7.0,15.25,15.25,14.75,7.75,14.75,13.25,10.0,8.0,(no tactic),0,9.25,0,1.9,0,3,,3,4.0,H,Brunei,8.25,12.0,13.0,14.5,8.5,16.25,15.0,9.75,7.25,(no tactic),0,10.75,100,2.5,2,3,,3,4.0,A,F,Bru,2023-09-29,3-4.0-3,3-4.0-3,N,84,
78,2023-09-22 20:00:00,Round 17 in Nations Cup,Al Urdun,15.14467474272245,14.46062796309266,18.948409055086934,11.468773901763145,14.25,12.5,12.25,13.75,14.5,19.0,11.5,11.0,9.0,(no tactic),0,12.25,100,2.0,2,2,,3,5.0,A,Dhivehi Raajje,16.75,15.25,14.75,15.25,13.5,14.25,13.0,11.0,9.5,(no tactic),0,15.5,0,3.3,2,3,,2,5.0,H,NC,Dhi,2023-09-22,2-5.0-3,3-5.0-2,N,84,15.14467474272245
79,2023-09-15 20:00:00,Round 16 in Nations Cup,Al Urdun,10.485176031256652,11.385096496952617,11.385096496952617,10.120085775068992,8.25,21.5,23.5,21.5,11.25,11.25,10.0,11.5,8.0,Counter-attacks,18,13.25,-100,1.8,2,4,,2,4.0,A,Island,11.0,12.75,11.75,13.25,17.25,20.5,15.5,10.75,8.75,(no tactic),0,13.25,60,2.1,1,2,,3,5.0,H,NC,Isl,2023-09-15,4-4.0-2,2-5.0-3,CA,84,10.485176031256652
80,2023-09-08 20:00:00,Round 15 in Nations Cup,Al Urdun,13.233276970744107,12.710807339566902,18.81199486255901,12.710807339566902,12.75,10.0,15.5,11.0,12.5,18.5,12.5,10.75,8.75,(no tactic),0,12.75,100,1.6,1,2,,3,5.0,A,Liechtenstein,9.0,21.25,23.0,20.5,14.25,14.0,7.0,10.25,7.5,Counter-attacks,18,12.75,-100,1.8,1,4,,2,4.0,H,NC,Lie,2023-09-08,2-5.0-3,4-4.0-2,N,84,13.233276970744107
81,2023-09-01 20:00:00,Round 14 in Nations Cup,Al Urdun,12.596829870470339,8.330249325936249,7.350219993473161,8.085241992820478,10.5,24.75,22.25,24.0,8.5,7.5,8.25,11.75,6.75,Pressing,12,12.25,-100,0.7,0,4,,1,5.0,A,Hanguk,13.0,12.0,14.25,13.25,12.0,18.0,20.0,9.25,7.5,(no tactic),0,14.25,50,1.3,2,2,,3,5.0,H,NC,Han,2023-09-01,4-5.0-1,2-5.0-3,Pr,84,12.596829870470339
82,2023-08-25 20:00:00,Round 13 in Nations Cup,Al Urdun,9.412438622755463,7.802006971567594,10.570461058252869,12.583882212205797,7.75,22.5,23.0,21.25,7.75,10.5,12.5,11.75,7.25,Counter-attacks,18,13.0,-100,0.9,2,4,,2,4.0,A,Cymru,12.25,16.0,13.5,9.5,18.0,18.0,12.75,10.5,9.0,(no tactic),0,16.75,30,2.4,0,2,,3,5.0,H,NC,Cym,2023-08-25,4-4.0-2,2-5.0-3,CA,84,9.412438622755463
83,2023-08-18 20:00:00,Round 12 in Nations Cup,Al Urdun,12.043899742009144,16.90835524854972,18.189291252227733,11.528424033102084,11.5,15.25,14.5,9.5,16.5,17.75,11.25,10.25,7.5,(no tactic),0,12.5,50,1.3,2,2,,3,5.0,H,Trinidad & Tobago,13.75,19.0,20.0,18.25,10.0,8.25,10.75,13.0,9.0,(no tactic),0,14.0,0,2.0,1,4,,1,5.0,A,NC,Tri,2023-08-18,2-5.0-3,4-5.0-1,N,84,12.043899742009144
84,2023-08-11 20:00:00,Round 11 in Nations Cup,Al Urdun,16.388286424503303,9.926861415965732,16.097613106971455,14.219558244491454,12.25,10.25,15.75,17.0,9.25,15.0,13.25,10.25,7.5,(no tactic),0,11.5,100,2.4,5,2,,3,5.0,A,Belize,10.5,16.75,15.75,15.5,17.25,10.0,10.0,8.5,6.25,(no tactic),0,11.25,-100,1.6,1,3,,2,5.0,H,NC,Bel,2023-08-11,2-5.0-3,3-5.0-2,N,84,16.388286424503303
85,2023-08-04 20:00:00,Round 10 in Nations Cup,Al Urdun,12.683157092992293,7.775025342114099,6.434503731404772,6.702608053546638,11.5,22.75,25.5,22.25,7.25,6.0,6.25,11.25,6.0,Pressing,12,16.5,-100,0.3,0,4,,1,5.0,A,Scotland,14.25,18.5,17.25,19.25,13.5,13.0,13.0,10.75,7.5,Counter-attacks,11,11.0,0,1.0,2,3,,2,5.0,H,NC,Sco,2023-08-04,4-5.0-1,3-5.0-2,Pr,84,12.683157092992293
86,2023-07-28 20:00:00,Round 9 in Nations Cup,Al Urdun,11.643449004714439,5.679416129928976,7.228347801727788,8.519124194893463,11.25,23.0,25.0,22.75,5.5,7.0,8.25,11.5,7.0,(no tactic),0,15.75,-100,1.1,0,4,,1,5.0,A,Northern Ireland,11.0,15.25,15.25,15.5,17.5,15.0,9.5,10.0,7.5,Play creatively,21,11.5,80,1.2,4,3,,3,4.0,H,NC,Nor,2023-07-28,4-5.0-1,3-4.0-3,N,84,11.643449004714439
87,2023-07-21 20:00:00,Round 8 in Nations Cup,Al Urdun,16.661790868875734,10.017085059914804,21.28630575231896,17.780325981348778,14.0,9.0,12.5,14.5,10.0,21.25,17.75,10.25,8.25,(no tactic),0,15.25,100,3.0,2,2,,3,5.0,A,Al Yaman,15.75,14.0,11.25,7.0,17.0,18.25,9.0,9.75,8.5,(no tactic),0,13.5,100,3.6,5,2,,3,5.0,H,NC,Al ,2023-07-21,2-5.0-3,2-5.0-3,N,84,16.661790868875734
88,2023-07-14 20:00:00,Round 7 in Nations Cup,Al Urdun,12.676624513868298,14.355104702585733,15.55136342780121,7.416804096335961,12.75,16.5,17.25,15.0,15.0,16.25,7.75,11.0,8.25,(no tactic),0,15.5,0,1.4,0,3,,2,5.0,H,Brunei,8.75,23.25,23.75,22.0,10.5,10.0,13.75,12.0,8.5,Counter-attacks,18,13.5,-100,0.9,2,4,,2,4.0,A,NC,Bru,2023-07-14,3-5.0-2,4-4.0-2,N,84,12.676624513868298
89,2023-07-07 20:00:00,Round 6 in Nations Cup,Al Urdun,12.873425613711001,18.4395483679787,19.895302186503336,11.646030548197073,10.75,14.5,11.25,11.0,19.0,20.5,12.0,10.75,8.5,(no tactic),0,15.0,100,2.8,4,3,,3,4.0,A,RD Congo,8.0,23.75,24.75,22.0,14.75,5.0,4.25,10.75,7.25,Counter-attacks,15,11.25,-100,1.4,2,4,,2,4.0,H,NC,RD ,2023-07-07,3-4.0-3,4-4.0-2,N,84,12.873425613711001
90,2023-06-30 20:00:00,Round 5 in Nations Cup,Al Urdun,11.846294313690013,15.126657235009535,16.544781350791677,15.599365273603583,11.75,15.0,13.75,15.75,16.0,17.5,16.5,11.0,8.0,(no tactic),0,15.5,50,1.7,2,3,,2,5.0,H,Kazakhstan,15.0,16.25,15.75,17.75,11.75,14.5,9.25,9.5,8.0,(no tactic),0,12.5,-60,2.4,3,3,,2,5.0,A,NC,Kaz,2023-06-30,3-5.0-2,3-5.0-2,N,84,11.846294313690013
91,2023-06-23 20:00:00,Round 4 in Nations Cup,Al Urdun,15.162389321142022,12.462629261910596,12.222963314566162,12.222963314566162,12.25,19.0,19.25,18.25,13.0,12.75,12.75,11.25,7.5,(no tactic),0,16.75,0,1.6,3,3,,2,5.0,A,Sri Lanka,13.25,15.0,16.25,16.25,13.5,15.25,17.5,10.75,7.25,(no tactic),0,12.5,30,1.9,1,3,,2,5.0,H,NC,Sri,2023-06-23,3-5.0-2,3-5.0-2,N,84,15.162389321142022
92,2023-06-16 20:00:00,Round 3 in Nations Cup,Al Urdun,12.610813841573371,11.75,12.25,12.0,11.5,17.75,17.25,17.5,11.75,12.25,12.0,11.5,7.75,(no tactic),0,16.25,60,3.5,4,3,,2,5.0,H,Saudi Arabia,9.75,13.75,12.25,11.5,13.25,13.5,13.0,8.5,6.5,Play creatively,19,9.0,-10,1.3,0,3,,2,5.0,A,NC,Sau,2023-06-16,3-5.0-2,3-5.0-2,N,84,12.610813841573371
93,2023-06-09 20:00:00,Round 2 in Nations Cup,Al Urdun,12.320143585108434,9.75,12.0,12.25,10.5,19.75,20.5,19.5,9.75,12.0,12.25,11.5,7.75,(no tactic),0,15.75,-50,1.2,1,3,,2,5.0,H,Hrvatska,12.0,17.5,15.75,13.75,15.75,16.5,12.75,11.0,7.5,(no tactic),0,11.5,30,1.8,1,3,,2,5.0,A,NC,Hrv,2023-06-09,3-5.0-2,3-5.0-2,N,84,12.320143585108434
94,2023-06-02 20:00:00,Round 1 in Nations Cup,Al Urdun,14.126913594794228,16.75,20.5,14.0,9.25,13.25,13.0,11.0,16.75,20.5,14.0,10.75,8.5,(no tactic),0,14.5,100,1.2,1,2,,3,5.0,A,Zambia,8.25,21.25,23.75,21.25,4.0,6.25,6.25,11.0,7.0,Pressing,13,10.25,-100,0.3,1,4,,1,5.0,H,NC,Zam,2023-06-02,2-5.0-3,4-5.0-1,N,84,14.126913594794228
95,2023-05-26 20:00:00,Friendly match,Al Urdun,,,,,6.5,11.75,11.5,11.5,11.75,11.5,12.25,8.25,7.0,(no tactic),0,6.25,80,1.3,1,3,,2,5.0,H,Moçambique,8.75,14.75,13.25,14.75,12.25,12.0,13.0,10.25,8.25,Play creatively,20,9.75,100,5.0,5,2,,3,5.0,A,F,Moç,2023-05-26,3-5.0-2,2-5.0-3,N,84,
96,2023-05-19 20:00:00,Friendly match,Al Urdun,,,,,7.0,17.0,18.25,16.75,7.75,6.0,7.5,8.25,5.0,Pressing,8,7.0,-100,0.5,1,4,,1,5.0,A,Italia,10.0,10.25,12.5,14.0,13.25,18.75,15.25,9.25,7.5,Play creatively,23,10.5,0,3.3,3,2,,3,5.0,H,F,Ita,2023-05-19,4-5.0-1,2-5.0-3,Pr,84,
97,2023-05-12 12:00:00,Round 10 in Asia and Oceania Cup,Al Urdun,7.695194799443031,10.246467663631966,10.771927543818224,9.721007783445712,7.25,14.5,14.25,15.5,9.75,10.25,9.25,9.0,7.5,(no tactic),0,7.75,-100,0.7,1,3,,2,5.0,H,Brunei,9.75,14.25,15.25,12.5,14.75,16.0,14.25,11.0,8.25,Attack in the Middle,23,12.5,100,4.2,3,3,,3,4.0,A,CC,Bru,2023-05-12,3-5.0-2,3-4.0-3,N,84,7.695194799443031
98,2023-05-05 12:00:00,Round 9 in Asia and Oceania Cup,Al Urdun,16.871014215492686,13.86886661332779,21.316961646411233,12.58471229727892,16.75,8.0,12.75,8.25,13.5,20.75,12.25,10.5,8.25,Attack in the Middle,26,18.25,100,2.6,1,2,,3,5.0,A,Hayastan,17.0,17.0,15.75,16.75,14.75,11.5,15.75,11.0,7.75,(no tactic),0,17.75,0,3.4,4,3,,2,5.0,H,CC,Hay,2023-05-05,2-5.0-3,3-5.0-2,AIM,84,16.871014215492686
99,2023-04-28 12:00:00,Round 8 in Asia and Oceania Cup,Al Urdun,13.145835666534959,18.243596075962763,21.416395393521505,19.03679590535245,12.25,12.0,9.25,11.25,17.25,20.25,18.0,11.0,8.75,(no tactic),0,17.75,100,2.0,1,2,,3,5.0,A,Myanmar,15.0,15.5,16.75,17.25,5.75,4.5,10.75,8.0,4.5,(no tactic),0,5.75,-100,1.1,0,4,,1,5.0,H,CC,Mya,2023-04-28,2-5.0-3,4-5.0-1,N,84,13.145835666534959
100,2023-04-21 12:00:00,Round 7 in Asia and Oceania Cup,Al Urdun,14.930932649401473,15.467968936675605,18.401549252252014,10.934253903512067,13.75,14.0,13.75,9.25,14.5,17.25,10.25,11.25,8.75,(no tactic),0,17.5,100,2.3,1,3,,2,5.0,H,Bahrain,13.5,16.75,18.0,17.5,6.5,13.0,11.25,12.0,9.75,(no tactic),0,17.0,-50,1.9,2,3,,2,5.0,A,CC,Bah,2023-04-21,3-5.0-2,3-5.0-2,N,84,14.930932649401473
101,2023-04-14 12:00:00,Round 6 in Asia and Oceania Cup,Al Urdun,15.470726777004336,14.542920105211326,19.21743013902925,16.620480120241513,14.5,14.0,11.5,13.25,14.0,18.5,16.0,10.5,8.0,(no tactic),0,18.0,100,1.5,0,2,,3,5.0,A,Mongol Uls,12.25,23.0,26.0,22.75,11.25,9.25,10.5,12.0,7.25,Counter-attacks,18,16.25,-50,2.2,3,4,,2,4.0,H,CC,Mon,2023-04-14,2-5.0-3,4-4.0-2,N,84,15.470726777004336
102,2023-04-07 12:00:00,Round 5 in Asia and Oceania Cup,Al Urdun,8.635745222470366,14.019685901074315,8.827209641417161,13.760062088091457,8.75,21.0,22.5,20.75,13.5,8.5,13.25,12.0,8.0,Counter-attacks,16,16.75,-70,1.1,1,4,,2,4.0,A,Brunei,12.5,15.5,16.5,17.25,14.5,12.75,13.75,11.0,8.0,(no tactic),0,12.25,50,1.6,2,3,,2,5.0,H,CC,Bru,2023-04-07,4-4.0-2,3-5.0-2,CA,84,8.635745222470366
103,2023-04-03 12:00:00,Round 4 in Asia and Oceania Cup,Al Urdun,17.093390839205895,11.55642683617818,17.837093594970668,14.068693539695174,17.5,11.75,14.5,14.75,11.5,17.75,14.0,11.0,8.75,(no tactic),0,16.25,0,2.0,0,2,,3,5.0,H,Hayastan,17.0,18.25,20.0,20.75,14.25,9.75,14.25,11.5,7.75,(no tactic),0,18.75,0,2.1,2,3,,2,5.0,A,CC,Hay,2023-04-03,2-5.0-3,3-5.0-2,N,84,17.093390839205895
104,2023-03-31 12:00:00,Round 3 in Asia and Oceania Cup,Al Urdun,11.285601918435972,17.251906116257786,20.08430861295682,18.28187066051198,10.75,12.5,9.5,12.75,16.75,19.5,17.75,10.5,8.25,(no tactic),0,18.25,100,3.5,3,2,,3,5.0,H,Myanmar,3.75,20.75,19.0,22.0,13.25,6.25,7.75,9.75,7.25,Counter-attacks,16,6.25,-100,0.6,1,5,,2,3.0,A,CC,Mya,2023-03-31,2-5.0-3,5-3.0-2,N,84,11.285601918435972
