,Match Datetime,Match Type,Team name,scaled midfield,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,scaled_midfield
10,2023-11-24 12:00:00,Round 6 in Asia and Oceania Cup,Kyrgyz Republic,12.433576682160536,17.25,13.0,13.5,10.0,17.0,19.75,12.75,10.75,9.0,(no tactic),0,15.25,100,2.2,2,5,3,H,Sri Lanka,16.5,15.25,17.0,17.0,13.25,16.5,14.5,12.0,9.0,(no tactic),0,14.75,0,2.5,3,5,2,A,CC,Sri,2023-11-24,2-5-3,3-5-2,N,12.433576682160536
11,2023-11-17 12:00:00,Round 5 in Asia and Oceania Cup,Kyrgyz Republic,10.026705879123304,12.0,12.0,9.25,13.0,16.5,20.25,16.5,10.75,9.75,(no tactic),0,14.75,100,3.7,2,5,3,H,Mongol Uls,12.0,13.0,10.0,8.75,16.5,18.5,14.75,9.25,8.25,Attack on wings,24,11.5,90,3.2,2,5,3,A,CC,Mon,2023-11-17,2-5-3,2-5-3,N,10.026705879123304
12,2023-11-13 12:00:00,Round 4 in Asia and Oceania Cup,Kyrgyz Republic,10.571704473566166,9.75,19.5,22.75,19.5,11.75,12.0,11.5,12.0,9.0,Counter-attacks,16,14.5,-100,1.3,4,4,2,A,Bahrain,15.0,17.25,16.25,15.75,15.25,16.75,13.75,10.0,7.75,(no tactic),0,11.75,10,1.8,3,4,3,H,CC,Bah,2023-11-13,4-4-2,3-4-3,CA,10.571704473566166
13,2023-11-10 12:00:00,Round 3 in Asia and Oceania Cup,Kyrgyz Republic,13.130638731001556,14.25,13.0,13.75,10.75,18.25,18.25,9.0,11.5,9.5,(no tactic),0,14.5,100,1.9,2,5,3,A,Hong Kong,15.75,16.0,16.25,13.25,15.75,16.75,12.75,12.75,12.0,(no tactic),0,13.0,0,3.9,3,5,2,H,CC,Hon,2023-11-10,2-5-3,3-5-2,N,13.130638731001556
14,2023-11-06 12:00:00,Round 2 in Asia and Oceania Cup,Kyrgyz Republic,11.727333506846664,12.25,10.5,12.75,12.0,11.75,19.5,15.75,11.25,9.5,(no tactic),0,14.0,100,2.3,2,5,3,H,Prathet Thai,8.0,22.25,20.5,25.25,16.25,11.0,8.0,12.0,8.75,Counter-attacks,17,10.5,-100,1.8,4,4,2,A,CC,Pra,2023-11-06,2-5-3,4-4-2,N,11.727333506846664
15,2023-11-03 12:00:00,Round 1 in Asia and Oceania Cup,Kyrgyz Republic,13.228979191968676,10.5,17.75,19.25,18.5,11.0,11.0,11.0,11.75,9.0,(no tactic),0,14.0,-100,1.5,3,5,2,A,Sri Lanka,10.75,12.75,13.0,14.25,15.0,18.0,15.75,11.0,8.25,Play creatively,26,14.25,20,2.2,2,5,3,H,CC,Sri,2023-11-03,3-5-2,2-5-3,N,13.228979191968676
16,2023-10-27 20:00:00,Friendly match,Kyrgyz Republic,,6.75,11.25,13.0,11.75,14.25,8.0,6.5,10.5,8.5,(no tactic),0,14.5,0,1.7,2,5,3,A,Moldova,6.0,9.5,13.75,12.5,10.0,16.25,14.5,8.75,7.25,(no tactic),0,6.75,0,2.4,2,5,3,H,F,Mol,2023-10-27,2-5-3,2-5-3,N,
17,2023-10-20 20:00:00,Friendly match,Kyrgyz Republic,,7.5,10.75,10.75,11.0,10.0,9.5,9.5,9.0,7.0,(no tactic),0,12.75,0,0.4,3,5,2,A,TÃ¼rkiye,7.0,22.5,19.75,22.75,15.75,10.0,4.75,10.5,6.25,Counter-attacks,17,10.25,-80,2.0,5,3,2,H,F,TÃ¼r,2023-10-20,3-5-2,5-3-2,N,
18,2023-10-13 20:00:00,Friendly match,Kyrgyz Republic,,10.75,18.75,17.5,15.75,11.0,11.75,9.75,11.0,9.0,(no tactic),0,12.75,0,1.1,3,5,2,H,Malaysia,10.25,17.25,19.0,16.75,9.75,9.0,10.75,10.25,7.25,(no tactic),0,11.5,0,0.7,4,5,1,A,F,Mal,2023-10-13,3-5-2,4-5-1,N,
19,2023-10-06 20:00:00,Friendly match,Kyrgyz Republic,,9.0,22.0,25.5,22.0,9.25,10.0,9.0,10.75,8.25,Counter-attacks,17,13.0,-100,1.1,4,4,2,H,Scotland,9.0,17.25,16.0,14.5,13.25,12.25,11.5,9.5,6.25,(no tactic),0,9.5,0,1.0,3,5,2,A,F,Sco,2023-10-06,4-4-2,3-5-2,CA,
20,2023-09-29 20:00:00,Friendly match,Kyrgyz Republic,,6.75,19.5,24.0,19.5,9.25,10.25,10.5,11.0,8.0,Counter-attacks,21,12.25,-100,1.9,5,3,2,H,CÃ´te d'Ivoire,7.25,13.25,11.75,12.75,9.0,10.75,10.25,9.75,6.5,Play creatively,21,10.5,50,0.7,2,5,3,A,F,CÃ´t,2023-09-29,5-3-2,2-5-3,CA,
21,2023-09-22 20:00:00,Friendly match,Kyrgyz Republic,,8.25,25.25,24.75,23.75,5.5,5.0,8.75,11.25,7.5,Pressing,14,12.25,-100,0.3,5,4,1,A,Palestine,10.5,14.5,15.75,14.25,12.75,13.5,9.75,9.5,7.75,(no tactic),0,8.25,0,0.6,3,5,2,H,F,Pal,2023-09-22,5-4-1,3-5-2,Pr,
22,2023-09-15 20:00:00,Friendly match,Kyrgyz Republic,,11.25,20.5,21.25,20.75,7.75,7.0,9.5,10.0,6.5,(no tactic),0,10.5,-100,0.4,4,5,1,A,MagyarorszÃ¡g,10.75,17.0,17.25,18.25,12.25,13.75,13.5,9.75,7.25,(no tactic),0,9.75,0,1.0,3,5,2,H,F,Mag,2023-09-15,4-5-1,3-5-2,N,
23,2023-09-08 20:00:00,Friendly match,Kyrgyz Republic,,6.5,18.25,20.75,18.5,10.5,13.25,11.25,10.5,8.75,Counter-attacks,15,12.75,-100,0.8,4,3,3,A,Guatemala,9.0,18.0,18.25,17.25,8.75,11.75,11.25,9.75,6.5,(no tactic),0,10.5,0,0.9,3,5,2,H,F,Gua,2023-09-08,4-3-3,3-5-2,CA,
24,2023-09-01 20:00:00,Friendly match,Kyrgyz Republic,,6.75,19.0,20.0,17.0,10.25,11.75,11.0,10.5,9.0,Counter-attacks,15,12.25,-60,2.5,4,3,3,H,India,9.25,9.5,13.75,10.5,8.0,16.75,10.5,8.25,7.75,(no tactic),0,8.5,0,1.8,3,4,3,A,F,Ind,2023-09-01,4-3-3,3-4-3,CA,
25,2023-08-25 20:00:00,Friendly match,Kyrgyz Republic,,8.0,16.5,17.75,17.75,11.25,11.0,11.5,9.5,7.75,(no tactic),0,11.5,-60,1.8,4,3,3,A,Misr,7.75,10.5,12.5,14.5,5.75,6.5,7.75,9.25,6.25,(no tactic),0,10.0,0,0.4,3,4,3,H,F,Mis,2023-08-25,4-3-3,3-4-3,N,
26,2023-08-18 20:00:00,Friendly match,Kyrgyz Republic,,5.25,20.25,20.75,20.25,11.0,10.0,8.75,10.5,8.0,Counter-attacks,19,10.75,-100,0.6,5,3,2,A,Al Maghrib,7.0,19.75,23.5,20.25,3.5,5.25,8.75,9.5,6.0,Pressing,12,8.5,-100,0.3,5,4,1,H,F,Al ,2023-08-18,5-3-2,5-4-1,CA,
27,2023-08-11 20:00:00,Friendly match,Kyrgyz Republic,,9.0,19.75,23.25,18.25,7.0,5.0,7.25,10.0,6.25,Pressing,13,10.0,-100,0.2,4,5,1,A,Paraguay,9.0,16.75,19.25,18.0,12.25,12.5,12.75,10.25,6.75,(no tactic),0,13.5,0,0.6,4,4,2,H,F,Par,2023-08-11,4-5-1,4-4-2,Pr,
28,2023-08-04 20:00:00,Friendly match,Kyrgyz Republic,,8.0,17.25,16.5,17.0,11.0,11.5,10.75,10.25,7.75,(no tactic),0,11.5,0,1.4,4,4,2,A,Bangladesh,8.5,14.75,15.75,16.0,12.75,11.25,12.0,10.25,7.5,Play creatively,22,11.75,0,1.8,3,5,2,H,F,Ban,2023-08-04,4-4-2,3-5-2,N,
29,2023-07-28 20:00:00,Match 10 in round I of World Cup,Kyrgyz Republic,10.982828104527545,10.0,17.0,20.0,19.75,8.0,8.5,7.75,10.25,7.5,Counter-attacks,16,10.5,-100,0.5,4,4,2,H,RepÃºblica Dominicana,6.5,20.5,30.0,20.5,11.0,9.75,10.25,12.25,8.75,Counter-attacks,22,12.75,-100,0.7,5,3,2,A,WC1,Rep,2023-07-28,4-4-2,5-3-2,CA,10.982828104527545
30,2023-07-21 20:00:00,Match 9 in round I of World Cup,Kyrgyz Republic,14.249599123407217,18.5,6.0,12.0,9.0,10.75,18.25,7.75,11.0,9.25,Attack in the Middle,23,15.5,100,2.2,2,5,3,A,Srbija,20.0,16.5,14.75,14.5,15.75,16.0,13.25,10.25,8.0,(no tactic),0,13.75,0,4.1,3,5,2,H,WC1,Srb,2023-07-21,2-5-3,3-5-2,AIM,14.249599123407217
31,2023-07-14 20:00:00,Match 8 in round I of World Cup,Kyrgyz Republic,10.845245461503566,12.75,10.25,9.25,10.5,15.0,18.5,15.5,9.75,7.75,Attack in the Middle,23,16.0,100,2.0,2,5,3,H,Chinese Taipei,8.0,22.0,24.5,22.0,11.25,10.75,11.0,10.5,7.0,Counter-attacks,22,13.0,-100,2.3,5,3,2,A,WC1,Chi,2023-07-14,2-5-3,5-3-2,AIM,10.845245461503566
32,2023-07-07 20:00:00,Match 7 in round I of World Cup,Kyrgyz Republic,12.045439356172114,13.5,18.5,18.75,18.5,10.0,10.5,10.0,10.75,7.75,(no tactic),0,14.75,-100,0.8,3,5,2,H,Danmark,13.0,17.0,17.0,17.5,15.0,15.0,14.0,11.0,8.75,(no tactic),0,14.75,0,2.0,3,5,2,A,WC1,Dan,2023-07-07,3-5-2,3-5-2,N,12.045439356172114
33,2023-06-30 20:00:00,Match 6 in round I of World Cup,Kyrgyz Republic,7.913322848809886,7.0,22.25,26.25,23.0,3.25,4.5,16.25,11.75,7.25,Counter-attacks,24,15.75,-100,0.7,5,4,1,A,Paraguay,15.75,14.25,15.25,15.75,14.75,11.5,9.0,11.25,8.25,(no tactic),0,13.75,80,1.3,3,5,2,H,WC1,Par,2023-06-30,5-4-1,3-5-2,CA,7.913322848809886
34,2023-06-23 20:00:00,Match 5 in round I of World Cup,Kyrgyz Republic,15.713937365850299,16.75,7.5,11.0,7.25,10.25,15.25,9.75,10.0,9.25,Attack in the Middle,24,15.0,100,3.6,2,5,3,A,RepÃºblica Dominicana,12.25,15.0,12.0,15.5,17.5,21.5,18.25,10.0,8.75,(no tactic),0,12.25,0,2.4,3,4,3,H,WC1,Rep,2023-06-23,2-5-3,3-4-3,AIM,15.713937365850299
35,2023-06-16 20:00:00,Match 4 in round I of World Cup,Kyrgyz Republic,13.646710702784027,18.5,7.25,9.0,6.25,12.25,20.25,11.75,9.5,8.75,Attack in the Middle,24,15.25,100,2.0,2,5,3,H,Srbija,8.25,25.25,26.5,25.75,16.25,6.0,15.0,12.5,8.75,Counter-attacks,19,13.5,-100,2.4,4,4,2,A,WC1,Srb,2023-06-16,2-5-3,4-4-2,AIM,13.646710702784027
36,2023-06-09 20:00:00,Match 3 in round I of World Cup,Kyrgyz Republic,9.002656117242447,8.5,24.0,24.0,24.25,5.0,9.5,11.75,12.0,8.25,Counter-attacks,24,15.25,-100,1.1,5,3,2,A,Chinese Taipei,13.25,13.0,11.25,13.25,16.75,20.75,17.0,10.25,8.0,(no tactic),0,13.75,100,2.1,2,5,3,H,WC1,Chi,2023-06-09,5-3-2,2-5-3,CA,9.002656117242447
37,2023-06-05 20:00:00,Match 2 in round I of World Cup,Kyrgyz Republic,8.034362678873487,7.0,23.5,25.5,25.0,16.25,4.5,3.5,11.75,7.75,Counter-attacks,22,15.0,-100,0.6,5,4,1,A,Danmark,11.75,15.5,13.75,16.25,16.25,20.0,16.5,11.0,9.75,(no tactic),0,14.0,40,2.1,3,4,3,H,WC1,Dan,2023-06-05,5-4-1,3-4-3,CA,8.034362678873487
38,2023-06-02 20:00:00,Match 1 in round I of World Cup,Kyrgyz Republic,11.03407999863934,10.5,17.0,16.75,16.25,12.25,12.75,13.0,11.25,8.75,(no tactic),0,14.25,0,1.4,3,5,2,H,Paraguay,12.0,17.5,18.75,17.5,12.75,12.5,11.5,11.0,7.5,(no tactic),0,12.75,0,1.8,3,5,2,A,WC1,Par,2023-06-02,3-5-2,3-5-2,N,11.03407999863934
39,2023-05-26 20:00:00,Friendly match,Kyrgyz Republic,,7.75,16.5,17.5,16.0,11.25,11.5,12.5,10.25,8.5,(no tactic),0,9.75,0,1.6,4,4,2,A,Haiti,5.25,16.75,20.75,18.5,3.75,7.25,14.5,8.75,6.25,Counter-attacks,15,8.75,-100,0.7,4,4,2,H,F,Hai,2023-05-26,4-4-2,4-4-2,N,
40,2023-05-19 20:00:00,Friendly match,Kyrgyz Republic,,6.75,16.5,16.0,17.5,10.25,10.75,10.5,9.0,7.25,(no tactic),0,9.75,-100,0.9,3,5,2,A,RomÃ¢nia,9.0,14.5,13.5,12.0,17.0,20.75,15.25,10.5,9.75,Play creatively,21,11.5,100,4.8,2,5,3,H,F,Rom,2023-05-19,3-5-2,2-5-3,N,
41,2023-05-12 12:00:00,Round 10 in Asia and Oceania Cup,Kyrgyz Republic,10.057744756612227,15.25,10.5,8.75,10.5,18.0,21.0,17.75,10.75,9.25,(no tactic),0,17.5,100,2.6,2,5,3,H,Saudi Arabia,16.5,16.0,15.5,15.0,10.0,11.0,9.75,10.75,8.0,(no tactic),0,17.25,40,2.8,2,5,3,A,CC,Sau,2023-05-12,2-5-3,2-5-3,N,10.057744756612227
42,2023-05-05 12:00:00,Round 9 in Asia and Oceania Cup,Kyrgyz Republic,8.109513686354251,7.5,23.0,26.75,23.0,3.75,4.25,16.75,11.75,7.0,Counter-attacks,23,15.5,-100,0.7,5,4,1,A,Singapore,16.25,14.25,12.5,14.25,17.75,18.0,17.75,11.75,8.75,(no tactic),0,20.75,100,1.8,3,5,2,H,CC,Sin,2023-05-05,5-4-1,3-5-2,CA,8.109513686354251
43,2023-04-28 12:00:00,Round 8 in Asia and Oceania Cup,Kyrgyz Republic,13.30922247738265,15.0,14.5,16.5,16.0,12.75,14.5,13.75,11.75,9.0,(no tactic),0,16.75,0,1.3,3,5,2,A,Indonesia,9.0,20.25,22.25,20.75,10.5,9.5,15.25,11.75,8.5,Counter-attacks,18,13.75,-80,1.3,4,4,2,H,CC,Ind,2023-04-28,3-5-2,4-4-2,N,13.30922247738265
44,2023-04-21 12:00:00,Round 7 in Asia and Oceania Cup,Kyrgyz Republic,11.600825067776743,13.0,17.0,10.25,7.25,19.5,20.0,13.5,11.25,9.5,(no tactic),0,16.25,100,2.6,2,5,3,H,Prateh Kampuchea,7.0,22.5,25.5,24.75,11.25,5.25,18.0,11.25,6.25,Counter-attacks,23,10.75,-100,1.7,5,3,2,A,CC,Pra,2023-04-21,2-5-3,5-3-2,N,11.600825067776743
45,2023-04-14 12:00:00,Round 6 in Asia and Oceania Cup,Kyrgyz Republic,11.871706267185559,10.5,17.75,20.0,17.25,13.25,13.5,13.25,12.25,9.0,Counter-attacks,19,15.0,0,1.7,4,4,2,A,Malaysia,14.5,16.25,16.25,16.75,12.25,13.0,13.25,10.0,7.25,(no tactic),0,18.5,0,1.3,3,5,2,H,CC,Mal,2023-04-14,4-4-2,3-5-2,CA,11.871706267185559
46,2023-04-07 12:00:00,Round 5 in Asia and Oceania Cup,Kyrgyz Republic,12.901936945924206,13.75,18.25,17.75,17.75,12.25,11.5,11.75,12.0,8.75,(no tactic),0,15.0,0,2.4,3,5,2,A,Saudi Arabia,7.75,15.25,17.75,15.5,17.0,15.75,16.75,11.0,8.0,Counter-attacks,18,15.0,20,1.7,4,3,3,H,CC,Sau,2023-04-07,3-5-2,4-3-3,N,12.901936945924206
47,2023-04-03 12:00:00,Round 4 in Asia and Oceania Cup,Kyrgyz Republic,14.391261548862989,14.75,15.5,16.25,15.5,14.25,14.25,13.5,12.0,9.0,(no tactic),0,15.25,0,0.9,3,5,2,H,Singapore,11.75,21.75,23.0,24.75,4.25,6.5,18.5,12.75,8.25,Pressing,11,16.25,-100,0.6,4,5,1,A,CC,Sin,2023-04-03,3-5-2,4-5-1,N,14.391261548862989
48,2023-03-31 12:00:00,Round 3 in Asia and Oceania Cup,Kyrgyz Republic,11.510473431956328,13.75,15.25,16.0,15.25,13.5,13.75,13.25,12.0,8.75,(no tactic),0,15.25,0,1.5,3,5,2,H,Indonesia,12.75,18.25,18.5,17.5,11.5,12.25,16.0,11.75,8.5,(no tactic),0,13.75,-40,1.6,3,5,2,A,CC,Ind,2023-03-31,3-5-2,3-5-2,N,11.510473431956328
49,2023-03-27 12:00:00,Round 2 in Asia and Oceania Cup,Kyrgyz Republic,9.764246546453071,7.75,21.5,24.75,20.0,11.5,12.25,7.0,11.75,8.25,Counter-attacks,22,15.0,-100,0.7,5,3,2,A,Prateh Kampuchea,12.75,18.75,20.75,19.25,12.0,11.5,13.25,11.0,7.75,(no tactic),0,12.25,0,1.4,3,5,2,H,CC,Pra,2023-03-27,5-3-2,3-5-2,CA,9.764246546453071
50,2023-03-17 20:00:00,Friendly match,Kyrgyz Republic,,6.5,10.25,11.0,11.25,6.25,9.0,6.25,8.0,6.25,(no tactic),0,10.0,0,0.3,3,4,3,H,Malaysia,10.0,15.5,14.5,17.0,12.25,11.0,9.25,8.0,6.5,(no tactic),0,11.75,0,3.7,4,4,2,A,F,Mal,2023-03-17,3-4-3,4-4-2,N,
51,2023-03-10 20:00:00,Friendly match,Kyrgyz Republic,,8.75,16.5,17.75,17.0,11.5,10.0,11.25,9.25,6.75,(no tactic),0,14.25,-100,2.7,4,4,2,A,Cymru,7.5,9.0,10.0,15.25,12.75,13.0,12.0,7.5,7.25,(no tactic),0,7.25,-70,1.1,3,4,3,H,F,Cym,2023-03-10,4-4-2,3-4-3,N,
