,Match Datetime,Match Type,Team name,scaled midfield,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,scaled_midfield
10,2023-09-15 20:00:00,Round 16 in Nations Cup,San Marino,11.150370763229683,9.75,12.5,10.75,12.25,13.5,13.0,13.5,8.0,5.75,(no tactic),0,9.25,100,2.0,3,5,2,A,Zambia,3.75,21.5,19.75,21.25,3.5,6.5,14.0,9.5,7.0,Counter-attacks,16,6.25,-100,0.7,5,4,1,H,CC,Zam,2023-09-15,3-5-2,5-4-1,N,11.150370763229683
11,2023-09-08 20:00:00,Round 15 in Nations Cup,San Marino,8.114940734068021,6.0,14.5,15.25,14.75,10.25,10.25,10.0,8.25,6.0,Counter-attacks,14,8.75,0,0.8,4,4,2,H,Haiti,11.5,14.0,13.25,15.0,18.25,10.5,6.0,9.0,7.5,(no tactic),0,10.75,10,2.3,3,5,2,A,CC,Hai,2023-09-08,4-4-2,3-5-2,CA,8.114940734068021
12,2023-09-01 20:00:00,Round 14 in Nations Cup,San Marino,14.520236050729478,15.25,13.75,13.25,12.25,10.75,11.75,11.25,9.0,7.25,Play creatively,18,9.75,0,2.6,3,5,2,A,Guam,11.25,16.0,15.5,12.25,21.5,13.25,11.25,9.5,7.0,(no tactic),0,12.75,50,1.8,2,5,3,H,CC,Gua,2023-09-01,3-5-2,2-5-3,PC,14.520236050729478
13,2023-08-25 20:00:00,Round 13 in Nations Cup,San Marino,14.959541184488126,11.75,15.25,14.75,13.25,10.0,10.5,9.25,9.0,7.25,Play creatively,18,10.25,-100,1.0,3,5,2,A,Ītyōṗṗyā,6.75,23.25,21.5,24.5,12.25,9.0,11.75,10.0,7.0,Counter-attacks,18,12.25,-100,1.7,5,3,2,H,CC,Īty,2023-08-25,3-5-2,5-3-2,PC,14.959541184488126
14,2023-08-18 20:00:00,Round 12 in Nations Cup,San Marino,9.057502876085305,6.75,22.25,22.5,23.5,3.5,3.75,12.0,10.0,6.75,Counter-attacks,18,8.75,-100,0.5,5,4,1,A,Honduras,10.5,14.75,13.25,13.75,15.75,16.5,16.75,10.75,8.25,(no tactic),0,16.25,100,1.6,3,4,3,H,CC,Hon,2023-08-18,5-4-1,3-4-3,CA,9.057502876085305
15,2023-08-11 20:00:00,Round 11 in Nations Cup,San Marino,16.005981732899453,14.5,8.0,10.0,10.75,10.5,16.25,14.75,8.0,6.5,(no tactic),0,10.0,100,1.7,2,5,3,A,Algérie,14.25,15.25,18.0,16.75,8.75,11.75,13.5,10.25,7.5,(no tactic),0,12.0,0,2.7,3,5,2,H,CC,Alg,2023-08-11,2-5-3,3-5-2,N,16.005981732899453
16,2023-08-04 20:00:00,Round 10 in Nations Cup,San Marino,13.659985971648497,12.25,13.5,12.5,11.5,11.0,11.25,10.0,9.0,7.25,Play creatively,19,9.75,0,2.5,3,5,2,H,Myanmar,10.0,11.5,14.0,18.25,8.5,8.5,18.25,8.0,5.25,(no tactic),0,7.0,0,1.2,3,5,2,A,CC,Mya,2023-08-04,3-5-2,3-5-2,PC,13.659985971648497
17,2023-07-28 20:00:00,Round 9 in Nations Cup,San Marino,12.637252540173296,11.5,14.75,14.5,14.75,9.5,10.25,9.5,8.75,6.75,Play creatively,19,9.5,-100,0.9,3,5,2,A,Saint Vincent and the Grenadines,5.5,23.5,25.0,23.5,4.25,8.5,16.25,10.5,6.25,Counter-attacks,19,10.0,-100,1.0,5,3,2,H,CC,Sai,2023-07-28,3-5-2,5-3-2,PC,12.637252540173296
18,2023-07-21 20:00:00,Round 8 in Nations Cup,San Marino,5.270564011624257,4.75,24.25,26.0,23.75,7.0,7.75,7.0,11.5,8.0,Counter-attacks,18,8.75,-100,0.7,5,3,2,H,Madagasikara,5.25,14.25,13.25,18.75,15.0,7.0,15.5,9.25,7.0,Counter-attacks,16,7.5,-50,0.8,4,4,2,A,CC,Mad,2023-07-21,5-3-2,4-4-2,CA,5.270564011624257
19,2023-07-14 20:00:00,Round 7 in Nations Cup,San Marino,8.801525987053337,6.25,24.5,24.25,23.75,4.0,3.75,12.75,11.0,7.25,Counter-attacks,19,9.0,-100,0.4,5,4,1,A,Tounes,11.25,15.5,15.75,16.5,16.0,12.5,10.75,10.5,7.25,(no tactic),0,13.25,60,1.3,3,5,2,H,CC,Tou,2023-07-14,5-4-1,3-5-2,CA,8.801525987053337
20,2023-07-07 20:00:00,Round 6 in Nations Cup,San Marino,12.734046585272425,13.0,12.75,14.0,15.0,9.75,12.0,12.5,8.75,6.75,(no tactic),0,9.75,0,1.3,3,5,2,H,Northern Ireland,12.25,17.25,17.0,16.25,14.75,14.0,8.5,10.5,8.0,(no tactic),0,13.0,30,2.0,3,4,3,A,CC,Nor,2023-07-07,3-5-2,3-4-3,N,12.734046585272425
21,2023-06-30 20:00:00,Round 5 in Nations Cup,San Marino,12.542715828048362,10.5,20.0,21.75,19.0,4.75,6.25,7.0,10.0,6.75,(no tactic),0,9.25,-100,0.5,4,5,1,H,Panama,12.5,14.5,11.25,13.25,18.75,10.25,16.75,11.0,8.5,Attack on wings,23,14.0,100,1.8,3,5,2,A,CC,Pan,2023-06-30,4-5-1,3-5-2,N,12.542715828048362
22,2023-06-23 20:00:00,Round 4 in Nations Cup,San Marino,15.31864890290719,12.75,12.75,15.0,14.75,11.0,13.0,11.75,8.75,6.75,(no tactic),0,9.75,0,2.7,3,5,2,A,Al Yaman,11.0,13.25,13.25,13.25,13.75,15.25,14.5,10.25,7.75,(no tactic),0,12.5,100,2.3,3,5,2,H,CC,Al ,2023-06-23,3-5-2,3-5-2,N,15.31864890290719
23,2023-06-16 20:00:00,Round 3 in Nations Cup,San Marino,9.19836428206125,6.25,23.75,24.0,24.5,14.25,4.0,4.5,11.0,7.5,Counter-attacks,18,9.0,-100,1.0,5,4,1,A,Ísland,10.5,14.5,11.5,12.75,20.5,19.0,17.75,10.25,8.75,(no tactic),0,12.25,80,2.5,3,4,3,H,CC,Ísl,2023-06-16,5-4-1,3-4-3,CA,9.19836428206125
24,2023-06-09 20:00:00,Round 2 in Nations Cup,San Marino,12.495079214481578,12.0,15.25,15.75,16.75,9.25,9.25,9.75,9.0,6.75,Play creatively,19,9.75,0,2.0,3,5,2,H,Zambia,9.5,15.0,14.5,14.25,8.75,12.5,10.25,9.75,8.0,(no tactic),0,9.25,0,1.1,3,5,2,A,CC,Zam,2023-06-09,3-5-2,3-5-2,PC,12.495079214481578
25,2023-06-02 20:00:00,Round 1 in Nations Cup,San Marino,13.136740746611434,8.5,16.75,16.5,17.0,10.75,10.0,10.75,8.25,5.5,(no tactic),0,9.5,-100,0.7,3,5,2,A,Hrvatska,9.75,17.75,15.75,17.25,17.0,15.75,16.5,10.75,7.5,(no tactic),0,11.5,0,2.5,3,5,2,H,CC,Hrv,2023-06-02,3-5-2,3-5-2,N,13.136740746611434
26,2023-05-26 20:00:00,Friendly match,San Marino,,8.5,11.75,12.0,12.75,10.0,10.0,9.75,8.25,6.25,Play creatively,17,6.75,0,0.6,3,5,2,H,Guam,7.0,22.75,25.75,20.25,11.25,8.75,9.75,9.75,6.0,Counter-attacks,21,11.75,-100,2.5,5,3,2,A,F,Gua,2023-05-26,3-5-2,5-3-2,PC,
27,2023-05-19 20:00:00,Friendly match,San Marino,,7.25,13.25,11.75,12.25,9.25,10.0,11.5,7.75,6.5,(no tactic),0,7.0,0,0.8,4,4,2,H,Al Kuwayt,9.0,15.5,14.5,15.75,15.5,13.25,16.0,10.25,8.5,(no tactic),0,14.5,100,4.2,3,4,3,A,F,Al ,2023-05-19,4-4-2,3-4-3,N,
28,2023-05-12 20:00:00,Round 10 in Europe Cup,San Marino,12.594339747261692,16.0,15.75,14.0,14.0,6.75,10.5,10.5,8.75,7.25,Play creatively,18,9.0,-100,0.9,3,5,2,H,Portugal,8.5,20.25,23.25,20.5,14.75,13.75,15.25,13.0,10.0,Counter-attacks,22,11.5,0,2.6,5,3,2,A,CC,Por,2023-05-12,3-5-2,5-3-2,PC,12.594339747261692
29,2023-05-05 20:00:00,Round 9 in Europe Cup,San Marino,13.387927682844097,10.75,13.25,13.25,13.0,11.0,10.25,10.25,9.5,7.25,Play creatively,18,8.25,30,1.3,3,5,2,A,Malta,13.0,15.0,16.0,16.75,15.25,14.75,14.0,11.75,9.0,(no tactic),0,15.0,30,3.9,3,5,2,H,CC,Mal,2023-05-05,3-5-2,3-5-2,PC,13.387927682844097
30,2023-04-28 20:00:00,Round 8 in Europe Cup,San Marino,12.698194323484422,11.75,17.75,21.0,18.5,4.5,5.5,4.25,9.5,6.0,Pressing,9,8.0,-100,0.3,4,5,1,H,Norge,13.75,14.0,14.75,16.0,15.0,17.25,15.5,11.5,9.25,(no tactic),0,14.0,50,1.7,3,5,2,A,CC,Nor,2023-04-28,4-5-1,3-5-2,Pr,12.698194323484422
31,2023-04-21 20:00:00,Round 7 in Europe Cup,San Marino,12.587588432434485,14.25,13.75,15.75,16.0,9.5,8.0,9.75,9.25,6.5,Play creatively,17,8.25,0,1.6,3,5,2,H,Shqiperia,13.25,15.5,17.5,17.5,10.75,13.0,12.25,11.0,8.5,(no tactic),0,15.75,-50,1.8,3,5,2,A,CC,Shq,2023-04-21,3-5-2,3-5-2,PC,12.587588432434485
32,2023-04-14 20:00:00,Round 6 in Europe Cup,San Marino,14.407611090940355,11.75,18.5,21.5,18.75,4.5,5.75,4.25,9.25,6.0,Pressing,10,7.75,-100,0.4,4,5,1,A,Rossiya,12.25,14.75,13.75,15.75,21.25,16.25,21.5,9.75,6.5,(no tactic),0,14.75,100,2.1,3,4,3,H,CC,Ros,2023-04-14,4-5-1,3-4-3,Pr,14.407611090940355
33,2023-04-07 20:00:00,Round 5 in Europe Cup,San Marino,7.17012493281688,5.75,22.75,24.75,24.5,12.75,3.75,5.0,10.0,6.0,Counter-attacks,18,8.0,-100,0.4,5,4,1,A,Portugal,14.5,13.0,14.75,16.0,15.25,19.5,17.5,11.25,9.5,(no tactic),0,11.5,80,2.4,3,4,3,H,CC,Por,2023-04-07,5-4-1,3-4-3,CA,7.17012493281688
34,2023-04-03 20:00:00,Round 4 in Europe Cup,San Marino,12.423917145353801,14.25,13.75,13.5,14.0,11.5,10.75,11.5,8.25,5.75,Play creatively,18,9.0,0,1.3,3,5,2,H,Malta,14.5,18.25,17.75,18.25,11.5,12.75,13.75,12.25,8.75,(no tactic),0,12.0,30,2.7,3,5,2,A,CC,Mal,2023-04-03,3-5-2,3-5-2,PC,12.423917145353801
35,2023-03-31 20:00:00,Round 3 in Europe Cup,San Marino,8.76974928448156,6.75,24.75,25.0,23.5,5.0,3.75,12.0,10.0,6.25,Counter-attacks,20,7.75,-100,0.8,5,4,1,A,Norge,14.25,14.0,12.25,14.0,16.25,15.5,15.75,11.25,8.75,Play creatively,23,14.0,100,2.9,2,5,3,H,CC,Nor,2023-03-31,5-4-1,2-5-3,CA,8.76974928448156
36,2023-03-27 20:00:00,Round 2 in Europe Cup,San Marino,9.151629259290088,6.5,23.25,23.25,22.0,5.25,4.0,12.5,10.0,6.25,Play creatively,17,7.5,-100,0.6,5,4,1,A,Shqiperia,10.0,16.75,14.0,16.75,16.75,10.75,16.75,11.0,8.5,Attack on wings,22,15.0,30,2.0,3,5,2,H,CC,Shq,2023-03-27,5-4-1,3-5-2,PC,9.151629259290088
37,2023-03-24 20:00:00,Round 1 in Europe Cup,San Marino,12.56849029611567,9.75,17.25,16.5,15.0,6.5,10.5,10.25,8.75,7.0,(no tactic),0,8.25,-100,0.8,3,5,2,H,Rossiya,9.25,19.0,18.75,18.25,14.0,11.25,18.0,10.0,6.0,Counter-attacks,19,14.0,0,2.1,4,4,2,A,CC,Ros,2023-03-24,3-5-2,4-4-2,N,12.56849029611567
38,2023-03-17 20:00:00,Friendly match,San Marino,,9.0,12.5,10.25,11.75,9.75,10.25,11.0,7.75,6.75,(no tactic),0,6.5,0,2.6,3,5,2,A,Botswana,5.75,13.5,13.0,14.0,9.25,9.25,9.5,7.75,6.25,(no tactic),0,4.75,-100,0.6,3,5,2,H,F,Bot,2023-03-17,3-5-2,3-5-2,N,
39,2023-03-10 20:00:00,Friendly match,San Marino,,7.25,16.75,20.75,15.0,7.25,4.75,8.5,9.0,4.75,Counter-attacks,17,6.25,-100,0.4,5,4,1,A,Bangladesh,8.0,18.0,20.25,18.25,11.5,12.0,12.25,10.5,8.5,Counter-attacks,16,10.0,-80,1.5,4,4,2,H,F,Ban,2023-03-10,5-4-1,4-4-2,CA,
