,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield
10,2025-02-14 23:30:00+01:00,90,America Cup,6.876035284525551,15.152067281321218,16.197037438653716,16.197037438653716,Colombia,16.5,18.0,17.5,17.75,14.5,15.5,15.5,9.75,12.25,Normal,0,0,3-5-2,3,5,2,3,0,15,ZQEHEQQQUUQEQQ,H,Bolivia,13.5,21.25,23.25,20.75,13.25,14.0,11.5,10.25,12.75,Counter-attacks,17,0,4-4-2,4,4,2,1,-10,16,ZHUEQZUTQEQQQE,A,Bol,2025-02-14,N,CC,6.876035284525551
11,2025-02-07 23:30:00+01:00,90,America Cup,6.658980539813312,13.066033352623995,12.572975490260827,12.572975490260827,Colombia,11.5,21.0,24.75,21.5,13.25,12.75,12.75,9.5,12.5,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,14,ZHHEQQQQEUQEQQ,A,Jamaica,7.5,25.25,24.75,26.5,15.25,6.0,13.0,9.25,12.75,Counter-attacks,22,0,5-3-2,5,3,2,3,-1,13,ZQHQQUQEHEQQEH,H,Jam,2025-02-07,CA,CC,6.658980539813312
12,2025-02-03 23:30:00+01:00,90,America Cup,7.1046457562740635,16.358653828139975,16.839790705438208,17.08035914408733,Colombia,14.25,16.75,15.0,16.75,17.0,17.5,17.75,10.25,12.5,Normal,0,0,3-5-2,3,5,2,1,2,16,ZHEQEQQQUUQEQQ,H,Nicaragua,13.75,17.25,18.5,21.0,7.0,9.25,15.5,9.25,11.25,Normal,0,0,2-5-3,2,5,3,2,5,14,ZEEHEQQHHZTUWQ,A,Nic,2025-02-03,N,CC,7.1046457562740635
13,2025-01-31 23:30:00+01:00,90,America Cup,8.35193700986594,12.28558428980557,13.037762919793666,12.28558428980557,Colombia,13.0,20.25,19.5,20.25,12.25,13.0,12.25,10.0,12.5,Normal,0,0,3-5-2,3,5,2,3,-10,16,ZQEQEHQUQUQQEQ,A,PerÃº,13.0,16.0,14.25,16.5,15.75,19.75,16.5,9.5,11.25,Normal,0,0,3-4-3,3,4,3,0,0,12,ZUEQEHQHEHUQUP,H,Per,2025-01-31,N,CC,8.35193700986594
14,2025-01-27 23:30:00+01:00,90,America Cup,6.453730450996793,17.247114810059742,17.99698936701886,17.49707299571278,Colombia,11.0,17.0,16.25,17.25,17.25,18.0,17.5,9.75,12.0,Normal,0,0,3-5-2,3,5,2,3,0,16,ZHEHEQQHQUUQEQ,H,Belize,9.0,23.75,25.75,22.0,10.25,11.0,13.0,7.5,10.75,Counter-attacks,18,0,4-4-2,4,4,2,3,-10,14,ZZZEQZUEpUQQEQ,A,Bel,2025-01-27,N,CC,6.453730450996793
15,2025-01-24 23:30:00+01:00,90,America Cup,7.600594478304291,9.185087412969715,6.3785329256734125,14.287913753508445,Colombia,9.75,21.75,26.5,22.25,9.0,6.25,14.0,8.75,12.5,Pressing,14,0,4-5-1,4,5,1,1,-10,15,ZHHEPQQQpUUEEQ,A,Bolivia,11.25,17.5,17.5,17.5,14.0,16.0,13.75,10.0,12.75,Normal,0,0,3-5-2,3,5,2,0,-1,14,ZHEUEHUQHHUEQP,H,Bol,2025-01-24,Pr,CC,7.600594478304291
16,2025-01-17 20:00:00+01:00,90,Friendly,,,,,Colombia,5.5,13.0,11.25,12.25,7.0,12.0,9.5,7.25,7.75,Normal,0,0,2-5-3,2,5,3,1,-10,7,ZPEEEUZUHHQQQU,H,Pakistan,5.75,20.0,21.25,18.75,9.5,7.5,9.0,6.5,10.25,Normal,0,0,4-5-1,4,5,1,0,-10,10,ZUZEPHQPHHQEQE,A,Pak,2025-01-17,N,F,
17,2025-01-10 20:00:00+01:00,90,Friendly,,,,,Colombia,7.75,13.0,12.75,12.5,8.25,5.75,9.5,7.0,8.0,Normal,0,0,5-4-1,5,4,1,0,-10,9,SHQHZQUHEQQEHE,H,Sverige,6.75,18.5,20.0,15.75,16.0,8.75,14.25,6.25,10.5,Normal,0,0,4-4-2,4,4,2,0,0,10,ZUUEUQHQEQQTEH,A,Sve,2025-01-10,N,F,
18,2025-01-03 20:00:00+01:00,88,Friendly,,,,,Colombia,4.75,5.75,8.25,8.0,8.25,9.0,9.5,8.0,6.75,Normal,0,0,5-3-2,5,3,2,1,0,8,QQQUHQUEEZQUEU,A,Ecuador,10.25,11.25,14.25,9.75,7.0,6.25,9.5,6.5,8.75,Normal,0,0,4-5-1,4,5,1,3,0,9,ZQQHUETUPHQEHE,H,Ecu,2025-01-03,N,F,
19,2024-12-27 20:00:00+01:00,88,Friendly,,,,,Colombia,8.5,14.75,13.25,14.75,9.75,8.75,10.5,7.25,9.0,Normal,0,0,3-4-3,3,4,3,1,-10,10,SHEHEQUHEQQHQQ,A,Pilipinas,8.25,11.25,15.5,14.5,8.75,6.0,5.0,8.25,10.25,Normal,0,0,4-5-1,4,5,1,1,0,10,ZTQEPQQQQQHEUE,H,Pil,2024-12-27,N,F,
20,2024-12-20 20:00:00+01:00,88,Friendly,,,,,Colombia,5.0,6.25,9.0,8.25,6.0,5.0,6.5,8.25,6.75,Normal,0,0,4-5-1,4,5,1,0,0,8,QQQEHQUUUZQUEE,A,Suriname,6.5,22.75,23.0,23.0,9.25,4.25,10.75,7.25,11.25,Counter-attacks,19,0,5-4-1,5,4,1,4,-10,9,PQTHPZHQUEHEEU,H,Sur,2024-12-20,N,F,
21,2024-12-13 20:00:00+01:00,88,Friendly,,,,,Colombia,7.5,17.0,18.0,20.25,6.5,7.5,15.0,7.5,8.75,Normal,0,0,5-4-1,5,4,1,0,-10,10,SHHHQQUEHQQEZE,H,Kenya,9.5,24.0,23.75,25.5,12.25,7.0,4.5,6.0,10.75,Normal,0,0,4-5-1,4,5,1,2,-10,8,ZTTEHTQZpUQWEE,A,Ken,2024-12-13,N,F,
22,2024-12-06 20:00:00+01:00,88,Friendly,,,,,Colombia,3.75,6.0,9.25,7.25,4.5,4.5,6.5,8.0,6.25,Normal,0,0,5-3-2,5,3,2,0,0,8,QQUQHQUEUEQEUZ,H,Chinese Taipei,8.75,10.75,14.75,9.0,6.75,9.5,4.5,7.0,5.75,Normal,0,0,4-3-3,4,3,3,5,-10,8,UQQEQUZQEQEHHH,A,Chi,2024-12-06,N,F,
23,2024-11-29 20:00:00+01:00,88,Friendly,,,,,Colombia,8.75,9.0,11.5,10.75,5.25,7.75,5.75,6.75,8.0,Normal,0,0,5-4-1,5,4,1,0,0,8,THQQHQHUEUQEQE,H,China,10.5,21.0,22.0,13.75,11.75,11.5,9.25,7.5,10.5,Normal,0,0,3-5-2,3,5,2,4,0,11,ZHTEUEQQTQQWHE,A,Chi,2024-11-29,N,F,
24,2024-11-22 20:00:00+01:00,88,Friendly,,,,,Colombia,8.25,6.25,8.0,7.25,8.5,7.75,5.0,7.75,7.25,Normal,0,0,4-5-1,4,5,1,2,0,9,QQUEUPQQQHZEHE,H,Al Urdun,7.5,15.0,16.25,17.75,9.25,9.0,9.75,8.5,10.5,Normal,0,0,4-5-1,4,5,1,2,0,9,ZSPEHZQHZQHUEE,A,Al ,2024-11-22,N,F,
25,2024-11-15 20:00:00+01:00,88,Friendly,,,,,Colombia,8.25,15.75,19.0,14.0,6.0,5.5,5.0,7.75,10.0,Normal,0,0,4-5-1,4,5,1,0,0,9,ZQUEQUPQHQHEHE,H,BÃ©nin,5.75,23.75,21.75,21.75,10.25,6.25,10.75,7.0,10.25,Counter-attacks,21,0,5-3-2,5,3,2,3,-9,10,ZUPUQHQTEEUQEP,A,BÃ©n,2024-11-15,N,F,
26,2024-11-08 20:00:00+01:00,88,Friendly,,,,,Colombia,7.75,18.5,20.5,17.0,7.5,8.25,10.0,7.25,10.25,Counter-attacks,20,0,5-4-1,5,4,1,1,0,9,ZHQQQQQQEUQEZE,A,Kazakhstan,9.75,15.25,16.75,16.5,11.5,11.5,12.75,7.25,9.75,Normal,0,0,4-4-2,4,4,2,0,10,12,ZTQEPQHHEQHQEQ,H,Kaz,2024-11-08,CA,F,
27,2024-11-01 20:00:00+01:00,88,Friendly,,,,,Colombia,7.25,15.75,17.25,14.75,5.25,7.75,8.75,8.0,10.0,Normal,0,0,5-4-1,5,4,1,0,0,9,ZHQHQQQQEUUEPE,H,Madagasikara,8.0,18.0,21.75,19.0,8.75,7.75,9.0,7.25,10.5,Counter-attacks,17,0,4-5-1,4,5,1,1,0,10,UZTEZQQpZTUEWE,A,Mad,2024-11-01,N,F,
28,2024-10-25 20:00:00+02:00,88,Friendly,,,,,Colombia,6.75,13.75,17.5,13.75,8.0,8.5,8.25,6.5,10.0,Normal,0,0,2-5-3,2,5,3,0,0,9,ZHEEEHQHQUQUQQ,H,Northern Ireland,6.5,23.0,27.0,22.0,9.0,7.25,9.75,7.25,11.25,Counter-attacks,28,0,5-4-1,5,4,1,1,-10,8,ZUPHUZQZEQQEQE,A,Nor,2024-10-25,N,F,
29,2024-10-18 20:00:00+02:00,88,World Cup,7.546887755422716,16.661366359955174,17.963035606826672,16.921700209329472,Colombia,14.5,16.25,14.0,16.0,16.0,17.25,16.25,10.0,11.25,Normal,0,0,3-5-2,3,5,2,2,0,16,ZQEUEQQUUHUEQQ,A,Iran,8.25,23.5,28.5,23.75,12.0,10.5,12.5,9.5,12.75,Counter-attacks,24,0,5-3-2,5,3,2,2,-10,14,ZQHHPUHEHEQUEQ,H,Ira,2024-10-18,N,WC1,7.546887755422716
30,2024-10-11 20:00:00+02:00,88,World Cup,6.096948853386747,18.05978227747506,21.24680267938242,18.590952344459616,Colombia,13.25,14.0,11.0,14.0,17.0,20.0,17.5,10.25,11.0,Normal,0,0,3-4-3,3,4,3,3,0,15,ZQEUEQQUEUUUQQ,H,Prathet Thai,9.25,19.5,19.5,20.0,9.25,6.25,17.5,7.75,12.0,Pressing,12,0,4-5-1,4,5,1,2,0,14,ZPQEUQQHZHUEEH,A,Pra,2024-10-11,N,WC1,6.096948853386747
31,2024-10-04 20:00:00+02:00,88,World Cup,6.224600722988439,14.187971494471944,12.41447505766295,13.934614860642085,Colombia,12.0,20.0,23.25,20.75,14.0,12.25,13.75,8.75,11.5,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,14,ZQQEUQUUEpUUQE,A,Eesti,18.25,18.75,18.25,18.75,12.5,13.5,12.75,8.0,11.0,Normal,0,0,3-5-2,3,5,2,3,0,13,ZUEHEUHZQZQEQP,H,Ees,2024-10-04,CA,WC1,6.224600722988439
32,2024-09-27 20:00:00+02:00,88,World Cup,6.74328123902468,15.923058021852114,18.95602145458585,16.428551927307737,Colombia,12.75,16.25,14.75,15.75,15.75,18.75,16.25,10.5,11.75,Normal,0,0,3-4-3,3,4,3,1,0,15,ZQEUEQQUEHUUPQ,H,SÃ£o TomÃ© e PrÃ­ncipe,12.75,20.75,20.5,20.0,10.25,11.75,11.75,8.5,11.25,Normal,0,0,3-5-2,3,5,2,1,-10,14,ZUEHEQZQUHQWUE,A,SÃ£o,2024-09-27,N,WC1,6.74328123902468
33,2024-09-20 20:00:00+02:00,88,World Cup,6.578303089944453,14.108658026689879,13.35283706097435,14.108658026689879,Colombia,9.75,21.0,22.75,21.25,14.0,13.25,14.0,10.25,12.5,Counter-attacks,19,0,4-4-2,4,4,2,2,-10,16,ZQQEUQQUEUQEQU,A,Ukraina,12.0,17.75,17.0,17.5,18.75,18.75,9.25,8.25,10.5,Normal,0,0,3-4-3,3,4,3,2,0,13,ZPEZETQZHZEHPQ,H,Ukr,2024-09-20,CA,WC1,6.578303089944453
34,2024-09-13 20:00:00+02:00,88,World Cup,7.477159690021474,14.412745750611021,15.69959804977272,14.155375290778682,Colombia,16.75,17.5,17.25,17.5,14.0,15.25,13.75,10.5,12.0,Normal,0,0,3-5-2,3,5,2,3,0,15,ZQEQEQQUUHUEQQ,H,Iran,9.5,20.0,22.0,20.0,14.25,14.0,14.25,9.0,11.75,Counter-attacks,20,0,4-4-2,4,4,2,1,-4,11,ZHQEHUHHEHHUEQ,A,Ira,2024-09-13,N,WC1,7.477159690021474
35,2024-09-06 20:00:00+02:00,88,World Cup,7.12897116812024,11.623068303749301,11.106487490249332,11.881358710499285,Colombia,10.5,21.25,25.75,22.25,11.25,10.75,11.5,9.75,12.75,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,16,ZQQEQQQUEHQQQE,A,Prathet Thai,15.75,17.0,16.75,17.5,14.75,14.75,13.75,8.75,11.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZPEZEQUHHHQHEU,H,Pra,2024-09-06,CA,WC1,7.12897116812024
36,2024-08-30 20:00:00+02:00,88,World Cup,7.647566722633817,13.304653610870359,14.5839472273002,11.257783824582612,Colombia,17.0,18.25,18.5,16.75,13.0,14.25,11.0,9.75,11.5,Normal,0,0,3-5-2,3,5,2,2,-5,16,ZQEQEQUHUUQQQE,H,Eesti,16.0,16.5,15.75,15.0,13.25,14.5,12.5,8.0,10.5,Normal,0,0,3-5-2,3,5,2,3,0,12,ZUEHEUQZQZHWQE,A,Ees,2024-08-30,N,WC1,7.647566722633817
37,2024-08-26 20:00:00+02:00,88,World Cup,6.6823919879032925,13.933681063039293,12.955878883176887,14.667032697936097,Colombia,9.5,21.75,23.75,21.75,14.25,13.25,15.0,9.25,11.5,Counter-attacks,19,0,4-4-2,4,4,2,0,-10,15,ZQUEQQQUEHUEQQ,A,SÃ£o TomÃ© e PrÃ­ncipe,13.25,18.25,17.75,18.25,11.5,13.0,12.5,8.5,11.25,Normal,0,0,3-5-2,3,5,2,2,0,14,ZUEUEUZHQHQPQE,H,SÃ£o,2024-08-26,CA,WC1,6.6823919879032925
38,2024-08-23 20:00:00+02:00,88,World Cup,7.477399445868747,15.956616319894179,17.203226969885915,15.707294189895833,Colombia,11.5,17.5,17.0,17.25,16.0,17.25,15.75,9.5,11.0,Normal,0,0,3-5-2,3,5,2,1,0,15,ZQEUEQUHUUQQQE,H,Ukraina,10.5,18.25,18.75,18.5,13.5,14.0,14.25,9.0,11.75,Normal,0,0,3-5-2,3,5,2,0,-1,10,ZQEZETQZHQQQET,A,Ukr,2024-08-23,N,WC1,7.477399445868747
39,2024-08-16 20:00:00+02:00,88,Friendly,,,,,Colombia,3.75,5.75,6.25,6.5,10.5,5.25,8.25,8.5,8.75,Attack in the middle,18,0,3-4-3,3,4,3,1,10,8,QUEQEUQZEZZZQH,A,Hanguk,9.0,21.25,22.5,21.25,8.0,9.0,8.25,8.75,12.25,Normal,0,0,3-5-2,3,5,2,8,5,13,ZTEQEQUHSZQUEP,H,Han,2024-08-16,AIM,F,
40,2024-08-09 23:30:00+02:00,88,America Cup,7.389494955182744,13.956443236287079,15.640841557907933,14.437699899607324,Colombia,16.0,17.0,16.0,17.0,14.5,16.25,15.0,8.5,10.75,Normal,0,0,3-5-2,3,5,2,1,-4,15,ZUEQEUUUUHUPEQ,N,Bolivia,16.0,16.75,16.25,13.75,14.25,16.5,12.75,8.25,11.25,Normal,0,0,3-5-2,3,5,2,2,0,16,ZHEHEQUHHUUEWU,A,Bol,2024-08-09,N,CCQF,7.389494955182744
41,2024-08-02 23:30:00+02:00,88,America Cup,6.894230630357334,13.614684439603165,13.85780380459608,14.100923169588993,Colombia,13.25,20.25,20.25,20.5,14.0,14.25,14.5,8.25,11.25,Normal,0,0,3-5-2,3,5,2,1,-8,15,ZQEQEUUUUZUPEU,H,Nicaragua,7.25,22.25,25.25,25.5,6.5,13.25,16.0,8.75,11.75,Counter-attacks,23,0,5-3-2,5,3,2,0,-10,13,ZHHPQUEEHUUEWQ,A,Nic,2024-08-02,N,CC,6.894230630357334
42,2024-07-26 23:30:00+02:00,88,America Cup,8.444715634747043,14.02308602033802,15.007162232291567,14.02308602033802,Colombia,13.0,17.5,16.75,17.25,14.25,15.25,14.25,9.5,11.75,Normal,0,0,3-5-2,3,5,2,1,0,14,ZQEQEUUUUHUWEU,A,CuraÃ§ao,6.0,19.0,23.25,20.0,13.25,6.75,17.75,8.25,11.25,Counter-attacks,23,0,5-3-2,5,3,2,0,-10,13,ZTUPUUUEEQQUEQ,H,Cur,2024-07-26,N,CC,8.444715634747043
43,2024-07-19 23:30:00+02:00,88,America Cup,7.152665682188974,15.108831141932466,15.60420265478271,15.356516898357588,Colombia,16.75,17.75,17.25,17.5,15.25,15.75,15.5,9.5,11.5,Normal,0,0,3-5-2,3,5,2,2,0,15,ZQEQEUUHHHUQEP,H,USA,10.0,22.5,23.5,21.25,14.75,13.75,10.75,9.0,11.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,12,UQPEUUQTEQUQEQ,A,USA,2024-07-19,N,CC,7.152665682188974
44,2024-07-12 23:30:00+02:00,88,America Cup,7.984243333359937,18.161909852939917,18.898203495626674,18.652772281397755,Colombia,13.0,11.75,12.25,14.25,18.5,19.25,19.0,10.25,11.5,Play creatively,26,0,3-5-2,3,5,2,0,10,13,ZUEQEUQHUHUEQQ,A,Haiti,14.0,22.75,26.0,22.25,2.75,2.25,3.25,4.75,11.0,Pressing,16,0,5-5-0,5,5,0,0,-10,12,ZQHPPQHPpHQEEE,H,Hai,2024-07-12,PC,CC,7.984243333359937
45,2024-07-05 23:30:00+02:00,88,America Cup,7.570745527020103,14.543600552462058,15.49727927721367,13.589921827710448,Colombia,14.5,18.25,17.25,17.75,15.25,16.25,14.25,9.5,11.5,Normal,0,0,3-5-2,3,5,2,2,-5,14,ZUEHEUUHUHUQEQ,H,Brasil,15.25,19.75,21.25,19.25,12.75,13.0,7.5,9.5,12.25,Normal,0,0,3-5-2,3,5,2,3,-3,14,ZQEHEQUUZHHEZW,A,Bra,2024-07-05,N,CC,7.570745527020103
46,2024-06-28 23:30:00+02:00,88,America Cup,7.7776892705019485,13.162002432646903,15.39705944951147,13.907021438268425,Colombia,16.0,19.5,19.0,19.25,13.25,15.5,14.0,9.25,11.5,Normal,0,0,3-5-2,3,5,2,4,-1,13,ZUEHEQQHUHUEQQ,A,Nicaragua,14.25,17.75,17.75,18.0,14.0,14.25,12.5,8.5,11.0,Normal,0,0,3-5-2,3,5,2,0,-2,12,ZQEHEUUHHZHUPE,H,Nic,2024-06-28,N,CC,7.7776892705019485
47,2024-06-24 23:30:00+02:00,88,America Cup,6.107502492235598,16.788533671419728,18.07995933845202,17.563389071639104,Colombia,12.25,16.0,13.5,16.25,16.25,17.5,17.0,10.0,11.5,Normal,0,0,3-5-2,3,5,2,3,5,14,ZUEHEUQHUHUEQQ,H,CuraÃ§ao,5.5,24.25,25.5,22.75,15.0,6.5,13.75,7.75,11.5,Counter-attacks,22,0,5-3-2,5,3,2,0,-10,14,ZUTPUPQEpEUQEQ,A,Cur,2024-06-24,N,CC,6.107502492235598
48,2024-06-21 23:30:00+02:00,88,America Cup,6.58518110393276,8.436251476536665,14.221109631876093,15.185252657765997,Colombia,10.25,22.0,24.25,22.25,8.75,14.75,15.75,8.75,11.75,Counter-attacks,17,0,4-4-2,4,4,2,0,-10,13,ZHHEHUHEHUUEQQ,A,USA,15.25,19.0,19.25,18.75,15.0,16.0,14.25,8.75,11.25,Normal,0,0,3-4-3,3,4,3,3,-2,15,UQEUEUUQEQUQPQ,H,USA,2024-06-21,CA,CC,6.58518110393276
49,2024-06-17 23:30:00+02:00,88,America Cup,6.600406143064903,19.44276328779624,22.43395763976489,19.193497091798854,Colombia,11.25,13.25,10.0,13.0,19.5,22.5,19.25,10.25,10.75,Normal,0,0,2-5-3,2,5,3,4,10,14,ZUEEEUUHHUQQQU,H,Haiti,6.0,21.25,22.75,18.75,17.5,8.0,5.5,6.5,10.25,Counter-attacks,24,0,5-3-2,5,3,2,1,-10,12,ZZHQHTQQHEEHTE,A,Hai,2024-06-17,N,CC,6.600406143064903
50,2024-06-14 23:30:00+02:00,88,America Cup,8.185255592020006,11.991641900266016,12.757065851346825,11.991641900266016,Colombia,10.5,20.5,20.25,20.0,11.75,12.5,11.75,9.5,11.75,Normal,0,0,3-5-2,3,5,2,3,-10,14,ZUEHEUQHHUUEQQ,A,Brasil,11.25,15.75,15.0,13.75,18.25,20.0,14.5,9.25,11.0,Normal,0,0,3-4-3,3,4,3,1,2,13,ZHEQEQUEZUQZQP,H,Bra,2024-06-14,N,CC,8.185255592020006
51,2024-06-07 20:00:00+02:00,88,Friendly,,,,,Colombia,4.25,12.5,13.75,13.0,11.75,10.0,12.25,6.5,9.5,Normal,0,0,3-4-3,3,4,3,0,0,9,ZUEQEQQQEQQUQH,H,Nigeria,6.25,14.75,14.25,16.25,9.0,6.5,8.75,7.0,10.75,Normal,0,0,4-3-3,4,3,3,1,0,11,UHQEQUUEZEQQTQ,A,Nig,2024-06-07,N,F,
52,2024-05-31 20:00:00+02:00,88,Friendly,,,,,Colombia,6.0,20.5,21.25,17.5,10.25,11.0,12.5,8.25,10.25,Long shots,11,0,4-4-2,4,4,2,5,0,9,ZUPPEHUEUTUUPE,H,Cymru,5.0,6.25,6.75,8.0,10.5,5.25,6.25,7.0,8.0,Normal,0,0,3-4-3,3,4,3,0,-7,9,QHQEEPQPZHEUUZ,A,Cym,2024-05-31,LS,F,
53,2024-05-24 20:00:00+02:00,86,Friendly,,,,,Colombia,6.5,5.5,8.0,7.75,7.0,9.0,9.75,8.5,7.0,Counter-attacks,11,0,3-5-2,3,5,2,1,-10,12,THEQEUQQUPHUEZ,A,Northern Ireland,7.75,28.75,30.5,27.75,11.75,6.0,5.25,7.75,12.5,Counter-attacks,17,0,4-5-1,4,5,1,6,-7,12,ZQZEUUUHHHUPEE,H,Nor,2024-05-24,CA,F,
