,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
0,2024-04-29 20:00:00,Match 2 in round IV of World Cup,Deutschland,12.098964710675864,16.715094396378042,14.143541412319882,15.68647320275478,10.25,22.0,22.75,22.0,16.25,13.75,15.25,12.25,9.5,Counter-attacks,19,15.25,-60,1.1,2,4,4,2,N,Espa̱a,10.25,22.0,22.25,21.5,14.0,14.75,15.75,12.75,10.25,Counter-attacks,20,18.75,-70,1.4,0,4,4,2,H,WC4,Esp,2024-04-29,4-4-2,4-4-2,CA,86,12.098964710675864
1,2024-04-26 20:00:00,Match 1 in round IV of World Cup,Deutschland,17.064837509978364,15.622263951413558,16.390572014597833,15.110058575957378,13.25,18.0,17.25,18.0,15.25,16.0,14.75,12.0,9.5,(no tactic),0,15.75,0,1.5,1,3,5,2,N,Canada,7.0,25.0,29.75,25.0,12.75,10.25,12.75,12.75,8.5,Counter-attacks,22,17.5,-100,0.8,1,5,3,2,A,WC4,Can,2024-04-26,3-5-2,5-3-2,N,86,17.064837509978364
2,2024-04-19 20:00:00,Match 3 in round III of World Cup,Deutschland,12.628903297912395,15.055441551990599,15.310618527448067,15.310618527448067,10.75,20.5,24.75,21.25,14.75,15.0,15.0,12.25,8.5,Counter-attacks,19,16.0,-40,2.5,2,4,4,2,N,Lubnan,14.25,14.5,14.75,15.25,10.5,11.75,11.25,9.25,6.5,(no tactic),0,12.0,0,0.6,0,3,5,2,A,WC3,Lub,2024-04-19,4-4-2,3-5-2,CA,86,12.628903297912395
3,2024-04-15 20:00:00,Match 2 in round III of World Cup,Deutschland,16.50178691452261,18.75810371956896,18.25112794336439,16.983688502852978,13.25,16.0,16.25,17.0,18.5,18.0,16.75,12.25,10.0,(no tactic),0,17.0,50,1.7,2,3,5,2,N,Iran,15.5,17.5,17.5,17.25,14.0,15.75,13.75,11.0,8.5,(no tactic),0,13.25,20,2.4,2,3,5,2,H,WC3,Ira,2024-04-15,3-5-2,3-5-2,N,86,16.50178691452261
4,2024-04-12 20:00:00,Match 1 in round III of World Cup,Deutschland,16.32970498867445,15.299131642647913,17.373590170464578,15.558438958624995,12.0,18.75,18.5,18.75,14.75,16.75,15.0,12.5,10.0,(no tactic),0,17.5,0,2.1,3,3,5,2,N,Schweiz,14.5,17.25,15.5,10.5,17.5,18.25,12.5,11.5,9.5,(no tactic),0,15.0,40,2.5,1,3,5,2,A,WC3,Sch,2024-04-12,3-5-2,3-5-2,N,86,16.32970498867445
5,2024-04-05 20:00:00,Match 6 in round II of World Cup,Deutschland,10.309438483262364,16.836320753071593,14.540458832198192,14.28536306321226,8.5,22.0,23.25,23.75,16.5,14.25,14.0,12.0,8.5,Counter-attacks,20,15.5,-100,1.1,2,4,3,3,A,Lubnan,12.75,20.75,21.75,19.5,7.5,8.0,9.0,11.5,7.25,Pressing,12,15.0,-100,0.3,0,4,5,1,H,WC2,Lub,2024-04-05,4-3-3,4-5-1,CA,86,10.309438483262364
6,2024-03-29 20:00:00,Match 5 in round II of World Cup,Deutschland,15.14002570549726,13.838081092554184,15.567841229123458,13.590972501615717,15.5,20.0,19.0,20.0,14.0,15.75,13.75,12.0,9.0,(no tactic),0,16.5,-100,1.8,1,3,5,2,A,C̫te d'Ivoire,18.0,15.75,15.25,16.0,14.5,14.75,15.25,12.25,9.25,(no tactic),0,16.25,70,1.7,2,3,5,2,H,WC2,C̫t,2024-03-29,3-5-2,3-5-2,N,86,15.14002570549726
7,2024-03-25 20:00:00,Match 4 in round II of World Cup,Deutschland,13.87032244840877,20.697874295222025,21.719991544368792,22.742108793515555,14.5,14.5,11.5,15.0,20.25,21.25,22.25,11.25,9.25,(no tactic),0,17.0,100,2.6,4,2,5,3,H,India,13.75,19.0,25.5,19.0,7.5,6.25,7.25,12.0,8.0,(no tactic),0,13.75,-100,0.7,1,4,5,1,A,WC2,Ind,2024-03-25,2-5-3,4-5-1,N,86,13.87032244840877
8,2024-03-22 20:00:00,Match 3 in round II of World Cup,Deutschland,16.259764750646557,14.750305607392056,21.87114279716753,23.905667708531954,13.5,10.5,12.75,14.5,14.5,21.5,23.5,11.25,9.25,(no tactic),0,16.5,100,2.0,2,2,5,3,A,India,10.75,21.75,25.0,23.25,3.5,5.25,13.75,12.75,8.75,Pressing,11,13.75,-100,0.5,2,4,5,1,H,WC2,Ind,2024-03-22,2-5-3,4-5-1,N,86,16.259764750646557
9,2024-03-18 20:00:00,Match 2 in round II of World Cup,Deutschland,12.778708241118029,22.039694972778044,20.483951798229004,19.706080210954486,11.75,16.0,13.75,15.75,21.25,19.75,19.0,11.5,9.25,(no tactic),0,15.25,100,2.9,4,3,4,3,H,C̫te d'Ivoire,11.0,20.0,20.25,20.0,13.25,12.75,11.5,12.5,9.5,(no tactic),0,15.5,-100,1.5,2,3,5,2,A,WC2,C̫t,2024-03-18,3-4-3,3-5-2,N,86,12.778708241118029
