,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,Orders,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,Orders_,HomeOrAway_,id,Opponent,Match Date,Tactic short,Match Type,scaled_midfield,T_C,Indiv Order
10,2025-08-22 20:00:00+02:00,92,Friendly,,,,,Ukraina,7.0,21.75,17.75,20.75,14.75,15.5,15.0,8.25,11.0,Counter-attacks,16,0,4-3-3,4,3,3,0,0,10,ZUQEPHUEHEUPTP,440020000,H,Viá»‡t Nam,10.75,18.75,21.5,19.0,11.75,8.25,9.0,7.5,11.5,Normal,0,0,4-5-1,4,5,1,1,0,10,ZUHEZHUZZHTETE,340000,A,38514991,Viá»‡,2025-08-22,CA,F,,hardca,NNW-WNN-D-NNNN
11,2025-08-15 20:00:00+02:00,90,Friendly,,,,,Ukraina,9.0,18.5,20.25,18.5,13.0,13.75,13.0,7.0,10.5,Counter-attacks,15,0,4-4-2,4,4,2,2,0,10,ZHPEHTUHEHUPEP,0,H,Lubnan,9.75,14.0,12.75,13.5,13.5,11.5,11.5,7.75,9.5,Play creatively,20,0,3-5-2,3,5,2,2,0,9,UZEUEUQQUQQEQW,103400300,A,38396632,Lub,2025-08-15,CA,F,,442ca,NNN-NNNN-NNN-N
12,2025-08-08 20:00:00+02:00,90,Friendly,,,,,Ukraina,8.75,18.25,17.0,17.25,14.25,17.0,14.5,8.5,10.75,Normal,0,0,3-4-3,3,4,3,2,0,10,ZUEPETUHEHUPTP,0,H,Israel,11.0,18.25,18.25,19.5,15.0,13.0,17.5,7.75,11.5,Normal,0,0,3-5-2,3,5,2,4,0,15,ZQEQEZUHHQUQEW,4000,A,38242795,Isr,2025-08-08,N,F,,343,NN-N-NNN-NNNNN
13,2025-08-01 20:00:00+02:00,90,Nations Cup,14.6086,16.7113,14.0472,16.7113,Ukraina,16.0,18.25,17.25,18.25,17.25,14.5,17.25,9.25,11.75,Normal,0,0,3-5-2,3,5,2,0,0,12,ZTEQEUUQHZUQEW,3404300,A,Deutschland,16.75,17.5,16.5,17.5,19.0,16.5,16.25,10.25,12.25,Normal,0,0,3-5-2,3,5,2,3,0,14,UUEHEUQUUQUEPQ,103400300,H,37945919,Deu,2025-08-01,N,NC,14.608635029651532,bal,NN-N-NMWNWMN-N
14,2025-07-25 20:00:00+02:00,90,Nations Cup,7.5595,17.9471,8.0034,16.977,Ukraina,6.0,24.25,22.75,24.25,18.5,8.25,17.5,8.5,12.5,Counter-attacks,21,0,5-3-2,5,3,2,2,0,12,ZUTQHTUEHEUQEP,2404212144,A,Puerto Rico,15.75,15.75,15.0,15.5,14.5,16.25,13.5,10.0,11.5,Normal,0,0,3-5-2,3,5,2,1,-1,16,ZUEHEHUZHUUPEU,103010300,H,37909386,Pue,2025-07-25,CA,NC,7.559547871105455,hardca,NDWNWDO-D-OW-W
15,2025-07-18 20:00:00+02:00,90,Nations Cup,14.1446,14.2784,14.7793,14.0279,Ukraina,14.25,20.25,17.75,20.5,14.25,14.75,14.0,8.5,11.0,Normal,0,0,2-5-3,2,5,3,3,0,11,ZTEEETUHHHUQTH,0,A,Oceania,14.5,18.25,17.75,17.25,13.5,13.5,12.5,8.0,11.5,Normal,0,0,3-5-2,3,5,2,0,0,14,ZUETEQUUQQUPEH,3000300,H,37868624,Oce,2025-07-18,N,NC,14.144614511667958,bal,NN---NNNNNNNNN
16,2025-07-11 20:00:00+02:00,90,Nations Cup,12.7261,20.1339,9.4132,19.3494,Ukraina,10.75,17.0,14.0,24.25,19.25,9.0,18.5,8.75,11.75,Attack in wings,20,0,3-5-2,3,5,2,4,5,11,ZTEETTUZQQUQEP,400404044,A,Paraguay,5.75,23.5,23.75,23.5,12.75,5.5,15.0,8.25,11.25,Counter-attacks,21,0,5-3-2,5,3,2,0,-10,10,ZUHHUUQHEEQQEQ,2004014144,H,37826948,Par,2025-07-11,AOW,NC,12.726087245565305,bal,NN--WNNWNWNW-W
17,2025-07-04 20:00:00+02:00,90,Nations Cup,11.8946,15.8402,17.9176,16.6192,Ukraina,12.0,16.75,14.25,18.25,15.25,17.25,16.0,8.75,10.75,Normal,0,0,2-5-3,2,5,3,4,0,11,ZTEEETUQHHUPPQ,0,H,San Marino,13.75,16.0,16.75,16.5,12.25,13.75,13.0,7.75,10.5,Play creatively,24,0,3-5-2,3,5,2,5,0,18,ZUEUEHHQUQQQWE,3000300,A,37784550,San,2025-07-04,N,NC,11.89463871897964,bal,NN---NNNNNNNNN
18,2025-06-27 20:00:00+02:00,90,Nations Cup,13.2394,13.9036,15.145,14.1519,Ukraina,13.25,18.5,17.0,18.0,14.0,15.25,14.25,8.5,11.25,Normal,0,0,3-5-2,3,5,2,0,0,11,ZTEQETUHHQQPEU,100000000,H,Eesti,9.5,24.25,26.0,24.75,11.75,10.75,12.25,8.25,11.5,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,11,ZUUEHUQUEHQWQE,3400000000,A,37741964,Ees,2025-06-27,N,NC,13.239420613936424,bal,NN-O-NNNNNNN-N
19,2025-06-20 20:00:00+02:00,90,Nations Cup,12.5028,14.9987,16.7782,15.5071,Ukraina,12.25,18.0,15.75,17.5,14.75,16.5,15.25,9.0,11.0,Normal,0,0,2-5-3,2,5,3,2,0,11,ZTEEEHUHHQUQPU,0,H,RepÃºblica Dominicana,5.75,24.25,21.0,23.0,16.5,7.25,15.25,7.5,11.0,Counter-attacks,22,0,5-3-2,5,3,2,0,-10,10,UUQHUQQUEEQUEU,404014144,A,37702060,Rep,2025-06-20,N,NC,12.502776832989484,bal,NN---NNNNNNNNN
20,2025-06-13 20:00:00+02:00,90,Nations Cup,8.0594,6.4234,15.6731,16.9578,Ukraina,7.5,17.5,23.75,24.75,6.25,15.25,16.5,9.0,12.0,Counter-attacks,19,0,5-3-2,5,3,2,2,-3,11,ZTUQTTEEUHUEPH,3004011100,H,Madagasikara,13.0,20.75,20.25,20.0,10.5,11.75,11.5,9.75,12.5,Normal,0,0,3-5-2,3,5,2,1,-10,15,ZUETEUQHUHUEQH,2103000300,A,37661631,Mad,2025-06-13,CA,NC,8.059378018325866,hardca,NMNNWN--OOO-NN
21,2025-06-06 20:00:00+02:00,90,Nations Cup,12.3131,13.7562,14.5498,13.7562,Ukraina,14.5,19.0,18.25,19.0,13.0,13.75,13.0,8.75,11.75,Normal,0,0,3-5-2,3,5,2,2,0,12,ZTEQETUHUHUUEP,0,H,Honduras,12.25,15.0,15.25,15.5,12.0,12.75,14.75,7.75,10.0,Normal,0,0,3-5-2,3,5,2,0,0,15,UUEUEUQQQUQWQE,3004300,A,37619624,Hon,2025-06-06,N,NC,12.31307248094211,bal,NN-N-NNNNNNN-N
22,2025-05-30 20:00:00+02:00,90,Nations Cup,8.1905,17.3223,7.7563,18.0979,Ukraina,6.5,24.0,22.5,23.25,16.75,7.5,17.5,8.75,12.5,Counter-attacks,21,0,5-3-2,5,3,2,1,-2,11,ZTHQUTUEHEUHEQ,404012144,A,Palestine,14.25,18.0,18.0,17.75,13.0,14.0,13.25,7.75,11.0,Normal,0,0,3-5-2,3,5,2,3,1,12,ZUEHEHTTQHUUEQ,103010300,H,37575353,Pal,2025-05-30,CA,NC,8.190535462030128,hardca,NNWNWNO-D-OW-W
23,2025-05-23 20:00:00+02:00,90,Nations Cup,15.1393,15.5047,14.9878,15.2462,Ukraina,15.25,19.25,18.75,19.0,15.0,14.5,14.75,8.75,11.75,Normal,0,0,3-5-2,3,5,2,1,0,11,ZTEQETUHHQUHEQ,0,A,MagyarorszÃ¡g,15.75,17.5,17.5,17.5,14.5,15.25,14.5,9.75,12.25,Normal,0,0,3-5-2,3,5,2,1,1,14,ZQETEUQHUHUUUE,3000300,H,37517117,Mag,2025-05-23,N,NC,15.139307138768494,bal,NN-N-NNNNNNN-N
24,2025-05-16 20:00:00+02:00,90,Nations Cup,12.8428,17.2009,14.5546,16.9363,Ukraina,13.0,17.5,15.5,17.25,16.25,13.75,16.0,9.25,11.5,Normal,0,0,2-5-3,2,5,3,3,0,11,ZTEEEUUQHZUQPT,30043402,H,Nippon,7.75,20.25,21.75,24.5,11.0,7.0,18.75,8.25,12.0,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,15,ZQUEHQQEHHQQEH,2040114144,A,37489569,Nip,2025-05-16,N,NC,12.84276708583255,bal,NN---NMNNWMWND
25,2025-05-09 20:00:00+02:00,90,Nations Cup,12.654,19.6928,15.8566,18.1583,Ukraina,12.75,16.0,13.25,16.0,19.25,15.5,17.75,9.5,11.25,Normal,0,0,2-5-3,2,5,3,0,0,11,ZTEEEZUQHZUQPT,30043402,H,Dawlat Qatar,12.0,18.25,21.5,17.75,13.0,12.5,7.25,6.75,10.5,Normal,0,0,3-5-2,3,5,2,2,-2,11,ZQEQEPUUUHHWUE,300300000,A,37461513,Daw,2025-05-09,N,NC,12.653989088112766,bal,NN---NMNNWMWND
26,2025-05-02 20:00:00+02:00,90,Nations Cup,12.2716,16.9357,18.2385,17.4568,Ukraina,12.25,16.5,13.25,16.0,16.25,17.5,16.75,9.5,11.5,Normal,0,0,2-5-3,2,5,3,1,2,12,ZTEEEZUQHUUQTP,10020,H,Bahrain,9.0,22.0,21.25,22.75,10.25,9.5,11.0,7.0,10.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-10,15,ZUZEHQQPPEQUEW,2040000000,A,37431081,Bah,2025-05-02,N,NC,12.271638479339742,bal,NN---NNNNONNDN
27,2025-04-25 20:00:00+02:00,90,Nations Cup,13.079,14.6724,13.6427,14.6724,Ukraina,12.75,18.75,18.75,18.75,14.25,13.25,14.25,8.5,12.0,Normal,0,0,3-5-2,3,5,2,2,0,12,ZZEQETUHHQUTEP,20,H,Costa Rica,15.0,18.5,18.75,18.5,13.5,11.5,10.5,9.0,11.25,Play creatively,25,0,3-5-2,3,5,2,3,-10,12,ZHEUETUHUUUQQE,3300000,A,37289270,Cos,2025-04-25,N,NC,13.078964079382784,bal,NN-N-NNNNNND-N
28,2025-04-18 20:00:00+02:00,90,Nations Cup,15.3495,13.8722,13.6153,14.386,Ukraina,11.75,18.5,18.25,19.0,13.5,13.25,14.0,8.75,12.0,Normal,0,0,3-5-2,3,5,2,1,0,12,ZUEQEZZHHQUTET,2,A,Slovenija,9.75,22.5,22.5,22.0,14.5,14.75,7.75,9.5,12.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-8,13,ZHHEQUUQUEPHEQ,3443011300,H,36941515,Slo,2025-04-18,N,NC,15.34953269611703,bal,NN-N-NNNNNNN-D
29,2025-04-11 20:00:00+02:00,90,Nations Cup,12.533,17.422,19.7279,17.422,Ukraina,10.75,14.75,12.25,15.0,17.0,19.25,17.0,9.25,11.25,Normal,0,0,2-5-3,2,5,3,1,10,12,ZUEEEZUHHHUTTP,20,H,Tounes,6.0,20.25,19.75,19.0,15.5,9.5,4.5,6.0,9.25,Counter-attacks,17,0,5-3-2,5,3,2,1,-10,6,ZZPZZZUHHEEUQE,404214200,A,36872571,Tou,2025-04-11,N,NC,12.533049263916505,att,NN---NNNNNNNDN
30,2025-04-04 20:00:00+02:00,90,Nations Cup,13.29,14.758,14.2402,14.4991,Ukraina,10.5,18.5,18.75,19.0,14.25,13.75,14.0,9.0,12.25,Normal,0,0,3-5-2,3,5,2,3,0,11,ZZEQEUQHHQUHET,2,H,Oman,7.75,21.5,23.5,21.25,14.25,13.0,13.75,9.5,12.75,Counter-attacks,17,0,4-4-2,4,4,2,2,-8,14,ZHUEQTQHEUQHQE,10000,A,36853859,Oma,2025-04-04,N,NC,13.290045335351904,bal,NN-N-NNNNNNN-D
31,2025-03-28 20:00:00+01:00,90,Friendly,,,,,Ukraina,9.5,23.75,23.25,24.75,12.25,12.0,12.25,8.75,12.5,Counter-attacks,17,0,4-4-2,4,4,2,5,0,12,ZZQETUUQHEUHET,40000000,H,Azerbaycan,6.25,4.5,6.25,5.25,11.5,17.75,12.75,6.25,6.75,Attack in the middle,20,0,2-5-3,2,5,3,0,10,7,ZEHEHEQHQHHUHH,1130143000,A,36817365,Aze,2025-03-28,CA,F,,442ca,NNN-WNNNN-NN-N
32,2025-03-21 20:00:00+01:00,90,Friendly,,,,,Ukraina,9.0,20.75,24.0,21.25,11.25,9.5,10.25,8.75,12.25,Counter-attacks,22,0,5-4-1,5,4,1,1,0,11,ZZZQQUUTEHUEHE,0,A,Venezuela,5.0,18.0,22.0,19.25,8.25,8.75,10.75,7.25,11.0,Counter-attacks,19,0,5-3-2,5,3,2,0,0,9,ZZTUTQUEUEQHEP,2000000000,H,36774800,Ven,2025-03-21,CA,F,,hardca,NNNNNNNN-NN-N-
33,2025-03-14 20:00:00+01:00,90,Europe Cup,13.5536,19.3741,18.267,19.3741,Ukraina,17.0,15.5,12.75,15.75,17.5,16.5,17.5,9.5,11.0,Normal,0,0,2-5-3,2,5,3,3,4,12,ZZEEEUUQQZUTTH,34043020,H,Rossiya,16.5,22.0,24.0,22.25,6.5,7.75,9.75,7.25,11.75,Pressing,13,0,4-5-1,4,5,1,1,-10,12,ZTHETUTpUQUEWE,2112320030,A,36370677,Ros,2025-03-14,N,CC,13.55361646971494,bal,NN---NMWNWMNDN
34,2025-03-07 20:00:00+01:00,90,Europe Cup,13.8818,19.7205,9.7252,21.6115,Ukraina,10.25,17.5,17.0,17.75,18.25,9.0,20.0,8.25,11.25,Normal,0,0,3-5-2,3,5,2,0,5,11,ZZEZEUUUHZUHEQ,404044,A,Lietuva,10.75,23.25,24.5,22.0,13.75,13.0,14.5,7.75,11.75,Counter-attacks,18,0,4-4-2,4,4,2,3,-9,15,ZQHEQHUHEHUQEP,3400000000,H,36370655,Lie,2025-03-07,N,CC,13.881821771150442,bal,NN-N-NNWNWNW-W
35,2025-02-28 20:00:00+01:00,90,Europe Cup,13.5471,10.2116,19.6171,19.3483,Ukraina,15.0,16.25,15.25,16.75,9.5,18.25,18.0,9.5,11.5,Normal,0,0,2-5-3,2,5,3,0,0,11,ZETEEUQHHZUPHT,4030040000,H,Nederland,7.5,28.0,27.5,26.25,11.25,9.75,13.25,10.25,14.0,Counter-attacks,26,0,5-3-2,5,3,2,1,-10,16,UUTHZUQEpEUUEQ,404002000,A,36370629,Ned,2025-02-28,N,CC,13.547070234718474,bal,N-W--NMNNWNNNN
36,2025-02-21 20:00:00+01:00,90,Europe Cup,15.5466,14.3991,15.4657,14.1324,Ukraina,15.25,19.25,18.5,19.0,13.5,14.5,13.25,8.75,12.0,Normal,0,0,3-5-2,3,5,2,0,0,11,ZUEQEZUHHHZWEH,0,A,Severna Makedonija,10.25,22.25,24.5,22.25,13.5,8.25,13.5,7.25,11.25,Counter-attacks,17,0,4-4-2,4,4,2,1,-7,12,ZHQETQQHEpQQEH,3443002144,H,36370608,Sev,2025-02-21,N,CC,15.54664316369639,bal,NN-N-NNNNNNN-N
37,2025-02-14 20:00:00+01:00,90,Europe Cup,8.1741,8.1961,18.8511,18.5779,Ukraina,7.75,21.0,21.0,21.75,7.5,17.25,17.0,9.5,11.75,Counter-attacks,17,0,4-3-3,4,3,3,2,-2,11,ZZZEUQEQEHUUPT,2040211000,H,Belarus,16.0,17.0,16.75,17.25,15.25,17.5,15.0,7.5,10.75,Normal,0,0,3-5-2,3,5,2,1,3,16,ZHEQEQQUHUQHEH,3000300,A,36370582,Bel,2025-02-14,CA,CC,8.17414703935645,hardca,NDN-WN-D-OONNN
38,2025-02-07 20:00:00+01:00,90,Europe Cup,15.6969,14.1953,13.6596,13.6596,Ukraina,15.75,18.25,17.5,19.25,13.25,12.75,12.75,8.25,11.75,Normal,0,0,3-5-2,3,5,2,1,0,10,ZZEZETUHHQZUEH,100000000,A,Rossiya,17.5,17.25,16.25,17.0,15.75,15.75,16.25,8.5,11.0,Normal,0,0,3-4-3,3,4,3,4,3,12,ZHETETUUETHPTU,103003020,H,36370557,Ros,2025-02-07,N,CC,15.696893023025469,bal,NN-O-NNNNNNN-N
39,2025-02-03 20:00:00+01:00,90,Europe Cup,13.9055,13.6519,16.2278,17.2581,Ukraina,13.0,16.75,16.75,18.0,13.25,15.75,16.75,8.5,11.25,Normal,0,0,3-5-2,3,5,2,1,0,11,ZZEZETQHQHUPUE,0,H,Lietuva,10.75,23.75,26.25,22.75,11.75,11.75,11.75,8.5,12.0,Counter-attacks,18,0,4-4-2,4,4,2,4,-10,16,ZHQEUQUHEHUQEW,300300,A,36370533,Lie,2025-02-03,N,CC,13.90547703597653,bal,NN-N-NNNNNNNN-
40,2025-01-31 20:00:00+01:00,90,Europe Cup,16.011,12.9441,14.9745,13.9593,Ukraina,15.25,17.5,17.0,18.25,12.75,14.75,13.75,8.0,11.5,Normal,0,0,3-5-2,3,5,2,3,0,11,ZZEZETQQHHUUEW,103000000,A,Nederland,14.5,10.75,13.0,13.5,14.0,22.25,19.0,11.25,12.5,Normal,0,0,2-5-3,2,5,3,4,10,14,UEUEETQUQQUQUP,30110000,H,36370508,Ned,2025-01-31,N,CC,16.011013522715366,bal,NN-O-NMNNNNN-N
41,2025-01-27 20:00:00+01:00,90,Europe Cup,12.8486,21.4897,18.3828,13.2045,Ukraina,11.25,14.75,13.25,14.5,20.75,17.75,12.75,9.5,11.5,Normal,0,0,2-5-3,2,5,3,5,9,12,ZTEEEZZQUHUTPU,304103400,H,Severna Makedonija,8.5,21.0,23.5,20.75,12.5,10.25,11.75,7.25,10.75,Counter-attacks,18,0,4-4-2,4,4,2,3,-10,11,ZHHEHQQUpEQEQW,2002002000,A,36370487,Sev,2025-01-27,N,CC,12.848578494920794,att,NN---MNWONMWNN
42,2025-01-24 20:00:00+01:00,90,Europe Cup,10.2431,8.0263,16.0526,18.9006,Ukraina,6.75,21.0,23.25,22.0,7.75,15.5,18.25,9.25,12.0,Counter-attacks,17,0,4-3-3,4,3,3,1,-5,11,ZZZETQEHEZUUWT,2043241000,A,Belarus,11.75,18.5,18.75,19.0,14.0,15.75,14.25,7.0,10.5,Normal,0,0,3-5-2,3,5,2,1,-1,15,ZHEUEQQUHUQQEH,3000300,H,36370462,Bel,2025-01-24,CA,CC,10.243093598652925,hardca,NDN-WM-D-WONNN
43,2025-01-17 20:00:00+01:00,90,Friendly,,,,,Ukraina,6.25,20.5,21.5,19.75,11.75,14.0,13.5,8.0,10.25,Counter-attacks,16,0,4-3-3,4,3,3,0,-10,9,ZZQEPHHEEHUWTW,0,A,Suomi,2.0,29.75,29.0,29.5,19.0,7.0,15.0,9.5,14.5,Counter-attacks,27,0,5-3-2,5,3,2,0,-10,11,ZHUQUQQQEEQQEQ,4024244,H,36382111,Suo,2025-01-17,CA,F,,hardca,NNN-NNN--NNNNN
44,2025-01-10 20:00:00+01:00,90,Friendly,,,,,Ukraina,7.75,15.0,13.0,14.0,14.5,15.25,14.75,7.0,9.25,Normal,0,0,2-5-3,2,5,3,1,0,9,ZHEEEHUHTPZPPT,0,H,Cuba,3.0,20.25,23.25,20.5,11.75,8.0,11.25,7.5,12.0,Counter-attacks,21,0,5-4-1,5,4,1,1,-6,15,ZPTHHHHPEPHEWE,0,A,36349429,Cub,2025-01-10,N,F,,bal,NN---NNNNNNNNN
45,2025-01-03 20:00:00+01:00,88,Friendly,,,,,Ukraina,10.0,18.25,17.0,15.5,15.0,17.5,15.75,8.25,10.25,Normal,0,0,3-4-3,3,4,3,3,0,11,ZZEQEUZUEHUQTH,0,A,Moldova,8.75,20.5,23.25,21.0,10.5,9.0,10.5,5.75,10.0,Counter-attacks,15,0,4-4-2,4,4,2,1,-10,8,ZZPEUQQQETUPET,300302,H,36196446,Mol,2025-01-03,N,F,,343,NN-N-NNN-NNNNN
46,2024-12-27 20:00:00+01:00,88,Friendly,,,,,Ukraina,10.0,21.25,23.0,21.75,11.0,11.0,11.5,8.0,11.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,11,ZTUEQZUUHEQHET,0,H,Dawlat Qatar,8.5,16.5,17.75,15.75,13.25,11.25,13.0,6.5,10.0,Counter-attacks,16,0,4-4-2,4,4,2,0,5,14,ZTPEHUTHEUZHEQ,110000,A,35937775,Daw,2024-12-27,CA,F,,442ca,NNN-NNNNN-NN-N
47,2024-12-20 20:00:00+01:00,88,Friendly,,,,,Ukraina,10.75,13.5,11.5,14.0,14.5,18.75,15.25,8.75,11.0,Play creatively,23,0,2-5-3,2,5,3,5,10,10,ZTEEEZUUHUQTTH,0,H,Latvija,4.75,18.25,17.0,17.25,19.0,10.0,18.75,8.5,12.25,Counter-attacks,24,0,5-3-2,5,3,2,1,10,9,ZHHTTQHEQETUEQ,1404111144,A,35752592,Lat,2024-12-20,PC,F,,att,NN---NNNNNNNNN
48,2024-12-13 20:00:00+01:00,88,Friendly,,,,,Ukraina,8.75,26.75,24.0,26.0,9.75,7.25,9.75,7.5,11.75,Pressing,12,0,5-4-1,5,4,1,0,-10,11,ZZQHPTUUEHUEQE,2404200000,H,Canada,9.0,23.5,24.5,23.0,12.0,10.5,7.75,7.5,11.0,Normal,0,0,5-3-2,5,3,2,1,-10,10,ZQHUZUQQHEEEWQ,4000000,A,35723896,Can,2024-12-13,Pr,F,,AoD,NDWNWDNN-NN-N-
