,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
0,2024-07-12 12:00:00,Round 7 in Asia and Oceania Cup,Mongol Uls,13.806496183836146,12.653700533677718,12.405588758507564,11.66125343299711,9.75,20.75,22.25,22.0,12.75,12.5,11.75,11.5,9.25,Counter-attacks,17,12.75,-100,0.8,0,4,4,2,A,Viá»‡t Nam,14.0,17.25,18.25,17.75,12.0,12.75,12.5,12.0,8.75,(no tactic),0,13.0,0,1.3,1,3,5,2,H,CC,Viá»‡,2024-07-12,4-4-2,3-5-2,CA,88,13.806496183836146
1,2024-07-05 12:00:00,Round 6 in Asia and Oceania Cup,Mongol Uls,14.92079175220755,13.546482103405916,13.295621323713213,14.549925222176725,15.5,16.25,15.25,16.0,13.5,13.25,14.5,10.75,8.75,(no tactic),0,11.5,60,1.9,0,3,5,2,H,Pilipinas,8.25,22.5,24.5,22.75,7.0,8.75,20.5,12.75,9.5,Counter-attacks,21,16.25,-70,1.0,0,5,3,2,A,CC,Pil,2024-07-05,3-5-2,5-3-2,N,88,14.92079175220755
2,2024-06-28 12:00:00,Round 5 in Asia and Oceania Cup,Mongol Uls,14.197440485046798,11.144230648442953,10.62589433921305,11.144230648442953,11.0,22.0,24.75,22.0,10.75,10.25,10.75,12.0,8.5,Counter-attacks,18,13.0,-100,1.1,1,4,4,2,A,Brunei,14.75,15.5,16.0,15.75,12.0,14.0,12.5,11.25,8.5,(no tactic),0,15.5,20,1.0,0,3,5,2,H,CC,Bru,2024-06-28,4-4-2,3-5-2,CA,88,14.197440485046798
3,2024-06-24 12:00:00,Round 4 in Asia and Oceania Cup,Mongol Uls,16.113987881569013,13.962330307941246,13.962330307941246,13.698890113451789,14.5,17.0,15.5,16.25,13.25,13.25,13.0,11.0,8.75,(no tactic),0,12.5,20,1.4,0,3,5,2,H,Bahrain,10.25,21.5,21.5,22.0,12.0,11.25,11.0,10.5,7.0,Counter-attacks,19,14.0,-100,1.1,0,4,4,2,A,CC,Bah,2024-06-24,3-5-2,4-4-2,N,88,16.113987881569013
4,2024-06-21 12:00:00,Round 3 in Asia and Oceania Cup,Mongol Uls,8.592164330907329,13.971396409426625,6.853892578209288,18.980010216579565,6.0,21.5,23.25,24.75,13.25,6.5,18.0,11.0,7.25,Counter-attacks,23,11.0,-100,1.1,0,5,3,2,A,Hayastan,14.5,13.5,14.25,12.5,16.25,18.25,12.5,11.25,9.5,(no tactic),0,18.5,100,2.3,1,2,5,3,H,CC,Hay,2024-06-21,5-3-2,2-5-3,CA,88,8.592164330907329
5,2024-06-17 12:00:00,Round 2 in Asia and Oceania Cup,Mongol Uls,15.03915529953913,15.22952083539562,14.721870140882434,13.960394099112653,11.5,16.0,14.75,14.0,15.0,14.5,13.75,10.75,8.5,(no tactic),0,12.0,100,1.5,0,3,5,2,H,Viá»‡t Nam,10.25,19.25,20.75,20.5,9.25,9.75,12.25,11.75,8.75,(no tactic),0,13.0,-100,1.2,4,3,5,2,A,CC,Viá»‡,2024-06-17,3-5-2,3-5-2,N,88,15.03915529953913
6,2024-06-14 12:00:00,Round 1 in Asia and Oceania Cup,Mongol Uls,18.244825396042227,11.557278314358378,13.724267998300572,11.798054945907511,10.5,16.0,16.25,17.75,12.0,14.25,12.25,10.5,8.5,(no tactic),0,11.75,-50,1.7,0,3,5,2,A,Pilipinas,9.75,22.25,21.0,19.5,10.0,10.75,14.5,13.5,9.5,(no tactic),0,17.25,-10,1.5,3,3,5,2,H,CC,Pil,2024-06-14,3-5-2,3-5-2,N,88,18.244825396042227
7,2024-06-07 20:00:00,Friendly match,Mongol Uls,,,,,4.0,18.5,17.5,15.25,17.25,7.75,4.75,8.0,5.0,Counter-attacks,16,8.25,-100,0.9,1,5,3,2,A,Palestine,6.0,16.25,18.0,16.5,11.25,10.25,10.75,10.0,8.0,Play creatively,19,8.25,-100,2.0,3,2,5,3,H,F,Pal,2024-06-07,5-3-2,2-5-3,CA,88,
8,2024-05-31 20:00:00,Friendly match,Mongol Uls,,,,,7.5,15.75,18.5,13.5,12.25,10.25,10.0,10.5,7.0,Attack in the Middle,20,9.25,100,3.7,3,3,5,2,H,India,8.5,4.0,7.0,9.5,6.25,7.0,6.25,7.75,8.25,(no tactic),0,9.75,0,0.5,0,3,4,3,A,F,Ind,2024-05-31,3-5-2,3-4-3,AIM,88,
9,2024-05-24 20:00:00,Friendly match,Mongol Uls,,,,,8.0,16.75,16.25,16.75,13.0,15.5,14.5,10.0,7.25,(no tactic),0,8.5,40,1.6,0,3,4,3,A,Nederland,6.0,20.5,23.75,20.5,8.75,13.75,9.0,11.0,7.75,Counter-attacks,18,10.5,-100,1.0,2,4,3,3,H,F,Ned,2024-05-24,3-4-3,4-3-3,N,86,
10,2024-05-17 20:00:00,Friendly match,Mongol Uls,,,,,8.0,12.75,17.0,16.5,14.25,14.25,9.25,9.5,6.75,Attack in the Middle,21,8.0,0,1.0,1,3,4,3,A,Oman,9.25,16.0,16.25,16.25,13.75,11.25,13.25,10.0,7.0,(no tactic),0,9.75,0,2.1,2,3,5,2,H,F,Oma,2024-05-17,3-4-3,3-5-2,AIM,86,
11,2024-05-10 20:00:00,Friendly match,Mongol Uls,,,,,6.0,16.75,20.25,10.0,14.25,14.5,5.75,10.25,7.25,Attack in the Middle,20,8.25,0,0.7,2,4,3,3,A,Bosna i Hercegovina,8.0,20.5,22.75,20.5,9.5,6.5,8.5,10.5,6.75,Play creatively,21,9.25,-50,2.1,4,4,5,1,H,F,Bos,2024-05-10,4-3-3,4-5-1,AIM,86,
12,2024-05-03 20:00:00,Round 17 in Nations Cup,Mongol Uls,8.30843012489979,12.502484622729348,13.681964304118909,12.266588686451437,8.0,19.75,21.25,20.0,13.25,14.5,13.0,10.75,8.75,Counter-attacks,16,13.25,-60,1.6,1,4,3,3,H,Nicaragua,4.75,20.5,24.0,21.25,12.25,10.0,11.75,10.0,6.75,Counter-attacks,20,10.75,-100,0.3,0,5,2,3,A,NC,Nic,2024-05-03,4-3-3,5-2-3,CA,86,8.30843012489979
13,2024-04-26 20:00:00,Round 16 in Nations Cup,Mongol Uls,11.051692802115927,5.517659109869164,10.555521775401878,7.916641331551408,9.75,21.0,24.75,21.5,5.75,11.0,8.25,11.75,8.75,Counter-attacks,20,11.75,-60,1.0,1,5,3,2,H,Brunei,8.75,20.0,21.0,18.5,11.0,12.25,11.25,10.0,7.75,Counter-attacks,18,10.5,-100,0.7,0,4,4,2,A,NC,Bru,2024-04-26,5-3-2,4-4-2,CA,86,11.051692802115927
