,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Defender number,Midfielder number,Forward number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Defender number_,Midfielder number_,Forward number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
46,2023-09-15 20:00:00,Match 1 in round IV of World Cup,Argentina,15.820677492452237,13.970466607591948,20.097864242500698,20.833151958689747,12.75,12.0,15.0,14.5,14.25,20.5,21.25,11.25,9.25,(no tactic),0,15.25,100,2.2,4,2.0,5.0,3.0,,,,N,South Africa,5.0,25.25,27.75,26.75,13.75,6.75,13.0,13.75,9.5,Counter-attacks,22,16.75,-100,0.9,2,5.0,3.0,2.0,,,,A,WC4,Sou,2023-09-15,2.0-5.0-3.0,5.0-3.0-2.0,N,84,15.820677492452237
47,2023-09-08 20:00:00,Match 3 in round III of World Cup,Argentina,15.023406270494377,19.12412804155692,17.187507480386596,12.588033647607086,13.25,15.5,16.25,15.0,19.75,17.75,13.0,11.5,9.25,(no tactic),0,16.0,100,3.1,3,2.0,5.0,3.0,,,,N,Pilipinas,5.75,24.0,22.5,22.25,10.25,9.25,10.25,11.5,8.5,Counter-attacks,22,11.75,-100,0.9,0,5.0,3.0,2.0,,,,A,WC3,Pil,2023-09-08,2.0-5.0-3.0,5.0-3.0-2.0,N,84,15.023406270494377
48,2023-09-04 20:00:00,Match 2 in round III of World Cup,Argentina,13.298052086239382,12.205956133807222,12.450075256483364,15.623623851273242,11.0,21.75,24.5,21.75,12.5,12.75,16.0,11.5,7.5,Counter-attacks,18,15.25,-100,1.9,2,4.0,4.0,2.0,,,,N,South Africa,14.25,14.5,13.0,16.75,17.5,18.5,11.0,11.75,10.0,(no tactic),0,16.75,0,1.5,1,2.0,5.0,3.0,,,,H,WC3,Sou,2023-09-04,4.0-4.0-2.0,2.0-5.0-3.0,CA,84,13.298052086239382
49,2023-09-01 20:00:00,Match 1 in round III of World Cup,Argentina,13.870236023115206,12.08052567884526,12.583880915463812,12.08052567884526,10.5,22.0,25.5,21.75,12.0,12.5,12.0,12.5,8.75,Counter-attacks,17,16.0,-100,1.4,2,4.0,4.0,2.0,,,,N,Canada,12.25,15.5,15.5,15.75,14.0,16.5,14.75,10.5,7.75,(no tactic),0,10.5,0,1.2,0,3.0,5.0,2.0,,,,H,WC3,Can,2023-09-01,4.0-4.0-2.0,3.0-5.0-2.0,CA,84,13.870236023115206
50,2023-08-25 20:00:00,Match 6 in round II of World Cup,Argentina,12.816016407106906,10.904903891510195,12.090219531891739,10.904903891510195,10.5,22.75,26.5,22.5,11.5,12.75,11.5,12.0,8.25,Counter-attacks,17,16.25,-100,2.0,2,4.0,4.0,2.0,,,,A,Srbija,16.5,10.25,12.5,13.75,13.0,18.75,16.75,10.25,9.0,(no tactic),0,14.5,100,1.8,1,2.0,5.0,3.0,,,,H,WC2,Srb,2023-08-25,4.0-4.0-2.0,2.0-5.0-3.0,CA,84,12.816016407106906
51,2023-08-18 20:00:00,Match 5 in round II of World Cup,Argentina,11.976238056849285,11.673541326848213,12.864719013261295,11.435305789565597,12.0,22.75,25.5,22.0,12.25,13.5,12.0,11.5,7.5,Counter-attacks,18,15.0,-100,1.1,1,4.0,4.0,2.0,,,,A,Norge,15.5,20.75,19.5,19.75,14.25,14.25,13.75,12.25,8.25,(no tactic),0,15.0,-100,1.1,0,3.0,5.0,2.0,,,,H,WC2,Nor,2023-08-18,4.0-4.0-2.0,3.0-5.0-2.0,CA,84,11.976238056849285
52,2023-08-14 20:00:00,Match 4 in round II of World Cup,Argentina,12.414491909847678,16.722998252814406,20.84315724263825,16.722998252814406,15.5,15.0,12.25,15.0,17.25,21.5,17.25,10.75,9.0,(no tactic),0,14.25,50,2.5,4,2.0,5.0,3.0,,,,H,Perú,11.25,22.75,24.0,21.25,12.5,13.0,11.0,12.25,9.25,Counter-attacks,18,16.25,-100,1.5,2,4.0,4.0,2.0,,,,A,WC2,Per,2023-08-14,2.0-5.0-3.0,4.0-4.0-2.0,N,84,12.414491909847678
53,2023-08-11 20:00:00,Match 3 in round II of World Cup,Argentina,16.80768636509678,13.14451253747289,14.40840797376836,13.14451253747289,14.5,19.25,18.25,18.75,13.0,14.25,13.0,11.25,8.0,(no tactic),0,13.75,0,2.0,3,3.0,5.0,2.0,,,,A,Perú,13.5,17.25,16.75,18.25,14.0,14.75,16.25,11.25,8.75,(no tactic),0,16.5,0,1.8,0,3.0,5.0,2.0,,,,H,WC2,Per,2023-08-11,3.0-5.0-2.0,3.0-5.0-2.0,N,84,16.80768636509678
54,2023-08-07 20:00:00,Match 2 in round II of World Cup,Argentina,14.91500475634252,20.96495222083867,22.19818470441741,14.552143306229194,14.25,14.0,12.75,10.5,21.25,22.5,14.75,10.25,8.25,(no tactic),0,15.25,100,2.0,1,2.0,5.0,3.0,,,,H,Norge,10.75,21.75,24.5,21.5,12.5,12.75,12.75,12.25,8.5,Counter-attacks,18,14.5,-100,2.1,2,4.0,4.0,2.0,,,,A,WC2,Nor,2023-08-07,2.0-5.0-3.0,4.0-4.0-2.0,N,84,14.91500475634252
55,2023-08-04 20:00:00,Match 1 in round II of World Cup,Argentina,14.594281067030481,13.221435425033372,21.611961752458395,17.79808614908339,12.75,11.25,13.5,14.0,13.0,21.25,17.5,10.25,8.25,(no tactic),0,15.0,100,1.4,2,2.0,5.0,3.0,,,,H,Srbija,8.75,23.5,27.5,23.0,8.25,6.5,12.0,11.75,7.5,Pressing,12,13.25,-100,0.7,0,5.0,4.0,1.0,,,,A,WC2,Srb,2023-08-04,2.0-5.0-3.0,5.0-4.0-1.0,N,84,14.594281067030481
56,2023-07-28 20:00:00,Match 10 in round I of World Cup,Argentina,14.02881242297067,11.550424928271124,7.854288951224364,7.854288951224364,14.75,20.5,25.5,19.25,12.5,8.5,8.5,11.75,7.5,Play creatively,24,15.75,-100,1.1,2,4.0,5.0,1.0,,,,H,Polska,14.0,17.75,18.0,18.0,14.0,13.0,13.75,10.75,7.75,(no tactic),0,15.25,-50,0.8,0,3.0,5.0,2.0,,,,A,WC1,Pol,2023-07-28,4.0-5.0-1.0,3.0-5.0-2.0,PC,84,14.02881242297067
57,2023-07-21 20:00:00,Match 9 in round I of World Cup,Argentina,11.11869642657785,13.422058359002596,11.107910366071113,10.41366596819167,9.75,24.5,25.25,23.0,14.5,12.0,11.25,12.0,8.5,Counter-attacks,18,16.0,-100,1.3,1,4.0,4.0,2.0,,,,A,Bosna i Hercegovina,15.25,17.5,16.25,15.5,18.5,14.75,14.5,11.25,9.0,(no tactic),0,13.75,0,1.3,0,3.0,5.0,2.0,,,,H,WC1,Bos,2023-07-21,4.0-4.0-2.0,3.0-5.0-2.0,CA,84,11.11869642657785
58,2023-07-14 20:00:00,Match 8 in round I of World Cup,Argentina,13.081288934527263,20.901590537424614,18.654107683938097,13.934393691616409,13.75,13.75,14.0,12.5,23.25,20.75,15.5,10.5,9.0,(no tactic),0,13.75,100,1.6,1,2.0,5.0,3.0,,,,H,Uganda,11.5,21.0,25.0,21.25,8.25,6.25,7.5,11.5,7.5,Pressing,12,14.25,-100,0.5,1,4.0,5.0,1.0,,,,A,WC1,Uga,2023-07-14,2.0-5.0-3.0,4.0-5.0-1.0,N,84,13.081288934527263
59,2023-07-07 20:00:00,Match 7 in round I of World Cup,Argentina,-0.9519634585586209,-0.9435355890417106,-0.9435355890417106,-0.9435355890417106,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,5,,,,0.0,0.0,0.0,H,Singapore,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,0,,,,0.0,0.0,0.0,A,WC1,Sin,2023-07-07,nan-nan-nan,nan-nan-nan,WO,84,-0.9519634585586209
60,2023-06-30 20:00:00,Match 6 in round I of World Cup,Argentina,15.155631904839577,16.367211395484798,14.496672950286534,13.795221033337187,13.25,17.75,16.5,17.0,17.5,15.5,14.75,11.5,8.5,(no tactic),0,14.25,0,3.5,4,3.0,5.0,2.0,,,,A,Venezuela,14.0,7.75,12.25,8.0,12.75,21.25,12.0,11.0,9.5,Attack in the Middle,25,16.75,100,2.5,3,2.0,5.0,3.0,,,,H,WC1,Ven,2023-06-30,3.0-5.0-2.0,2.0-5.0-3.0,N,84,15.155631904839577
61,2023-06-23 20:00:00,Match 5 in round I of World Cup,Argentina,13.249866374550214,11.797442279342576,12.278970535642275,11.55667815119273,11.5,22.75,26.0,23.0,12.25,12.75,12.0,12.0,8.75,Counter-attacks,18,14.0,-100,1.4,3,4.0,4.0,2.0,,,,A,Polska,13.75,19.5,17.5,14.5,19.75,16.0,15.75,11.25,8.75,(no tactic),0,14.75,-50,1.6,0,3.0,5.0,2.0,,,,H,WC1,Pol,2023-06-23,4.0-4.0-2.0,3.0-5.0-2.0,CA,84,13.249866374550214
62,2023-06-16 20:00:00,Match 4 in round I of World Cup,Argentina,14.903836056404183,14.428340248963218,15.87117427385954,13.706923236515058,15.25,16.75,16.25,17.0,15.0,16.5,14.25,11.25,8.75,(no tactic),0,13.5,0,1.7,2,3.0,5.0,2.0,,,,H,Bosna i Hercegovina,10.0,21.5,23.25,21.5,13.5,12.25,12.75,12.0,8.5,Counter-attacks,18,16.25,-100,1.2,1,4.0,4.0,2.0,,,,A,WC1,Bos,2023-06-16,3.0-5.0-2.0,4.0-4.0-2.0,N,84,14.903836056404183
63,2023-06-09 20:00:00,Match 3 in round I of World Cup,Argentina,16.785939392840046,14.703969198928244,16.41943227213654,14.949035352243714,13.75,17.75,17.0,18.0,15.0,16.75,15.25,11.25,9.0,(no tactic),0,15.0,0,2.3,2,3.0,5.0,2.0,,,,A,Uganda,13.5,16.25,15.75,17.0,13.25,16.25,15.25,10.75,9.0,(no tactic),0,14.25,-30,1.7,0,3.0,5.0,2.0,,,,H,WC1,Uga,2023-06-09,3.0-5.0-2.0,3.0-5.0-2.0,N,84,16.785939392840046
64,2023-06-05 20:00:00,Match 2 in round I of World Cup,Argentina,13.560274300728565,12.710182148751128,13.707059180025727,12.959401406569777,10.25,21.75,24.75,22.0,12.75,13.75,13.0,12.0,9.25,Counter-attacks,18,15.0,-100,1.5,1,4.0,4.0,2.0,,,,A,Singapore,4.25,21.75,22.75,23.25,15.5,9.5,16.5,12.0,8.75,Counter-attacks,20,19.25,-100,0.7,0,5.0,2.0,3.0,,,,H,WC1,Sin,2023-06-05,4.0-4.0-2.0,5.0-2.0-3.0,CA,84,13.560274300728565
65,2023-06-02 20:00:00,Match 1 in round I of World Cup,Argentina,13.929511510741516,18.320508711118872,24.078382877470517,18.84395181715084,11.5,13.5,10.75,14.25,17.5,23.0,18.0,10.75,9.75,(no tactic),0,16.75,100,2.6,4,2.0,5.0,3.0,,,,H,Venezuela,6.5,25.5,24.25,24.25,13.75,5.0,15.0,13.0,8.75,Counter-attacks,21,17.5,-100,1.0,0,5.0,4.0,1.0,,,,A,WC1,Ven,2023-06-02,2.0-5.0-3.0,5.0-4.0-1.0,N,84,13.929511510741516
66,2023-05-26 20:00:00,Wildcard match 2 in World Cup,Argentina,13.289043397800535,19.914088676247026,23.01758301540241,19.655464147984073,14.25,14.25,11.25,14.25,19.25,22.25,19.0,11.25,10.25,(no tactic),0,18.75,100,4.8,4,2.0,5.0,3.0,,,,H,Madagasikara,3.75,19.75,21.75,20.25,6.25,7.75,18.5,10.25,7.0,Counter-attacks,21,10.0,-50,0.8,0,5.0,3.0,2.0,,,,A,Q,Mad,2023-05-26,2.0-5.0-3.0,5.0-3.0-2.0,N,84,13.289043397800535
67,2023-05-22 20:00:00,Wildcard match 1 in World Cup,Argentina,13.581757379837867,12.300912991751243,12.562634544767228,12.300912991751243,10.75,23.25,26.5,23.25,11.75,12.0,11.75,12.5,8.75,Counter-attacks,19,15.0,-100,4.5,3,4.0,4.0,2.0,,,,A,Madagasikara,13.0,5.25,7.25,7.0,8.5,19.0,18.25,7.75,6.75,Attack in the Middle,20,9.75,100,1.3,2,2.0,5.0,3.0,,,,H,Q,Mad,2023-05-22,4.0-4.0-2.0,2.0-5.0-3.0,CA,84,13.581757379837867
68,2023-05-19 20:00:00,Friendly match,Argentina,,,,,3.0,15.75,15.25,16.5,12.5,11.5,15.0,9.75,7.0,(no tactic),0,9.75,0,0.5,1,3.0,5.0,2.0,,,,H,Rossiya,4.5,24.0,26.5,24.75,10.75,9.75,6.5,10.25,7.25,Counter-attacks,23,10.75,-100,1.8,4,5.0,3.0,2.0,,,,A,F,Ros,2023-05-19,3.0-5.0-2.0,5.0-3.0-2.0,N,84,
69,2023-05-12 23:30:00,Round 10 in America Cup,Argentina,17.464434572378067,14.019527170146096,16.98519637921546,16.445983795748305,16.25,14.25,17.0,15.75,13.0,15.75,15.25,11.75,9.0,(no tactic),0,17.0,0,3.8,4,3.0,5.0,2.0,,,,A,Belize,17.5,7.75,10.25,5.75,11.0,17.5,11.5,7.25,6.5,Attack in the Middle,20,10.5,100,2.0,5,2.0,5.0,3.0,,,,H,CC,Bel,2023-05-12,3.0-5.0-2.0,2.0-5.0-3.0,N,84,17.464434572378067
70,2023-05-05 23:30:00,Round 9 in America Cup,Argentina,13.028666660466532,12.797463703204336,11.997622221754066,12.797463703204336,10.25,21.5,25.0,22.0,12.0,11.25,12.0,12.0,8.25,Counter-attacks,18,17.5,-100,0.9,0,4.0,4.0,2.0,,,,H,Barbados,12.75,17.75,16.75,18.0,12.75,15.25,13.25,11.0,8.75,(no tactic),0,15.5,0,1.0,1,3.0,5.0,2.0,,,,A,CC,Bar,2023-05-05,4.0-4.0-2.0,3.0-5.0-2.0,CA,84,13.028666660466532
71,2023-04-28 23:30:00,Round 8 in America Cup,Argentina,16.557733069613587,14.76875148552608,22.555911359712557,19.33363830832505,18.5,11.25,13.75,13.25,13.75,21.0,18.0,11.0,9.0,(no tactic),0,17.25,100,1.3,1,2.0,5.0,3.0,,,,A,Guatemala,7.25,26.5,27.75,26.5,13.5,4.5,3.75,12.5,7.75,Pressing,13,13.75,-100,0.1,1,5.0,4.0,1.0,,,,H,CC,Gua,2023-04-28,2.0-5.0-3.0,5.0-4.0-1.0,N,84,16.557733069613587
72,2023-04-21 23:30:00,Round 7 in America Cup,Argentina,15.235977078003428,16.369952709024034,26.030908406152975,15.29651318712082,15.25,7.5,11.75,8.5,15.25,24.25,14.25,10.5,9.25,Attack in the Middle,28,15.25,100,2.9,4,2.0,5.0,3.0,,,,H,Colombia,15.5,18.0,18.75,19.25,10.5,13.5,9.5,12.25,10.75,Play creatively,23,13.5,-100,4.0,5,3.0,5.0,2.0,,,,A,CC,Col,2023-04-21,2.0-5.0-3.0,3.0-5.0-2.0,AIM,84,15.235977078003428
73,2023-04-14 23:30:00,Round 6 in America Cup,Argentina,16.370916626481463,22.05248504066854,21.799008201120625,15.208610372874855,16.75,13.0,13.0,10.5,21.75,21.5,15.0,11.0,8.75,(no tactic),0,17.0,100,2.2,1,2.0,5.0,3.0,,,,A,Ecuador,8.25,26.75,26.5,28.25,7.0,9.75,15.75,11.5,8.0,Counter-attacks,25,14.25,-100,1.3,5,5.0,3.0,2.0,,,,H,CC,Ecu,2023-04-14,2.0-5.0-3.0,5.0-3.0-2.0,N,84,16.370916626481463
74,2023-04-07 23:30:00,Round 5 in America Cup,Argentina,11.943996601279299,23.148368239594372,20.833531415634933,22.633960056492274,13.0,13.25,9.75,12.75,22.5,20.25,22.0,10.25,8.0,Play creatively,24,15.5,100,3.0,1,2.0,5.0,3.0,,,,H,Belize,6.75,23.5,22.0,20.75,12.75,5.75,3.0,9.25,5.5,Pressing,14,10.25,-100,0.3,0,5.0,4.0,1.0,,,,A,CC,Bel,2023-04-07,2.0-5.0-3.0,5.0-4.0-1.0,PC,84,11.943996601279299
75,2023-04-03 23:30:00,Round 4 in America Cup,Argentina,16.934229502778624,17.127772211419003,16.624014205200798,16.624014205200798,15.0,13.75,15.25,16.0,17.0,16.5,16.5,10.75,8.25,(no tactic),0,15.75,0,1.8,1,3.0,5.0,2.0,,,,A,Barbados,15.5,17.75,16.75,18.0,13.5,15.75,14.25,11.0,8.75,(no tactic),0,16.25,0,2.4,2,3.0,5.0,2.0,,,,H,CC,Bar,2023-04-03,3.0-5.0-2.0,3.0-5.0-2.0,N,84,16.934229502778624
76,2023-03-31 23:30:00,Round 3 in America Cup,Argentina,13.746322102215668,23.218279272523056,20.15652815966287,20.15652815966287,13.5,14.0,10.75,13.75,22.75,19.75,19.75,10.75,8.5,(no tactic),0,15.75,100,2.4,2,2.0,5.0,3.0,,,,H,Guatemala,6.25,24.0,25.5,25.5,6.25,4.75,17.5,12.5,8.5,Counter-attacks,23,14.0,-100,0.9,1,5.0,4.0,1.0,,,,A,CC,Gua,2023-03-31,2.0-5.0-3.0,5.0-4.0-1.0,N,84,13.746322102215668
77,2023-03-27 23:30:00,Round 2 in America Cup,Argentina,13.22953590314982,12.472304965022184,11.410832202041572,14.329882300238255,10.0,24.0,26.75,24.25,11.75,10.75,13.5,11.5,7.75,Counter-attacks,18,15.25,-100,1.2,3,4.0,4.0,2.0,,,,A,Colombia,6.5,23.75,21.75,23.5,17.25,8.0,17.25,13.5,10.75,Counter-attacks,23,15.5,-100,1.0,0,5.0,3.0,2.0,,,,H,CC,Col,2023-03-27,4.0-4.0-2.0,5.0-3.0-2.0,CA,84,13.22953590314982
78,2023-03-24 23:30:00,Round 1 in America Cup,Argentina,12.41543417261744,16.226736286991002,20.152559582230758,20.937724241278712,10.25,15.0,12.5,15.25,15.5,19.25,20.0,11.0,9.0,(no tactic),0,15.5,0,2.0,1,2.0,5.0,3.0,,,,H,Ecuador,7.0,23.0,25.75,25.0,4.25,5.25,17.5,11.5,8.0,Counter-attacks,23,13.5,-100,0.8,2,5.0,4.0,1.0,,,,A,CC,Ecu,2023-03-24,2.0-5.0-3.0,5.0-4.0-1.0,N,84,12.41543417261744
79,2023-03-17 20:00:00,Friendly match,Argentina,,,,,9.25,13.25,18.0,15.75,11.5,15.5,12.0,9.75,7.25,(no tactic),0,11.25,-100,2.3,3,2.0,5.0,3.0,,,,A,Nicaragua,7.25,16.0,18.25,17.75,9.75,10.75,10.25,10.75,7.5,(no tactic),0,11.0,-100,0.8,1,2.0,5.0,3.0,,,,H,F,Nic,2023-03-17,2.0-5.0-3.0,2.0-5.0-3.0,N,84,
80,2023-03-10 20:00:00,Friendly match,Argentina,,,,,6.5,14.5,20.75,16.75,10.25,12.75,10.5,10.75,7.25,(no tactic),0,14.25,-100,1.3,2,3.0,5.0,2.0,,,,H,Ireland,11.5,9.25,11.75,9.5,8.75,10.75,10.25,8.75,6.75,(no tactic),0,11.25,0,1.0,1,3.0,5.0,2.0,,,,A,F,Ire,2023-03-10,3.0-5.0-2.0,3.0-5.0-2.0,N,84,
