,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Central attack,Central defence,Left attack,Left defence,Right attack,Right defence,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,HomeOrAway,Team name_,Midfield_,Central attack_,Central defence_,Left attack_,Left defence_,Right attack_,Right defence_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield
96,2023-09-22 20:00:00+02:00,84,Friendly,,,,,England,11.5,13.75,15.75,15.0,15.75,15.0,15.75,9.75,12.25,Normal,0,0,3-5-2,3,5,2,0,1,11,UTEEHQQHTHQEQP,H,Indonesia,8.5,7.5,24.5,11.5,22.0,11.25,22.25,7.5,12.0,Counter-attacks,20,0,4-4-2,4,4,2,0,-9,12,ZPTEHUQQEPQUET,A,Ind,2023-09-22,N,F,
97,2023-09-15 20:00:00+02:00,84,Friendly,,,,,England,12.25,11.75,19.25,11.25,17.75,10.75,18.5,9.5,11.5,Normal,0,0,3-5-2,3,5,2,4,-1,10,ZHEHEQQHHpQPQE,H,Misr,8.75,3.25,15.5,6.25,13.0,4.0,12.75,5.75,9.75,Normal,0,0,4-5-1,4,5,1,0,0,10,ZTQEQZHUQZUEZE,A,Mis,2023-09-15,N,F,
98,2023-09-08 20:00:00+02:00,84,World Cup,16.73424422763349,15.660185849392851,14.63328841664578,14.119839700272243,England,13.75,14.25,14.0,13.75,14.0,15.25,15.75,9.75,11.5,Normal,0,0,3-5-2,3,5,2,1,5,15,ZQETEHQZHTQTEW,N,Brasil,8.25,11.75,25.5,13.5,25.0,13.5,24.5,9.0,12.75,Counter-attacks,23,0,5-3-2,5,3,2,2,-9,12,ZHUHHQQEUEUEQH,H,Bra,2023-09-08,N,WC3,16.73424422763349
99,2023-09-04 20:00:00+02:00,84,World Cup,10.567139024558259,15.925329904825523,11.709801400607,16.15952593283766,England,8.25,12.5,19.75,17.25,21.25,17.0,21.25,10.0,12.5,Counter-attacks,20,0,4-4-2,4,4,2,0,-3,15,ZQHEUQQSEQQPET,N,Uganda,14.75,13.75,18.5,12.75,18.0,8.75,18.5,9.0,12.0,Normal,0,0,3-5-2,3,5,2,5,-1,16,ZZEHEPZPTUZEWH,A,Uga,2023-09-04,CA,WC3,10.567139024558259
100,2023-09-01 20:00:00+02:00,84,World Cup,16.62503975478793,11.345954942311558,12.794374722181118,11.345954942311558,England,11.75,13.25,18.5,11.75,19.25,11.75,19.0,10.0,11.25,Normal,0,0,3-5-2,3,5,2,2,-5,16,ZQEPEHQZSHQUWE,N,Suriname,7.5,9.25,22.0,15.5,23.0,16.0,22.25,10.75,13.75,Counter-attacks,18,0,4-4-2,4,4,2,0,-10,16,ZHPEZZHZEQQRPE,H,Sur,2023-09-01,N,WC3,16.62503975478793
101,2023-08-25 20:00:00+02:00,84,World Cup,13.114103431057382,10.83548369719753,9.186605743276168,10.364375710362856,England,12.75,9.75,19.5,11.0,19.75,11.5,20.0,9.25,11.75,Normal,0,0,3-4-3,3,4,3,1,-10,13,ZHPEEZQSETQQHT,H,Chile,11.5,7.75,16.75,21.5,18.25,21.0,18.5,10.5,13.0,Attack in wings,20,0,4-4-2,4,4,2,2,5,16,ZUUEHZQHEHQHEH,A,Chi,2023-08-25,N,WC2,13.114103431057382
102,2023-08-18 20:00:00+02:00,84,World Cup,10.802401420901806,15.18016932333968,8.173937327952135,15.647251456365517,England,8.75,8.75,23.25,16.75,24.75,16.25,24.25,10.0,13.25,Counter-attacks,21,0,4-4-2,4,4,2,2,-10,15,ZZUEHQUQEQQUEW,A,China,16.5,16.0,14.75,15.25,15.5,15.5,16.25,9.75,11.75,Normal,0,0,3-5-2,3,5,2,2,5,12,TUEPEUQUHHQPEU,H,Chi,2023-08-18,CA,WC2,10.802401420901806
103,2023-08-14 20:00:00+02:00,84,World Cup,14.13872077673658,15.118733904307053,17.826566842391898,15.795692138828265,England,12.75,19.75,13.5,17.5,15.25,16.75,16.0,10.75,11.75,Normal,0,0,3-4-3,3,4,3,0,1,15,ZZEPEQQZETQUPT,H,Lubnan,13.5,6.25,21.5,8.25,19.75,7.5,19.25,8.25,12.25,Pressing,11,0,4-5-1,4,5,1,1,-10,17,ZQTEHZUHpHZEHE,A,Lub,2023-08-14,N,WC2,14.13872077673658
104,2023-08-11 20:00:00+02:00,84,World Cup,17.254592259835544,10.759632212200485,12.39696754883969,10.9935372602918,England,11.75,13.25,18.25,11.75,20.0,11.5,20.0,10.25,12.0,Normal,0,0,3-5-2,3,5,2,4,-10,15,ZQEPEZQZSTQWUE,A,Lubnan,12.5,15.75,14.25,13.0,14.0,15.0,15.75,9.75,11.5,Normal,0,0,3-5-2,3,5,2,1,0,18,ZZEHEQZHHHUHHE,H,Lub,2023-08-11,N,WC2,17.254592259835544
105,2023-08-07 20:00:00+02:00,84,World Cup,14.879350904032671,14.297704989586158,16.44236073802408,14.297704989586158,England,14.75,17.25,14.0,15.0,14.75,15.0,15.75,10.25,11.75,Normal,0,0,3-5-2,3,5,2,1,7,15,ZQEPEQQZHHUETU,H,China,11.5,12.75,19.75,12.5,19.5,13.75,19.5,9.5,12.25,Normal,0,0,3-5-2,3,5,2,0,-5,11,TUEHEUQHHUQZWE,A,Chi,2023-08-07,N,WC2,14.879350904032671
106,2023-08-04 20:00:00+02:00,84,World Cup,11.984487519935787,11.601927372679816,10.635100091623165,14.260702395585609,England,7.5,11.0,24.25,14.75,24.5,12.0,23.75,10.5,13.5,Counter-attacks,21,0,4-4-2,4,4,2,2,-9,13,ZZUEQQQpEZQUWE,A,Chile,10.5,18.0,16.75,12.75,17.25,17.25,17.75,11.25,12.5,Normal,0,0,3-4-3,3,4,3,1,3,16,ZZEHEUZHHEHQUU,H,Chi,2023-08-04,CA,WC2,11.984487519935787
107,2023-07-28 20:00:00+02:00,84,World Cup,12.151809849997278,12.233292890312335,11.499295316893594,11.743961174699841,England,12.75,11.75,24.0,12.0,21.25,12.5,22.25,9.25,12.25,Counter-attacks,21,0,4-4-2,4,4,2,1,-10,16,ZQZEUQQUEHQEQU,A,Palestine,13.5,5.75,21.5,5.25,21.75,16.25,22.0,8.0,12.0,Normal,0,0,4-4-2,4,4,2,0,-10,13,ZZHETUHQEpUQTE,H,Pal,2023-07-28,CA,WC1,12.151809849997278
108,2023-07-21 20:00:00+02:00,84,World Cup,13.454220074911289,16.683041469687158,18.375523937626433,16.683041469687158,England,12.25,19.0,10.5,17.25,13.0,17.25,13.5,10.0,11.25,Normal,0,0,2-5-3,2,5,3,1,9,13,ZQEEETUUpUHQPU,H,South Africa,6.0,10.0,21.75,14.75,22.75,14.75,23.25,9.0,12.5,Counter-attacks,24,0,5-3-2,5,3,2,2,-5,15,ZUQQUUQEUESQEW,A,Sou,2023-07-21,N,WC1,13.454220074911289
109,2023-07-14 20:00:00+02:00,84,World Cup,12.192021044575144,13.543354112397036,12.355340593765717,13.543354112397036,England,11.75,13.0,21.75,14.25,22.0,14.25,21.0,9.5,12.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-6,15,ZTUEQQUUpEQQEU,A,PerÃº,11.75,12.5,25.25,11.25,21.25,11.25,23.25,9.25,12.25,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,14,ZQHETQUHEUUEUQ,H,Per,2023-07-14,CA,WC1,12.192021044575144
110,2023-07-07 20:00:00+02:00,84,World Cup,11.493642125395146,16.77661906029949,4.826150688579305,5.055967388035462,England,9.25,5.25,27.0,5.5,27.5,18.25,26.75,9.25,13.75,Counter-attacks,25,0,5-4-1,5,4,1,0,-10,14,ZQTUZQUQpEHUEE,A,MoÃ§ambique,17.5,17.75,13.5,12.0,10.75,19.75,15.75,10.75,11.75,Normal,0,0,2-5-3,2,5,3,1,7,28,UHEHEEQUHTQHQP,H,MoÃ§,2023-07-07,CA,WC1,11.493642125395146
111,2023-06-30 20:00:00+02:00,84,World Cup,11.527324790456964,14.10066332547351,11.750552771227925,14.33567438089807,England,11.0,12.5,20.25,15.25,23.25,15.0,24.25,10.0,13.25,Counter-attacks,19,0,4-4-2,4,4,2,2,0,15,ZTQEZQHHEHUQEU,H,Sverige,6.25,6.5,26.5,12.25,28.0,11.75,27.75,9.0,12.75,Counter-attacks,21,0,5-3-2,5,3,2,0,-10,13,UUHUUHUEEQUQEH,A,Sve,2023-06-30,CA,WC1,11.527324790456964
112,2023-06-23 20:00:00+02:00,84,World Cup,11.605684778769392,15.873434052640226,13.504264791052131,15.873434052640226,England,10.75,14.25,18.25,16.75,21.5,16.75,21.25,9.75,13.0,Counter-attacks,19,0,4-4-2,4,4,2,2,3,14,ZQQETQUHEHHUQE,H,Palestine,8.5,13.25,19.75,13.0,18.5,14.0,18.25,8.25,11.25,Counter-attacks,17,0,4-3-3,4,3,3,1,-5,12,ZHUEPZQEUEHTQQ,A,Pal,2023-06-23,CA,WC1,11.605684778769392
113,2023-06-16 20:00:00+02:00,84,World Cup,17.920167870281194,12.515142494942138,12.74690439299662,12.515142494942138,England,13.0,13.75,19.0,13.5,19.0,13.5,18.75,9.75,13.0,Normal,0,0,3-5-2,3,5,2,3,-4,15,ZQETEQHHHpUWEU,A,South Africa,11.75,20.25,10.75,19.25,12.75,19.5,12.75,10.75,11.5,Normal,0,0,2-5-3,2,5,3,4,10,15,ZUEEEZQTpZSQPU,H,Sou,2023-06-16,N,WC1,17.920167870281194
114,2023-06-09 20:00:00+02:00,84,World Cup,15.755225189853753,11.941386727140841,13.159895576849092,11.697684957199193,England,17.25,13.5,18.25,12.0,18.25,12.25,19.0,9.75,12.25,Normal,0,0,3-5-2,3,5,2,5,7,15,ZZETETUHUHHPEU,H,PerÃº,9.75,2.75,27.25,6.75,25.25,6.5,24.5,7.25,12.0,Pressing,12,0,5-4-1,5,4,1,0,-10,12,ZQTTQUQHpEHHEE,A,Per,2023-06-09,N,WC1,15.755225189853753
115,2023-06-05 20:00:00+02:00,84,World Cup,11.316259678379987,17.52560504440795,13.44429976009377,13.924453322954262,England,9.5,14.0,20.25,14.5,20.75,18.25,23.5,9.25,11.75,Counter-attacks,20,0,4-4-2,4,4,2,1,-6,13,ZQTEUZUQEUHEQP,H,MoÃ§ambique,12.5,8.5,22.25,8.75,21.0,8.75,19.75,10.5,14.25,Play creatively,25,0,4-5-1,4,5,1,2,-10,25,UUPEQHUTHHQWEE,A,MoÃ§,2023-06-05,CA,WC1,11.316259678379987
116,2023-06-02 20:00:00+02:00,84,World Cup,11.079040457453356,13.668645856611729,4.556215285537243,13.668645856611729,England,7.0,4.75,27.0,14.25,27.25,14.25,27.25,8.5,13.25,Counter-attacks,25,0,5-4-1,5,4,1,1,-10,12,ZTZUQQHETUQQEE,A,Sverige,11.25,13.25,18.0,15.0,18.0,14.25,17.5,9.0,11.75,Normal,0,0,3-5-2,3,5,2,1,0,12,UUEUEUUHUHUUEH,H,Sve,2023-06-02,CA,WC1,11.079040457453356
117,2023-05-26 20:00:00+02:00,84,Friendly,,,,,England,7.5,11.25,23.5,12.0,21.0,12.25,20.75,8.25,12.0,Counter-attacks,19,0,4-4-2,4,4,2,2,-5,10,ZZUEUZQUEPQWEZ,A,Hayastan,5.5,7.25,23.0,10.75,21.75,13.25,19.75,8.5,12.5,Counter-attacks,22,0,5-4-1,5,4,1,0,0,13,ZQUTHQUUEpUHEE,H,Hay,2023-05-26,CA,F,
118,2023-05-19 20:00:00+02:00,84,Friendly,,,,,England,3.5,12.5,18.0,13.0,18.75,14.0,19.5,7.75,10.25,Normal,0,0,3-5-2,3,5,2,0,-10,12,UZETEQQTSHQPQE,H,Brasil,7.0,11.5,17.75,13.75,17.5,14.0,16.25,7.75,10.75,Normal,0,0,5-3-2,5,3,2,0,5,11,UUQHUHUEHEQHEQ,A,Bra,2023-05-19,N,F,
119,2023-05-12 20:00:00+02:00,84,Europe Cup,12.377501142592962,11.831948297746083,12.068587263701005,11.831948297746083,England,10.0,12.75,26.0,12.5,23.75,12.5,23.75,8.5,12.25,Counter-attacks,22,0,4-4-2,4,4,2,1,-10,12,ZZUEQQHUEHQQQE,A,Crna Gora,15.25,12.5,9.0,21.25,13.5,21.5,13.75,9.25,10.75,Attack in wings,24,0,2-5-3,2,5,3,1,10,16,UPEEEHQUTHHUTU,H,Crn,2023-05-12,CA,CC,12.377501142592962
120,2023-05-05 20:00:00+02:00,84,Europe Cup,14.235857894654318,15.942953179120826,18.71564068853314,15.942953179120826,England,18.25,20.25,14.25,17.25,15.5,17.25,14.25,9.5,11.5,Normal,0,0,3-4-3,3,4,3,2,5,14,ZHEPEQQHEUUUQP,H,Espana,16.75,11.75,19.75,12.5,19.0,11.5,19.25,10.25,13.0,Play creatively,27,0,3-5-2,3,5,2,3,-10,14,UUEHEHUUZHUEZU,A,Esp,2023-05-05,N,CC,14.235857894654318
121,2023-04-28 20:00:00+02:00,84,Europe Cup,11.924721735758386,14.545626918960576,10.322702974746214,13.841806261591515,England,9.5,11.0,23.25,14.75,25.5,15.5,23.25,8.75,12.5,Counter-attacks,20,0,4-4-2,4,4,2,3,-10,13,ZQQEQQUUHEHUQE,A,Latvija,16.75,19.25,12.0,11.0,7.75,19.25,16.0,10.0,11.0,Normal,0,0,2-5-3,2,5,3,1,10,17,UZHEEEUZHHUUHU,H,Lat,2023-04-28,CA,CC,11.924721735758386
122,2023-04-21 20:00:00+02:00,84,Europe Cup,11.565137927018155,12.99597109701311,12.083973125292891,13.907969068733328,England,10.75,13.25,23.0,15.25,24.25,14.25,23.0,8.5,12.5,Counter-attacks,21,0,4-4-2,4,4,2,1,-10,14,ZQQEQQHUHEUQEQ,H,Suomi,17.25,18.25,14.5,16.75,16.0,16.5,16.25,9.25,11.75,Normal,0,0,2-5-3,2,5,3,2,0,13,ZHEEEHQHHUHWUU,A,Suo,2023-04-21,CA,CC,11.565137927018155
123,2023-04-14 20:00:00+02:00,84,Europe Cup,15.46946745930863,14.841759484311167,17.433177806968672,15.07734296818912,England,15.25,18.5,16.0,16.0,16.75,15.75,16.75,9.75,12.25,Normal,0,0,3-4-3,3,4,3,3,4,14,ZQEPEQHUEHHQQU,A,LÃ«tzebuerg,13.75,16.0,17.75,14.75,17.75,12.25,19.0,7.25,10.75,Normal,0,0,3-5-2,3,5,2,0,-2,13,ZUEHEZZHQUHEHQ,H,LÃ«t,2023-04-14,N,CC,15.46946745930863
124,2023-04-07 20:00:00+02:00,84,Europe Cup,15.68920165754055,17.455742426228582,19.29318899741054,14.469891748057906,England,16.0,21.0,13.25,15.75,12.5,19.0,15.25,10.0,11.75,Normal,0,0,3-5-2,3,5,2,2,10,14,ZQEPEQQUHUHPQE,H,Crna Gora,18.75,14.5,12.0,10.25,7.75,10.25,8.0,8.5,9.75,Attack in the middle,26,0,2-5-3,2,5,3,3,10,13,UEHETEHPQPUTWH,A,Crn,2023-04-07,N,CC,15.68920165754055
125,2023-04-03 20:00:00+02:00,84,Europe Cup,10.619082243060413,6.380152424394705,4.489736891240718,16.304833973453132,England,8.75,4.75,30.0,17.25,27.5,6.75,28.75,7.5,12.75,Counter-attacks,25,0,5-4-1,5,4,1,2,-10,12,ZQUQQQHEHQHEEQ,A,Espana,16.0,19.25,14.75,18.25,16.0,15.0,15.25,10.5,13.0,Normal,0,0,3-5-2,3,5,2,0,4,14,UUEHEQHHUHQEQP,H,Esp,2023-04-03,CA,CC,10.619082243060413
126,2023-03-31 20:00:00+02:00,84,Europe Cup,14.143541443274469,17.487508607930796,20.6017224696171,17.7270635203682,England,13.0,21.5,11.75,18.5,14.0,18.25,14.75,10.0,11.25,Normal,0,0,2-5-3,2,5,3,2,9,15,ZQEEEQQHUUUPQQ,H,Latvija,8.25,5.25,25.5,18.5,24.0,5.25,23.75,10.0,13.5,Counter-attacks,23,0,5-4-1,5,4,1,1,-10,17,UZHHUZUEHUQEEH,A,Lat,2023-03-31,N,CC,14.143541443274469
127,2023-03-27 20:00:00+02:00,84,Europe Cup,12.853222156045264,10.788680446141857,10.788680446141857,11.524272294742437,England,9.0,11.0,25.5,11.75,27.0,11.0,25.75,8.25,12.25,Counter-attacks,20,0,4-4-2,4,4,2,3,-10,12,ZQUEQQHHUEQWQE,A,Suomi,14.25,16.0,15.5,15.0,16.25,14.75,16.0,10.0,12.25,Normal,0,0,3-5-2,3,5,2,1,0,13,ZZEQEHQUHHQPEU,H,Suo,2023-03-27,CA,CC,12.853222156045264
128,2023-03-24 20:00:00+01:00,84,Europe Cup,15.511427591389028,14.044243049175023,16.223522143012527,14.770669413787521,England,11.75,16.75,15.0,15.25,16.5,14.5,14.5,9.75,12.25,Normal,0,0,3-5-2,3,5,2,2,3,15,ZQEPEQHHHUQPQE,H,LÃ«tzebuerg,5.25,6.75,24.0,15.25,25.25,16.5,25.25,6.5,11.25,Counter-attacks,21,0,5-3-2,5,3,2,3,-10,12,ZUUHQZQEpEHUEQ,A,LÃ«t,2023-03-24,N,CC,15.511427591389028
129,2023-03-17 20:00:00+01:00,84,Friendly,,,,,England,5.25,11.25,23.25,12.25,21.0,12.0,20.5,8.5,12.25,Counter-attacks,21,0,4-4-2,4,4,2,1,-2,10,UQUEUQQpEUQWQE,A,Ghana,7.75,8.75,17.0,11.0,18.0,9.75,12.0,7.25,10.25,Normal,0,0,4-5-1,4,5,1,1,-9,9,ZQHEHUQUZHQHEE,H,Gha,2023-03-17,CA,F,
130,2023-03-10 20:00:00+01:00,84,Friendly,,,,,England,10.5,16.75,13.5,16.0,15.25,16.25,15.5,8.0,10.25,Normal,0,0,3-4-3,3,4,3,3,7,10,ZQEPEQHpHEZTWZ,A,Deutschland,10.25,20.5,11.75,14.5,8.75,14.5,8.5,9.75,10.75,Attack in the middle,25,0,2-5-3,2,5,3,3,10,12,ZEPEHEHZTZQQTU,H,Deu,2023-03-10,N,F,
