,Match Datetime,campaign,Competition,scaled midfield,sc_ra,sc_ca,sc_la,Team name,Midfield,Central attack,Central defence,Left attack,Left defence,Right attack,Right defence,ISP attack,ISP defence,Tactic,Tactic skill,Average goals,Formation,Defender_number,Mid_number,Forward_number,Actual goals,Style of play,Total exp,spex,HomeOrAway,Team name_,Midfield_,Central attack_,Central defence_,Left attack_,Left defence_,Right attack_,Right defence_,ISP attack_,ISP defence_,Tactic_,Tactic skill_,Average goals_,Formation_,Defender_number_,Mid_number_,Forward_number_,Actual goals_,Style of play_,Total exp_,spex_,HomeOrAway_,Opponent,Match Date,Tactic short,Match Type,scaled_midfield
41,2024-08-02 20:00:00+02:00,88,Europe Cup,14.990073419148102,13.359893837543893,14.574429640956975,14.088615319591742,England,17.75,15.0,18.25,14.5,18.25,13.75,18.0,8.0,11.25,Normal,0,0,3-5-2,3,5,2,3,1,14,ZQEUEQQUQUQPEU,H,Eesti,17.25,16.25,15.75,14.25,15.5,15.25,16.5,6.75,10.25,Normal,0,0,3-5-2,3,5,2,1,0,15,ZHEHEUUQQHQWQE,A,Ees,2024-08-02,N,CC,14.990073419148102
42,2024-07-26 20:00:00+02:00,88,Europe Cup,17.005397806297786,13.665806343569729,15.90202919979023,14.162744756063175,England,16.0,16.0,16.25,14.25,17.75,13.75,17.25,7.75,11.0,Normal,0,0,3-5-2,3,5,2,1,0,13,ZQEUEQUUQUQWEU,A,Suomi,7.0,8.0,23.75,17.75,25.5,19.25,26.0,9.25,13.25,Counter-attacks,23,0,5-3-2,5,3,2,0,-10,13,ZQHHQQUEpEUUEQ,H,Suo,2024-07-26,N,CC,17.005397806297786
43,2024-07-19 20:00:00+02:00,88,Europe Cup,11.19695042488857,18.15611599857279,7.41587836561424,16.11035644943783,England,8.5,7.25,21.75,15.75,23.25,17.75,22.5,9.0,12.5,Counter-attacks,19,0,4-4-2,4,4,2,1,-5,13,ZQUEZQQUEHQUEZ,A,Island,17.0,17.25,15.75,15.75,16.5,15.25,16.5,8.25,10.5,Normal,0,0,3-5-2,3,5,2,0,0,11,ZHEHEPUTHHHHEZ,H,Isl,2024-07-19,CA,CC,11.19695042488857
44,2024-07-12 20:00:00+02:00,88,Europe Cup,14.719160531042231,16.555935727313386,17.559325771392988,16.05424070527359,England,17.0,17.5,15.0,16.0,16.25,16.5,17.0,9.25,11.25,Normal,0,0,3-5-2,3,5,2,1,2,14,ZQEPEQQUTQQPEU,H,MagyarorszÃ¡g,17.75,19.0,13.25,13.25,10.5,16.75,14.0,8.0,10.25,Normal,0,0,2-5-3,2,5,3,4,10,13,ZQEEQEQUHHQUQW,A,Mag,2024-07-12,N,CC,14.719160531042231
45,2024-07-05 20:00:00+02:00,88,Europe Cup,11.504077546803904,17.905872488647464,5.719931489429051,10.69378495849779,England,9.25,5.75,25.5,10.75,26.25,18.0,27.75,9.0,13.0,Counter-attacks,23,0,5-4-1,5,4,1,0,-10,14,UQHUZQQQpEHUEE,A,Srbija,17.5,16.75,17.25,14.0,17.25,14.0,17.0,9.75,11.25,Normal,0,0,3-5-2,3,5,2,1,5,11,ZQEQETQHTUQQUE,H,Srb,2024-07-05,CA,CC,11.504077546803904
46,2024-06-28 20:00:00+02:00,88,Europe Cup,17.95557397461082,11.877955044405283,12.620327234680614,12.125412441163729,England,14.25,12.75,20.0,12.25,20.0,12.0,20.0,9.0,12.0,Normal,0,0,3-5-2,3,5,2,1,-10,13,UQEUETQPpTQWEU,A,Eesti,16.0,21.75,12.75,13.75,10.5,17.75,13.5,8.25,10.25,Normal,0,0,2-5-3,2,5,3,2,10,16,ZHEEHEQHQQUUQP,H,Ees,2024-06-28,N,CC,17.95557397461082
47,2024-06-24 20:00:00+02:00,88,Europe Cup,15.508589317113808,11.68185966617264,19.38691604173332,16.90141398510084,England,18.25,19.5,16.0,17.0,15.0,11.75,13.25,10.5,11.25,Normal,0,0,2-5-3,2,5,3,1,0,12,UEUEEZHpPUQZUP,H,Suomi,7.25,7.0,27.0,16.0,27.25,15.5,27.25,9.25,13.5,Counter-attacks,25,0,5-3-2,5,3,2,1,-10,11,UQHPQHHEpEUQEU,A,Suo,2024-06-24,N,CC,15.508589317113808
48,2024-06-21 20:00:00+02:00,88,Europe Cup,11.695620808861579,15.543979508185389,14.587426923066287,14.826565069346062,England,10.75,15.25,19.25,15.5,22.0,16.25,20.0,10.0,12.25,Counter-attacks,19,0,4-4-2,4,4,2,0,-2,13,UTUEZQQUTEQZQE,H,Island,9.75,4.75,28.0,16.75,25.0,4.25,23.75,6.25,11.5,Counter-attacks,21,0,5-4-1,5,4,1,2,-10,12,ZHPQHHETHUZEEH,A,Isl,2024-06-21,CA,CC,11.695620808861579
49,2024-06-17 20:00:00+02:00,88,Europe Cup,17.49466349017272,11.44361444193362,13.433808257922076,11.692388668932178,England,12.25,13.5,21.25,11.75,20.5,11.5,21.25,8.5,11.75,Normal,0,0,3-5-2,3,5,2,3,-7,13,UTEUEQQPpUHWEZ,A,MagyarorszÃ¡g,13.0,19.0,15.5,16.25,15.25,12.5,12.25,8.75,10.0,Normal,0,0,2-5-3,2,5,3,0,0,12,ZEQEEQTHUUQUQP,H,Mag,2024-06-17,N,CC,17.49466349017272
50,2024-06-14 20:00:00+02:00,88,Europe Cup,14.52133646853441,15.497095778400023,19.371369723000033,16.707806386087526,England,11.0,20.0,14.5,17.25,16.5,16.0,17.25,9.5,11.25,Normal,0,0,3-4-3,3,4,3,1,0,13,ZQEPETQTEUQZQP,H,Srbija,6.5,8.5,28.0,14.75,24.75,12.5,26.5,8.75,12.25,Counter-attacks,19,0,4-4-2,4,4,2,3,-10,12,ZQUEQTQUpEQQEH,A,Srb,2024-06-14,N,CC,14.52133646853441
51,2024-06-07 20:00:00+02:00,88,Friendly,,,,,England,8.0,12.5,19.5,13.0,19.25,13.0,19.0,8.25,11.0,Normal,0,0,3-5-2,3,5,2,3,2,11,ZHETEUQUpZZUEW,A,Malta,2.75,7.75,19.25,8.75,16.5,8.25,17.25,6.5,10.25,Normal,0,0,4-5-1,4,5,1,0,0,8,ZPUEUHUHQQHEPE,H,Mal,2024-06-07,N,F,
52,2024-05-31 20:00:00+02:00,88,Friendly,,,,,England,6.5,11.25,18.75,11.5,14.75,5.5,16.75,6.75,10.0,Normal,0,0,5-3-2,5,3,2,0,2,9,ZQTPHHEQTETEQQ,A,Botswana,9.5,7.0,16.0,4.75,13.5,16.5,15.75,7.5,9.75,Normal,0,0,4-5-1,4,5,1,1,-10,11,ZUEUHQQQQTHQEE,H,Bot,2024-05-31,N,F,
53,2024-05-24 20:00:00+02:00,86,Friendly,,,,,England,5.25,11.5,20.0,12.0,15.5,5.5,17.75,6.5,10.0,Normal,0,0,5-3-2,5,3,2,2,2,9,ZQTPHHEQTETEQQ,H,Al Maghrib ,8.75,6.0,22.5,12.25,20.25,11.75,20.0,7.75,13.0,Pressing,14,0,4-5-1,4,5,1,1,0,10,ZTQEQUHppTUQEE,A,Al ,2024-05-24,N,F,
54,2024-05-17 20:00:00+02:00,86,World Cup,17.23319338576188,12.136329460372941,16.099212549474313,12.87937003957945,England,17.5,16.25,16.25,13.0,18.0,12.25,15.75,10.5,11.25,Normal,0,0,3-5-2,3,5,2,1,-10,15,ZQEHEZQUQHQWEU,N,Argentina,14.5,12.0,24.75,16.25,22.75,15.5,22.25,8.5,12.0,Counter-attacks,20,0,4-4-2,4,4,2,3,-10,16,ZQHEUQQQEHQEQU,H,Arg,2024-05-17,N,WC5,17.23319338576188
55,2024-05-13 20:00:00+02:00,86,World Cup,13.616845149660607,22.16677796686449,20.403511537682085,19.899721129344258,England,11.25,20.25,9.75,19.75,13.0,22.0,11.75,10.0,10.75,Normal,0,0,3-5-2,3,5,2,3,10,14,ZHEEZQQHUQQEQU,N,Latvija,2.5,9.5,30.0,12.5,30.5,12.5,30.5,8.5,13.25,Counter-attacks,27,0,5-3-2,5,3,2,2,-10,12,ZHUUUTQQEEQQEQ,A,Lat,2024-05-13,N,WC5,13.616845149660607
56,2024-05-10 20:00:00+02:00,86,World Cup,17.497976320813326,12.594038111039751,14.495024995724997,11.643544668697128,England,13.5,15.25,17.0,12.25,16.75,13.25,18.75,10.25,11.5,Normal,0,0,3-5-2,3,5,2,0,-10,14,ZZEHEHQTQHQWUE,N,Espana,13.75,14.5,19.5,13.75,18.5,12.25,18.25,9.75,12.25,Normal,0,0,3-5-2,3,5,2,3,0,18,UUEHEUHUQUQEQP,H,Esp,2024-05-10,N,WC5,17.497976320813326
57,2024-05-03 20:00:00+02:00,86,World Cup,17.593746706611064,13.68781442640866,15.608911188009875,13.447677331208508,England,17.25,16.25,16.0,14.0,17.0,14.25,17.25,10.25,11.75,Normal,0,0,3-5-2,3,5,2,2,0,14,ZZEHEHQTQHQWUE,N,Deutschland,13.5,13.5,25.0,14.25,23.25,14.5,23.0,9.25,12.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,15,ZHTEUUHUHEQEQU,H,Deu,2024-05-03,N,WC4,17.593746706611064
58,2024-04-29 20:00:00+02:00,86,World Cup,16.91589272359633,13.39889586136052,15.835058745244252,13.39889586136052,England,13.25,16.25,16.75,13.75,18.25,13.75,17.5,10.0,12.25,Normal,0,0,3-5-2,3,5,2,2,-2,14,ZZEHEHUUHTQUTE,N,Canada,9.75,12.25,25.25,13.25,23.5,14.25,23.25,8.75,12.5,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,17,ZZTEPTHHTEUHUE,A,Can,2024-04-29,N,WC4,16.91589272359633
59,2024-04-26 20:00:00+02:00,86,World Cup,13.045421208731225,13.912936812331212,13.193302149624424,12.7135457078199,England,9.25,13.75,22.75,13.25,23.25,14.5,22.5,9.5,12.0,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,13,ZQUEHZQTQEUUWE,N,Espana,13.25,15.0,18.5,13.5,17.5,12.75,17.5,9.75,12.5,Normal,0,0,3-5-2,3,5,2,2,0,17,UUEUEUQUQUHPQE,H,Esp,2024-04-26,CA,WC4,13.045421208731225
60,2024-04-19 20:00:00+02:00,86,World Cup,17.156489517126147,14.949254398943904,18.625300562618634,12.743626700739066,England,16.5,19.0,14.25,13.0,13.25,15.25,16.25,10.5,11.5,Normal,0,0,2-5-3,2,5,3,2,3,14,ZZEEHEQUQTQUQW,N,RepÃºblica Dominicana,6.75,6.75,27.0,15.5,25.25,17.25,26.5,8.75,13.25,Counter-attacks,23,0,5-3-2,5,3,2,0,-10,17,ZUQTPQQEPEHQEQ,H,Rep,2024-04-19,N,WC3,17.156489517126147
61,2024-04-15 20:00:00+02:00,86,World Cup,12.379213631069478,12.572902038322328,13.540048348962507,13.298261771302462,England,9.25,14.0,21.75,13.75,23.5,13.0,23.75,9.25,12.25,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,13,ZZUEHQHUTEQETU,N,USA,15.0,16.0,17.0,14.75,17.5,14.5,17.25,9.0,12.0,Normal,0,0,3-5-2,3,5,2,2,-1,15,ZHEUEHQUQUUUQE,A,USA,2024-04-15,CA,WC3,12.379213631069478
62,2024-04-12 20:00:00+02:00,86,World Cup,12.565566725320314,12.328604683385125,12.328604683385125,11.845129989919041,England,8.5,12.75,22.5,12.25,24.5,12.75,24.25,9.0,11.75,Counter-attacks,19,0,4-4-2,4,4,2,2,-10,13,ZQHEUZQETUHUTE,N,Hrvatska,11.5,16.75,15.5,18.75,15.5,14.0,14.75,8.0,10.75,Normal,0,0,3-5-2,3,5,2,2,0,15,ZHETETQUZHUTEU,H,Hrv,2024-04-12,CA,WC3,12.565566725320314
63,2024-04-05 20:00:00+02:00,86,World Cup,15.38391769383173,15.15527396367935,18.136639333583485,13.416144164568605,England,17.25,18.25,15.25,13.5,15.5,15.25,15.0,10.5,12.0,Normal,0,0,3-5-2,3,5,2,2,6,12,ZQEHEZUTUHHTUE,H,Bosna i Hercegovina,16.5,17.75,15.0,15.25,16.0,13.25,13.75,8.25,10.25,Normal,0,0,3-5-2,3,5,2,0,3,14,ZHEPEZUUTTUQEU,A,Bos,2024-04-05,N,WC2,15.38391769383173
64,2024-03-29 20:00:00+01:00,86,World Cup,13.42458347984242,17.80088626089199,22.378257013692785,18.055184636047585,England,16.25,22.0,11.5,17.75,14.0,17.5,13.75,10.5,10.75,Normal,0,0,3-4-3,3,4,3,2,10,13,ZQEHEQQUEQUPQQ,H,Honduras,13.0,5.75,26.25,15.5,23.25,5.0,23.25,8.25,12.75,Pressing,15,0,4-5-1,4,5,1,1,-10,16,UUUEPUUQpPQEEQ,A,Hon,2024-03-29,N,WC2,13.42458347984242
65,2024-03-25 20:00:00+01:00,86,World Cup,11.882815570284272,10.269054826359092,11.809413050312955,13.09304490360784,England,9.75,11.5,25.75,12.75,23.0,10.0,25.0,9.5,13.0,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,14,ZQUEUQHEHUQEQW,A,Nederland,14.75,19.25,15.75,14.25,13.0,19.75,16.5,11.25,12.25,Normal,0,0,2-5-3,2,5,3,2,-5,15,UUEEUEUQQUUQQQ,H,Ned,2024-03-25,CA,WC2,11.882815570284272
66,2024-03-22 20:00:00+01:00,86,World Cup,9.32345862276757,16.969049745346187,4.242262436336547,6.987255777495488,England,8.5,4.25,29.0,7.0,28.25,17.0,27.25,9.0,14.0,Counter-attacks,24,0,5-4-1,5,4,1,0,-10,13,ZQHUUQUHHEZQEE,H,Nederland,13.5,12.75,21.0,13.5,17.75,12.0,19.0,10.25,13.5,Normal,0,0,2-5-3,2,5,3,2,0,14,UEHEEUQpUUUWQQ,A,Ned,2024-03-22,CA,WC2,9.32345862276757
67,2024-03-18 20:00:00+01:00,86,World Cup,17.640377584561346,13.629227651106616,16.449067854783845,14.56917438566569,England,12.25,17.5,15.75,15.5,16.25,14.5,15.75,10.25,11.5,Normal,0,0,3-5-2,3,5,2,1,0,12,ZQEUEQQHHUUEQW,A,Honduras,12.0,12.25,19.25,7.0,16.75,14.5,19.25,10.0,12.0,Normal,0,0,3-5-2,3,5,2,5,1,15,UUEHEUQPUUQPEU,H,Hon,2024-03-18,N,WC2,17.640377584561346
68,2024-03-15 20:00:00+01:00,86,World Cup,17.169507712441728,9.44663274560258,9.931075450505276,9.688854098053927,England,10.75,10.25,24.0,10.0,21.25,9.75,22.25,9.75,12.5,Normal,0,0,3-5-2,3,5,2,2,-4,12,ZQEUEQHHHUUEQW,A,Bosna i Hercegovina,8.25,15.0,19.25,16.0,19.0,15.75,19.0,8.5,11.25,Counter-attacks,18,0,4-4-2,4,4,2,0,0,13,ZPPEZZQSEQUPEU,H,Bos,2024-03-15,N,WC2,17.169507712441728
69,2024-03-08 20:00:00+01:00,86,World Cup,12.790248429103839,19.172327269822958,19.64571806660871,17.988850277858575,England,9.0,20.75,12.0,19.0,13.25,20.25,13.0,10.5,11.75,Normal,0,0,3-4-3,3,4,3,0,10,14,ZQETETUUEHQZQW,A,Kyrgyz Republic,11.25,12.5,14.5,11.0,15.0,10.5,13.75,8.25,10.5,Play creatively,22,0,3-5-2,3,5,2,1,-2,12,UQEUEQHUZHQQQE,H,Kyr,2024-03-08,N,WC1,12.790248429103839
70,2024-03-01 20:00:00+01:00,86,World Cup,8.494082942928566,13.42536093019797,12.962417449846315,12.730945709670486,England,10.25,14.0,22.5,13.75,21.5,14.5,21.75,10.0,12.5,Counter-attacks,19,0,4-4-2,4,4,2,3,-10,13,ZQUETQQUEHUPEQ,H,Indonesia,10.75,14.0,19.75,14.5,18.5,14.0,19.25,8.0,11.0,Normal,0,0,3-4-3,3,4,3,4,1,13,ZZEHEPQpEpQQWH,A,Ind,2024-03-01,CA,WC1,8.494082942928566
71,2024-02-23 20:00:00+01:00,86,World Cup,11.18082511522541,11.865436724463649,11.865436724463649,11.632781102415342,England,10.75,12.75,22.75,12.5,23.0,12.75,24.25,10.25,12.5,Counter-attacks,18,0,4-4-2,4,4,2,2,-10,13,ZQUETQQEHUUWQE,A,Guatemala,14.75,18.5,16.5,13.25,17.5,12.25,17.75,8.25,10.25,Normal,0,0,3-4-3,3,4,3,1,0,15,ZUEUEQQETHUUQQ,H,Gua,2024-02-23,CA,WC1,11.18082511522541
72,2024-02-16 20:00:00+01:00,86,World Cup,10.92340080383988,17.934083655949454,5.978027885316484,9.196965977409976,England,8.75,6.5,25.25,10.0,25.5,19.5,27.0,9.25,13.0,Counter-attacks,22,0,5-4-1,5,4,1,1,-10,16,ZQUTUQHUUETQEE,A,Angola,14.0,11.25,18.5,16.5,18.25,11.5,18.25,9.0,12.5,Normal,0,0,3-5-2,3,5,2,1,0,19,ZUEUEHQUHQQUET,H,Ang,2024-02-16,CA,WC1,10.92340080383988
73,2024-02-09 20:00:00+01:00,86,World Cup,11.955560472557602,12.688613958050658,12.915196350158704,14.048108310698941,England,11.25,14.25,21.25,15.5,24.0,14.0,21.75,9.5,12.0,Counter-attacks,19,0,4-4-2,4,4,2,1,-10,15,ZTTEUQHHUEQPEQ,H,Suomi,14.5,13.25,18.25,12.75,19.25,12.5,19.25,9.75,12.25,Normal,0,0,3-5-2,3,5,2,1,-10,11,ZQEHEZHUHUHEUW,A,Suo,2024-02-09,CA,WC1,11.955560472557602
74,2024-02-02 20:00:00+01:00,86,World Cup,13.405233630977563,14.454797646920898,16.978651204319785,14.22535641443009,England,12.0,18.5,17.0,15.5,20.0,15.75,15.25,10.0,11.25,Normal,0,0,3-4-3,3,4,3,3,0,15,ZTETEQHUEHHPZU,H,Kyrgyz Republic,5.0,11.75,26.0,10.25,23.25,10.0,24.25,8.25,12.0,Counter-attacks,22,0,5-3-2,5,3,2,1,-10,15,ZZUPPQHETEQEQU,A,Kyr,2024-02-02,N,WC1,13.405233630977563
75,2024-01-26 20:00:00+01:00,86,World Cup,16.924861026454217,12.571204453466212,14.705937285186891,12.571204453466212,England,16.0,15.5,17.0,13.25,18.0,13.25,18.25,8.25,10.75,Normal,0,0,3-5-2,3,5,2,3,0,14,ZQEUEUHHUHHWUE,A,Indonesia,16.5,17.0,14.75,16.5,16.0,11.5,10.0,9.0,11.25,Normal,0,0,2-5-3,2,5,3,0,10,12,ZEEPEHQZpHQHPQ,H,Ind,2024-01-26,N,WC1,16.924861026454217
76,2024-01-19 20:00:00+01:00,86,World Cup,15.231506169680197,10.643957508988658,9.918233133375795,10.643957508988658,England,14.0,10.25,22.5,11.0,20.5,11.0,21.0,9.5,12.75,Normal,0,0,3-4-3,3,4,3,3,0,15,ZQETETHHEHHZUQ,H,Guatemala,7.25,7.0,19.25,16.25,24.0,16.25,23.5,8.75,11.0,Counter-attacks,18,0,4-4-2,4,4,2,1,-10,13,ZPQEZPQUEHQQEU,A,Gua,2024-01-19,N,WC1,15.231506169680197
77,2024-01-15 20:00:00+01:00,86,World Cup,15.783204288266825,12.842123611331255,18.7875512091698,17.59846568960209,England,13.25,19.75,13.0,18.5,13.75,13.5,10.75,10.0,11.25,Normal,0,0,2-5-3,2,5,3,1,10,15,ZEUEETHHHHHZQQ,H,Angola,7.75,11.75,27.0,12.0,24.5,12.0,24.5,8.5,12.75,Counter-attacks,24,0,5-3-2,5,3,2,2,-10,16,ZUHUTHQEQEZUEH,A,Ang,2024-01-15,N,WC1,15.783204288266825
78,2024-01-12 20:00:00+01:00,86,World Cup,18.20128075153051,10.914181662286612,9.490592749814446,10.914181662286612,England,11.5,10.0,20.0,11.5,18.75,11.5,19.25,9.0,12.5,Normal,0,0,4-5-1,4,5,1,0,0,15,ZQTEUTHHHHHZEE,A,Suomi,13.25,13.75,16.5,14.5,17.25,14.5,17.5,10.0,13.0,Normal,0,0,3-5-2,3,5,2,0,0,12,ZHEHEZHUHUHZEP,H,Suo,2024-01-12,N,WC1,18.20128075153051
79,2024-01-05 20:00:00+01:00,86,Friendly,,,,,England,7.25,13.0,20.75,11.75,18.75,12.5,24.75,8.75,11.25,Counter-attacks,16,0,3-4-3,3,4,3,1,-10,9,UTPEEHQQEUQQHQ,A,Brasil,6.25,14.0,21.0,13.5,19.75,13.25,21.5,8.0,10.75,Counter-attacks,18,0,4-3-3,4,3,3,3,-10,11,ZQUEHZQEUEQHPU,H,Bra,2024-01-05,CA,F,
80,2023-12-29 20:00:00+01:00,86,Friendly,,,,,England,8.0,19.75,14.5,16.5,17.5,11.75,15.0,8.0,9.75,Normal,0,0,3-4-3,3,4,3,5,0,9,ZTEUEHETZTQQUQ,H,Hayastan,7.75,18.0,11.25,11.75,9.25,16.5,11.5,8.25,9.0,Normal,0,0,2-5-3,2,5,3,4,10,13,ZQEEPEQQQTQUHU,A,Hay,2023-12-29,N,F,
81,2023-12-22 20:00:00+01:00,86,Europe Cup,11.74670849196558,11.796810000859754,12.759814898889122,12.037561225367096,England,9.25,13.25,24.25,12.5,22.75,12.25,23.0,9.0,11.75,Counter-attacks,18,0,4-4-2,4,4,2,4,-10,10,ZTPETHQTEZQZEU,A,San Marino,14.75,16.0,9.5,15.75,11.5,14.75,11.25,7.5,8.75,Normal,0,0,2-5-3,2,5,3,1,10,11,UQEEEHQTQTUUPT,H,San,2023-12-22,CA,CC,11.74670849196558
82,2023-12-15 20:00:00+01:00,86,Europe Cup,9.452749295994773,15.115021790679396,11.336266343009546,16.53205508355559,England,11.5,12.0,22.0,17.5,20.75,16.0,21.5,9.75,12.5,Counter-attacks,19,0,4-4-2,4,4,2,1,-3,13,ZZHEPHQHEHQZQE,H,Slovensko,17.25,12.75,19.0,12.75,19.5,13.0,19.5,9.75,12.5,Normal,0,0,3-5-2,3,5,2,2,-10,12,ZUEUEUQHQHZTEW,A,Slo,2023-12-15,CA,CC,9.452749295994773
83,2023-12-08 20:00:00+01:00,86,Europe Cup,10.114662724262647,8.669978574148294,6.326741121675782,8.669978574148294,England,7.25,6.75,30.75,9.25,29.75,9.25,30.5,9.0,14.25,Pressing,14,0,5-4-1,5,4,1,0,-10,14,UZHTQQQHpEQEZE,A,Belarus,11.75,8.75,19.5,19.0,20.25,19.5,21.75,7.75,11.25,Normal,0,0,4-4-2,4,4,2,0,-1,13,ZTUEQHQTEQHHEH,H,Bel,2023-12-08,Pr,CC,10.114662724262647
84,2023-12-01 20:00:00+01:00,86,Europe Cup,15.066313120856615,16.47170019048954,17.399683299812896,16.007708635827868,England,16.25,18.75,14.0,17.25,15.25,17.75,14.0,9.5,11.5,Normal,0,0,3-5-2,3,5,2,3,10,16,UQEHEZHHSHQEPZ,H,Rossiya,17.5,13.5,17.0,11.25,12.5,18.0,17.0,6.0,10.25,Normal,0,0,3-5-2,3,5,2,3,0,17,ZPEQPEHQSHQWET,A,Ros,2023-12-01,N,CC,15.066313120856615
85,2023-11-24 20:00:00+01:00,86,Europe Cup,16.444146090111843,12.399698281496555,13.30149452015085,13.526943579814423,England,15.75,14.75,18.25,15.0,18.5,13.75,19.25,9.25,12.0,Normal,0,0,3-5-2,3,5,2,3,0,14,UQEHEZQHTHHZQE,A,Andorra,16.75,22.25,11.25,14.25,7.0,13.75,7.5,10.0,9.5,Attack in the middle,23,0,2-5-3,2,5,3,4,10,10,UEHEHEUHQZQPUU,H,And,2023-11-24,N,CC,16.444146090111843
86,2023-11-17 20:00:00+01:00,86,Europe Cup,11.823518781779141,14.430875970327016,12.336071393989224,15.594656290514678,England,11.25,13.25,19.0,16.75,20.75,15.5,20.0,9.5,12.25,Counter-attacks,18,0,4-4-2,4,4,2,3,0,14,ZQQEZQQEHHHZQE,H,San Marino,16.5,12.5,13.75,11.25,13.25,11.0,14.75,7.0,9.5,Normal,0,0,3-5-2,3,5,2,0,0,10,ZQEUEHUQTUQWEH,A,San,2023-11-17,CA,CC,11.823518781779141
87,2023-11-13 20:00:00+01:00,86,Europe Cup,12.480607360268905,12.126348928500716,11.650805833265393,12.364120476118377,England,12.25,12.25,25.25,13.0,23.75,12.75,23.25,10.0,13.25,Counter-attacks,20,0,4-4-2,4,4,2,3,-10,14,ZQTEQZQHEHQQET,A,Slovensko,18.5,14.25,18.5,13.25,18.75,12.75,18.25,10.25,13.0,Normal,0,0,3-5-2,3,5,2,1,-10,14,ZHEHEUQHQHUEQP,H,Slo,2023-11-13,CA,CC,12.480607360268905
88,2023-11-10 20:00:00+01:00,86,Europe Cup,15.77548853288306,14.605044058553755,14.84846145952965,14.118209256601961,England,14.5,15.25,15.75,14.5,16.25,15.0,17.25,9.25,11.75,Normal,0,0,3-5-2,3,5,2,3,3,14,ZZEHEQHHHTQTQE,H,Belarus,15.0,16.5,18.25,14.25,17.5,13.75,18.25,9.25,11.75,Normal,0,0,3-5-2,3,5,2,1,1,12,ZTEPEHHZHQTHEH,A,Bel,2023-11-10,N,CC,15.77548853288306
89,2023-11-06 20:00:00+01:00,86,Europe Cup,10.353984514592018,11.26680262065935,6.232699322066875,20.136413194369904,England,7.25,6.5,24.0,21.0,26.0,11.75,25.0,9.75,13.25,Counter-attacks,24,0,5-4-1,5,4,1,1,-10,14,ZTQTZQQEHHQEEQ,A,Rossiya,8.75,6.5,23.5,15.75,25.0,15.75,26.0,7.25,11.5,Counter-attacks,19,0,4-4-2,4,4,2,2,0,14,ZUQETHHQSEQEQH,H,Ros,2023-11-06,CA,CC,10.353984514592018
90,2023-11-03 20:00:00+01:00,86,Europe Cup,12.211123848540298,15.981380021475022,16.465664264550025,15.497095778400023,England,9.25,17.0,15.0,16.0,15.5,16.5,15.0,11.0,12.75,Normal,0,0,3-4-3,3,4,3,5,7,13,ZTETEQQHETQQQT,H,Andorra,10.75,19.25,11.75,13.0,7.75,13.0,7.5,9.25,9.25,Attack in the middle,23,0,2-5-3,2,5,3,4,10,11,ZEHEUEQHQHUWTU,A,And,2023-11-03,N,CC,12.211123848540298
91,2023-10-27 20:00:00+02:00,86,Friendly,,,,,England,8.5,11.5,15.5,15.0,16.5,15.5,17.5,7.0,9.75,Normal,0,0,3-5-2,3,5,2,1,0,9,ZQEUEQQQUHQTEU,A,Brasil,8.75,14.75,15.25,14.0,16.25,14.25,16.5,8.25,11.25,Normal,0,0,3-5-2,3,5,2,2,0,9,ZHEHEUQHHHUETH,H,Bra,2023-10-27,N,F,
92,2023-10-20 20:00:00+02:00,86,Friendly,,,,,England,9.5,13.75,15.5,13.25,15.0,14.0,15.25,7.25,10.5,Normal,0,0,3-5-2,3,5,2,0,10,9,ZTETEQQpHZQPET,H,RomÃ¢nia,11.0,13.75,19.5,11.25,20.25,14.0,19.75,9.75,12.0,Normal,0,0,3-5-2,3,5,2,4,3,12,ZQEQEZHHSPQEQW,A,Rom,2023-10-20,N,F,
93,2023-10-13 20:00:00+02:00,84,Friendly,,,,,England,3.75,11.5,21.5,12.5,19.5,14.5,19.75,7.0,10.25,Counter-attacks,19,0,4-4-2,4,4,2,2,-4,9,ZQZETUQQEpQUEP,H,Severna Makedonija,9.0,17.0,17.5,15.5,19.25,15.5,17.5,9.25,12.0,Normal,0,0,3-4-3,3,4,3,3,0,14,ZTEPEPQPEHUHUQ,A,Sev,2023-10-13,CA,F,
94,2023-10-06 20:00:00+02:00,84,Friendly,,,,,England,6.5,4.25,26.5,17.75,27.0,8.75,27.25,8.75,13.75,Counter-attacks,25,0,5-4-1,5,4,1,2,-5,11,UZTUQHQETQQEEQ,A,Latvija,7.25,13.5,20.75,20.25,21.5,7.0,20.0,9.0,10.75,Counter-attacks,20,0,4-3-3,4,3,3,0,-8,13,ZUZEHUEEUUUHHU,H,Lat,2023-10-06,CA,F,
95,2023-09-29 20:00:00+02:00,84,Friendly,,,,,England,7.5,10.75,22.5,16.0,23.25,14.5,23.5,9.5,12.5,Counter-attacks,19,0,4-4-2,4,4,2,3,-2,11,UQTEUHQHEQQEQP,H,Latvija,12.25,15.5,16.5,15.0,17.75,17.75,16.75,8.0,10.0,Normal,0,0,3-4-3,3,4,3,0,0,10,ZQEQEQUQEpQUHH,A,Lat,2023-09-29,CA,F,
