,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Midfielder_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Midfielder_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
10,2024-07-05 23:30:00,Round 6 in America Cup,Bolivia,12.675905086739995,10.088466822402369,11.769877959469431,11.28947477745027,11.5,22.25,25.25,23.0,10.5,12.25,11.75,12.5,9.0,Counter-attacks,17,15.75,-100,1.8,4,4,4.0,2,,A,Venezuela,13.25,16.25,15.0,13.0,19.75,17.25,9.25,11.25,9.75,(no tactic),0,11.75,0,1.2,1,3,5.0,2,,H,CC,Ven,2024-07-05,4-4.0-2,3-5.0-2,CA,88,12.675905086739995
11,2024-06-28 23:30:00,Round 5 in America Cup,Bolivia,12.06479395052302,10.231735844389517,10.475348602589268,14.373152733785274,11.25,22.0,25.5,23.0,10.5,10.75,14.75,12.0,8.25,Counter-attacks,18,16.0,-100,1.4,2,4,4.0,2,,A,Uruguay,14.0,16.0,14.25,16.5,15.0,15.75,14.25,11.25,8.75,(no tactic),0,13.5,0,1.5,1,2,5.0,3,,H,CC,Uru,2024-06-28,4-4.0-2,2-5.0-3,CA,88,12.06479395052302
12,2024-06-24 23:30:00,Round 4 in America Cup,Bolivia,13.158303820456187,12.711478769039537,13.209968132531285,15.702414949990018,14.25,18.5,19.0,18.75,12.75,13.25,15.75,12.25,9.0,(no tactic),0,15.75,-10,0.8,1,3,5.0,2,,H,PerÃº,13.5,20.5,24.0,20.5,8.25,8.0,9.5,13.25,9.0,Pressing,13,17.0,-100,0.6,0,4,5.0,1,,A,CC,Per,2024-06-24,3-5.0-2,4-5.0-1,N,88,13.158303820456187
13,2024-06-21 23:30:00,Round 3 in America Cup,Bolivia,13.150038143180389,11.42262202117347,11.168785976258505,14.468654560153064,13.25,18.75,21.25,21.25,11.25,11.0,14.25,12.25,8.75,(no tactic),0,15.5,-10,1.6,2,3,5.0,2,,H,El Salvador,10.0,19.5,23.0,20.25,12.25,11.0,11.75,11.75,8.25,Counter-attacks,16,14.0,-80,1.1,1,4,4.0,2,,A,CC,El ,2024-06-21,3-5.0-2,4-4.0-2,N,88,13.150038143180389
14,2024-06-17 23:30:00,Round 2 in America Cup,Bolivia,11.72487801963693,18.10025587614975,9.894806545628528,10.61881678067452,9.0,22.5,24.0,21.25,18.75,10.25,11.0,12.25,9.0,Counter-attacks,18,15.25,-100,1.4,0,4,4.0,2,,A,Ecuador,12.0,20.5,22.0,18.75,11.25,11.25,11.5,11.5,8.25,(no tactic),0,12.5,20,1.2,3,3,5.0,2,,H,CC,Ecu,2024-06-17,4-4.0-2,3-5.0-2,CA,88,11.72487801963693
15,2024-06-14 23:30:00,Round 1 in America Cup,Bolivia,13.246553798620242,15.928225171011777,19.548276346241728,15.204214935965789,11.0,15.25,12.75,15.75,16.5,20.25,15.75,11.75,10.0,(no tactic),0,15.75,0,2.1,1,2,5.0,3,,H,Venezuela,9.75,20.0,21.0,20.5,11.5,12.75,11.25,11.5,8.25,(no tactic),0,12.75,-60,1.3,1,3,5.0,2,,A,CC,Ven,2024-06-14,2-5.0-3,3-5.0-2,N,88,13.246553798620242
16,2024-06-07 20:00:00,Friendly match,Bolivia,,,,,5.25,5.25,9.25,10.0,6.75,5.25,7.0,7.25,5.75,Pressing,11,8.25,0,0.1,0,3,5.0,2,,H,Saint Vincent and the Grenadines,6.75,16.5,16.25,17.0,11.25,11.0,9.75,9.25,7.0,(no tactic),0,9.0,0,3.4,4,3,5.0,2,,A,F,Sai,2024-06-07,3-5.0-2,3-5.0-2,Pr,88,
17,2024-05-31 20:00:00,Friendly match,Bolivia,,,,,7.0,7.0,10.25,10.75,5.25,5.0,6.5,8.25,8.5,Attack on wings,17,8.0,80,0.3,1,5,4.0,1,,H,Nigeria,9.0,16.75,18.25,17.5,8.5,10.75,6.5,9.5,7.0,Counter-attacks,20,11.25,0,3.1,3,5,3.0,2,,A,F,Nig,2024-05-31,5-4.0-1,5-3.0-2,AOW,88,
18,2024-05-24 20:00:00,Friendly match,Bolivia,,,,,5.0,8.75,10.75,9.75,8.25,5.5,7.25,8.0,7.25,Attack on wings,20,8.0,80,0.3,0,5,4.0,1,,H,Viá»‡t Nam,7.5,22.25,25.25,24.5,9.5,9.25,9.25,11.25,7.75,(no tactic),0,11.0,0,5.0,7,4,4.0,2,,A,F,Viá»‡,2024-05-24,5-4.0-1,4-4.0-2,AOW,86,
19,2024-05-17 20:00:00,Friendly match,Bolivia,,,,,5.75,6.0,10.25,11.75,7.75,9.0,10.75,7.5,7.25,(no tactic),0,8.5,0,0.2,0,3,4.0,3,,H,Cameroon,9.5,22.0,23.0,24.25,8.75,8.5,5.0,9.75,6.5,(no tactic),0,8.75,-50,4.6,5,3,5.0,2,,A,F,Cam,2024-05-17,3-4.0-3,3-5.0-2,N,86,
20,2024-05-10 20:00:00,Friendly match,Bolivia,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,5,0,,0,0.0,H,Honduras,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,0,0,,0,0.0,A,F,Hon,2024-05-10,0-nan-0,0-nan-0,WO,86,
21,2024-05-03 20:00:00,Friendly match,Bolivia,,,,,8.75,14.5,13.75,12.5,9.0,9.5,11.25,11.5,8.25,(no tactic),0,8.5,0,0.4,1,2,5.0,3,,A,Lubnan,9.5,14.75,18.0,16.25,8.0,6.25,8.0,10.0,7.0,Pressing,12,9.25,-50,0.7,0,4,5.0,1,,H,F,Lub,2024-05-03,2-5.0-3,4-5.0-1,N,86,
22,2024-04-26 20:00:00,Friendly match,Bolivia,,,,,8.0,14.25,14.5,14.0,13.0,15.25,12.75,9.25,7.75,(no tactic),0,9.25,0,1.6,1,3,4.0,3,,A,Crna Gora,7.75,21.0,18.5,19.75,12.5,10.25,12.75,10.25,7.25,Counter-attacks,19,9.5,0,1.7,1,4,4.0,2,,H,F,Crn,2024-04-26,3-4.0-3,4-4.0-2,N,86,
23,2024-04-19 20:00:00,Friendly match,Bolivia,,,,,6.5,21.0,23.5,23.0,4.75,10.75,12.75,10.5,7.25,Counter-attacks,21,9.0,-100,1.3,2,5,3.0,2,,A,Uganda,7.5,15.25,14.25,12.75,11.5,10.5,12.0,9.5,7.0,(no tactic),0,9.25,50,0.6,1,3,4.0,3,,H,F,Uga,2024-04-19,5-3.0-2,3-4.0-3,CA,86,
24,2024-04-12 20:00:00,Friendly match,Bolivia,,,,,4.25,19.25,21.5,22.0,3.75,7.75,16.75,10.5,7.0,Counter-attacks,20,9.0,-100,0.9,0,5,3.0,2,,H,Pilipinas,9.25,16.75,16.5,15.75,12.0,12.5,13.5,9.75,6.75,(no tactic),0,10.25,0,1.5,3,3,5.0,2,,A,F,Pil,2024-04-12,5-3.0-2,3-5.0-2,CA,86,
25,2024-04-05 20:00:00,Match 6 in round II of World Cup,Bolivia,13.893314348651844,12.12430612175794,7.325101615228755,16.41833120654721,15.75,18.5,17.25,18.5,12.0,7.25,16.25,12.0,8.25,Attack on wings,22,15.75,0,1.7,3,3,5.0,2,,A,Hrvatska,10.75,21.75,24.75,22.25,13.5,12.5,13.75,11.0,7.5,Counter-attacks,18,14.75,-90,1.1,0,4,4.0,2,,H,WC2,Hrv,2024-04-05,3-5.0-2,4-4.0-2,AOW,86,13.893314348651844
26,2024-03-29 20:00:00,Match 5 in round II of World Cup,Bolivia,12.740087314549621,13.991342184512373,14.740878372968393,16.239950749880435,16.75,16.75,15.75,16.75,14.0,14.75,16.25,11.5,9.0,(no tactic),0,16.0,0,1.8,1,3,5.0,2,,H,Canada,16.75,17.75,17.25,17.75,13.5,15.0,13.75,10.5,8.0,(no tactic),0,17.25,0,2.0,3,3,5.0,2,,A,WC2,Can,2024-03-29,3-5.0-2,3-5.0-2,N,86,12.740087314549621
27,2024-03-25 20:00:00,Match 4 in round II of World Cup,Bolivia,11.828468507939746,14.51754851224638,11.072706492391307,10.826646348115945,11.0,21.0,23.25,20.5,14.75,11.25,11.0,12.25,9.0,Counter-attacks,17,15.75,-100,1.0,0,4,4.0,2,,A,Suriname,9.0,24.5,23.5,24.25,16.75,5.75,13.25,13.0,9.5,Counter-attacks,20,17.75,-100,1.1,1,4,4.0,2,,H,WC2,Sur,2024-03-25,4-4.0-2,4-4.0-2,CA,86,11.828468507939746
28,2024-03-22 20:00:00,Match 3 in round II of World Cup,Bolivia,11.14407841978263,19.495563040800196,10.858288275888714,18.01488736681537,11.75,15.75,12.25,15.25,19.75,11.0,18.25,11.75,9.75,Attack on wings,21,13.25,20,1.7,1,3,5.0,2,,H,Suriname,12.75,20.5,22.75,20.5,9.5,9.25,10.0,13.25,10.0,(no tactic),0,16.0,-100,1.6,1,3,5.0,2,,A,WC2,Sur,2024-03-22,3-5.0-2,3-5.0-2,AOW,86,11.14407841978263
29,2024-03-18 20:00:00,Match 2 in round II of World Cup,Bolivia,11.474894163343693,13.536924991460346,10.92453595802063,10.449556133758863,9.25,21.75,24.25,22.0,14.25,11.5,11.0,12.25,9.0,Counter-attacks,17,14.75,-100,1.7,0,4,4.0,2,,A,Canada,15.25,14.25,12.0,14.5,15.75,19.0,15.75,10.0,8.0,(no tactic),0,17.0,100,2.4,2,2,5.0,3,,H,WC2,Can,2024-03-18,4-4.0-2,2-5.0-3,CA,86,11.474894163343693
30,2024-03-15 20:00:00,Match 1 in round II of World Cup,Bolivia,9.432825646172342,13.94248257474755,6.009690764977392,15.144420727743027,8.25,22.5,24.5,23.0,14.5,6.25,15.75,12.75,9.25,Counter-attacks,18,15.75,-100,1.2,3,4,4.0,2,,H,Hrvatska,8.5,21.5,22.75,21.0,13.5,13.0,13.5,11.25,8.25,Counter-attacks,19,14.75,-100,0.8,2,4,4.0,2,,A,WC2,Hrv,2024-03-15,4-4.0-2,4-4.0-2,CA,86,9.432825646172342
31,2024-03-08 20:00:00,Match 10 in round I of World Cup,Bolivia,10.791330809620561,5.080313336894228,4.849390003399037,15.702786677673071,9.0,24.25,28.25,24.5,5.5,5.25,17.0,13.0,8.75,Counter-attacks,22,14.0,-100,1.0,1,5,4.0,1,,A,Chinese Taipei,17.25,14.0,10.75,14.0,18.0,20.5,18.0,10.75,8.75,(no tactic),0,16.75,100,2.5,2,2,5.0,3,,H,WC1,Chi,2024-03-08,5-4.0-1,2-5.0-3,CA,86,10.791330809620561
32,2024-03-01 20:00:00,Match 9 in round I of World Cup,Bolivia,11.840014954469371,12.432109300044552,13.135813600047074,12.197541200043712,14.5,18.25,19.25,18.25,13.25,14.0,13.0,12.5,10.0,(no tactic),0,16.5,-30,1.5,3,3,5.0,2,,H,Bahrain,9.75,23.0,22.5,24.75,6.5,9.75,15.0,10.75,7.5,Counter-attacks,21,15.75,-100,0.6,1,5,3.0,2,,A,WC1,Bah,2024-03-01,3-5.0-2,5-3.0-2,N,86,11.840014954469371
33,2024-02-23 20:00:00,Match 8 in round I of World Cup,Bolivia,11.838665637412085,11.227592413514019,10.272052633640484,11.944247248419167,10.5,22.5,22.75,23.5,11.75,10.75,12.5,13.0,10.0,Counter-attacks,16,16.5,-100,1.1,3,4,4.0,2,,A,Turkiye,15.0,14.75,13.25,14.5,16.75,17.25,17.5,10.25,8.0,(no tactic),0,12.75,10,1.8,1,3,4.0,3,,H,WC1,Tur,2024-02-23,4-4.0-2,3-4.0-3,CA,86,11.838665637412085
34,2024-02-16 20:00:00,Match 7 in round I of World Cup,Bolivia,11.817675619485893,13.391571800831187,15.095953666391521,16.3133692846489,12.5,14.75,12.0,14.5,13.75,15.5,16.75,10.75,9.25,(no tactic),0,15.25,70,1.9,1,2,5.0,3,,H,RD Congo,6.25,26.5,27.0,24.5,3.25,4.0,15.75,12.0,7.25,Counter-attacks,22,14.0,-100,0.7,0,5,4.0,1,,A,WC1,RD ,2024-02-16,2-5.0-3,5-4.0-1,N,86,11.817675619485893
35,2024-02-09 20:00:00,Match 6 in round I of World Cup,Bolivia,12.607095832508795,10.99656072540893,11.974032789889725,11.974032789889725,11.0,20.75,23.25,20.75,11.25,12.25,12.25,13.0,10.25,Counter-attacks,17,16.25,-100,1.7,2,4,4.0,2,,A,Deutschland,14.0,14.25,11.5,14.5,20.25,22.25,19.0,11.0,9.0,(no tactic),0,14.0,100,2.6,2,2,5.0,3,,H,WC1,Deu,2024-02-09,4-4.0-2,2-5.0-3,CA,86,12.607095832508795
36,2024-02-02 20:00:00,Match 5 in round I of World Cup,Bolivia,13.29512405441373,13.016260086899823,13.753029525780946,15.96333784242431,13.5,17.25,17.0,17.25,13.25,14.0,16.25,12.5,10.25,(no tactic),0,15.75,0,1.7,2,3,5.0,2,,H,Chinese Taipei,13.25,18.5,19.25,18.5,13.0,13.75,12.75,11.5,8.25,(no tactic),0,17.75,0,1.8,2,3,5.0,2,,A,WC1,Chi,2024-02-02,3-5.0-2,3-5.0-2,N,86,13.29512405441373
37,2024-01-26 20:00:00,Match 4 in round I of World Cup,Bolivia,11.631528076301727,13.02344663248928,12.076286877399149,12.313076816171682,9.25,22.75,21.75,23.0,13.75,12.75,13.0,12.75,10.5,Counter-attacks,16,15.0,-100,1.3,0,4,4.0,2,,A,Bahrain,9.5,23.0,22.25,22.75,10.75,10.5,11.25,10.75,8.0,Counter-attacks,18,14.5,-100,0.5,2,4,4.0,2,,H,WC1,Bah,2024-01-26,4-4.0-2,4-4.0-2,CA,86,11.631528076301727
38,2024-01-19 20:00:00,Match 3 in round I of World Cup,Bolivia,14.030842584846244,13.024929239241922,15.678155565754167,11.095310092687566,16.25,17.25,16.5,17.25,13.5,16.25,11.5,12.5,11.25,(no tactic),0,16.25,-10,2.0,4,3,5.0,2,,H,Turkiye,14.75,17.75,17.75,16.75,16.0,16.25,14.0,12.0,9.0,(no tactic),0,15.25,0,1.7,2,3,5.0,2,,A,WC1,Tur,2024-01-19,3-5.0-2,3-5.0-2,N,86,14.030842584846244
39,2024-01-15 20:00:00,Match 2 in round I of World Cup,Bolivia,16.61024386115232,15.562955591651017,17.069048068262408,12.299755225659675,12.75,14.5,14.25,11.25,15.5,17.0,12.25,12.0,11.0,(no tactic),0,15.75,30,1.5,3,2,5.0,3,,A,RD Congo,9.25,24.75,22.5,22.0,17.5,8.5,5.0,11.5,7.75,Counter-attacks,19,13.75,-100,1.4,0,4,4.0,2,,H,WC1,RD ,2024-01-15,2-5.0-3,4-4.0-2,N,86,16.61024386115232
40,2024-01-12 20:00:00,Match 1 in round I of World Cup,Bolivia,14.14972792125344,13.032184230827818,14.480204700919797,13.27352097584315,11.75,17.25,18.0,17.75,13.5,15.0,13.75,12.25,10.0,(no tactic),0,15.5,-10,1.8,1,3,5.0,2,,H,Deutschland,10.75,18.25,17.75,18.5,13.5,15.0,13.5,11.75,8.5,(no tactic),0,13.25,0,1.7,4,3,5.0,2,,A,WC1,Deu,2024-01-12,3-5.0-2,3-5.0-2,N,86,14.14972792125344
41,2024-01-05 20:00:00,Friendly match,Bolivia,,,,,6.5,19.75,19.0,19.75,11.25,10.75,8.25,10.5,7.0,(no tactic),0,9.75,-100,0.6,2,3,5.0,2,,A,PerÃº,6.5,17.25,22.5,20.0,6.5,11.75,11.5,12.75,9.0,Counter-attacks,18,10.5,-30,0.8,0,5,3.0,2,,H,F,Per,2024-01-05,3-5.0-2,5-3.0-2,N,86,
42,2023-12-29 23:30:00,Quarterfinals in America Cup,Bolivia,15.582227883018515,13.027066982145229,18.00103801169159,18.711605301626783,18.0,7.5,13.0,17.0,13.75,19.0,19.75,12.5,11.25,(no tactic),0,16.25,90,2.2,0,2,5.0,3,,N,Argentina,11.5,23.75,25.75,22.75,13.5,13.75,13.5,12.0,8.75,Counter-attacks,18,19.5,-100,2.8,2,4,4.0,2,,H,CCQF,Arg,2023-12-29,2-5.0-3,4-4.0-2,N,86,15.582227883018515
43,2023-12-22 23:30:00,Round 10 in America Cup,Bolivia,11.486603226083338,21.0195603530319,13.137225220644938,20.541843072281175,12.25,14.5,10.0,14.25,22.0,13.75,21.5,12.5,11.25,Attack on wings,22,15.5,90,2.5,3,3,5.0,2,,H,Costa Rica,8.25,22.75,24.5,24.0,16.25,13.25,7.25,12.0,7.75,Counter-attacks,22,15.5,-100,1.6,2,5,3.0,2,,A,CC,Cos,2023-12-22,3-5.0-2,5-3.0-2,AOW,86,11.486603226083338
44,2023-12-15 23:30:00,Round 9 in America Cup,Bolivia,12.358567732812725,11.480349699906935,11.480349699906935,11.714642550925443,11.0,22.25,22.5,22.25,12.25,12.25,12.5,13.25,10.5,Counter-attacks,18,16.5,-100,1.5,2,4,4.0,2,,A,USA,15.75,14.0,13.75,14.5,15.75,19.75,18.5,11.0,9.75,(no tactic),0,16.0,30,2.6,3,2,5.0,3,,H,CC,USA,2023-12-15,4-4.0-2,2-5.0-3,CA,86,12.358567732812725
45,2023-12-08 23:30:00,Round 8 in America Cup,Bolivia,13.732760987001232,18.10866901189169,17.412181742203547,18.10866901189169,12.25,12.5,10.25,12.5,19.5,18.75,19.5,11.75,10.75,Play creatively,23,14.25,100,3.1,3,2,5.0,3,,A,Belize,8.25,23.5,25.0,21.0,14.75,6.75,3.75,10.25,7.25,Counter-attacks,19,13.0,-100,1.1,3,5,3.0,2,,H,CC,Bel,2023-12-08,2-5.0-3,5-3.0-2,PC,86,13.732760987001232
46,2023-12-01 23:30:00,Round 7 in America Cup,Bolivia,13.252289115579213,15.835923932518892,14.229380924872048,13.999874780922498,14.25,16.25,15.0,15.75,17.25,15.5,15.25,12.0,10.0,(no tactic),0,13.75,0,2.2,2,3,5.0,2,,H,Panama,8.75,21.25,22.75,20.5,12.5,5.0,11.5,12.0,8.0,Counter-attacks,24,14.5,-60,0.8,2,5,4.0,1,,A,CC,Pan,2023-12-01,3-5.0-2,5-4.0-1,N,86,13.252289115579213
47,2023-11-24 23:30:00,Round 6 in America Cup,Bolivia,15.15597347327608,12.577435387462746,10.714111626357154,14.20784367843014,13.75,18.25,18.5,19.0,13.5,11.5,15.25,13.0,10.0,(no tactic),0,15.5,0,2.5,3,3,5.0,2,,A,Ecuador,12.25,15.5,15.5,14.25,15.75,18.0,11.25,10.5,8.75,(no tactic),0,14.75,0,1.5,1,3,5.0,2,,H,CC,Ecu,2023-11-24,3-5.0-2,3-5.0-2,N,86,15.15597347327608
48,2023-11-17 23:30:00,Round 5 in America Cup,Bolivia,15.013965805095314,13.031073941009957,13.248258506693457,12.59670480964296,14.0,17.5,17.5,17.5,15.0,15.25,14.5,12.5,9.75,(no tactic),0,14.25,-10,2.0,1,3,5.0,2,,A,Costa Rica,13.75,19.75,20.75,20.0,12.75,12.0,8.75,11.75,8.0,(no tactic),0,14.5,30,1.5,4,3,5.0,2,,H,CC,Cos,2023-11-17,3-5.0-2,3-5.0-2,N,86,15.013965805095314
49,2023-11-13 23:30:00,Round 4 in America Cup,Bolivia,11.542371772329988,11.244504821004089,9.92162190088596,11.244504821004089,12.5,22.5,22.25,22.0,12.75,11.25,12.75,12.5,9.5,Counter-attacks,17,13.25,-100,1.3,1,4,4.0,2,,H,USA,16.75,16.25,15.75,15.0,14.75,16.0,13.5,11.75,9.25,(no tactic),0,15.0,30,1.6,0,3,5.0,2,,A,CC,USA,2023-11-13,4-4.0-2,3-5.0-2,CA,86,11.542371772329988
50,2023-11-10 23:30:00,Round 3 in America Cup,Bolivia,13.150038143180389,12.53574454814297,14.392891888608595,12.767887965701172,13.25,17.0,14.5,17.25,13.5,15.5,13.75,11.5,9.75,(no tactic),0,13.75,50,2.6,4,2,5.0,3,,H,Belize,6.25,23.75,25.25,22.75,4.25,7.75,16.75,9.75,5.75,Counter-attacks,19,11.75,-100,0.9,0,5,3.0,2,,A,CC,Bel,2023-11-10,2-5.0-3,5-3.0-2,N,86,13.150038143180389
51,2023-11-06 23:30:00,Round 2 in America Cup,Bolivia,12.701951187940008,12.058136551684987,10.875966301519792,12.294570601718025,9.75,22.0,21.75,21.5,12.75,11.5,13.0,12.25,9.0,Counter-attacks,17,11.75,-80,1.1,1,4,4.0,2,,A,Panama,11.75,18.0,18.75,19.5,5.75,12.75,17.75,12.5,9.75,(no tactic),0,14.75,30,1.2,0,4,4.0,2,,H,CC,Pan,2023-11-06,4-4.0-2,4-4.0-2,CA,86,12.701951187940008
52,2023-11-03 23:30:00,Round 1 in America Cup,Bolivia,12.343379675987045,14.721541445935129,15.686888425996449,14.962878190950459,10.25,17.0,16.75,17.0,15.25,16.25,15.5,12.0,9.75,(no tactic),0,12.0,0,1.6,1,3,4.0,3,,H,Ecuador,7.0,24.0,26.0,24.25,5.5,8.0,18.0,12.0,8.25,Counter-attacks,27,15.0,-100,1.2,0,5,4.0,1,,A,CC,Ecu,2023-11-03,3-4.0-3,5-4.0-1,N,86,12.343379675987045
53,2023-10-27 20:00:00,Friendly match,Bolivia,,,,,6.0,14.75,14.5,14.25,14.75,13.25,13.25,10.25,7.25,(no tactic),0,9.5,100,1.6,2,3,5.0,2,,H,Andorra,4.25,19.25,19.25,21.5,10.0,4.5,11.0,10.75,8.0,Counter-attacks,17,10.75,-100,0.8,0,5,4.0,1,,A,F,And,2023-10-27,3-5.0-2,5-4.0-1,N,86,
54,2023-10-20 20:00:00,Friendly match,Bolivia,,,,,7.5,9.5,11.75,10.25,7.5,7.5,7.5,10.25,8.0,(no tactic),0,8.75,100,0.3,0,3,5.0,2,,H,Al Kuwayt,9.0,19.75,18.75,19.5,15.0,7.75,15.0,12.0,8.0,Counter-attacks,18,13.75,0,3.1,2,4,5.0,1,,A,F,Al ,2023-10-20,3-5.0-2,4-5.0-1,N,86,
