,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Midfielder_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Midfielder_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
55,2023-10-13 20:00:00,Friendly match,Bolivia,,,,,7.25,9.0,12.5,9.75,7.5,8.25,7.5,9.75,7.5,(no tactic),0,8.25,100,0.6,1,3,5.0,2,,H,Cuba,6.75,18.75,19.0,18.0,12.25,9.0,5.25,9.25,8.0,Counter-attacks,18,15.25,0,2.1,3,4,5.0,1,,A,F,Cub,2023-10-13,3-5.0-2,4-5.0-1,N,84,
56,2023-10-06 20:00:00,Friendly match,Bolivia,,,,,5.75,9.0,11.75,8.25,6.5,6.25,7.5,9.75,8.25,(no tactic),0,8.25,100,0.2,0,3,5.0,2,,H,Ecuador,9.25,16.25,15.0,10.0,12.0,15.5,6.5,9.25,7.5,Counter-attacks,13,10.0,0,4.1,3,3,4.0,3,,A,F,Ecu,2023-10-06,3-5.0-2,3-4.0-3,N,84,
57,2023-09-29 20:00:00,Friendly match,Bolivia,,,,,8.0,8.25,13.75,15.5,9.0,13.0,10.5,10.5,8.5,(no tactic),0,10.25,100,1.7,4,2,5.0,3,,A,Iran,9.25,16.5,15.0,12.0,10.75,10.75,8.75,9.5,8.25,(no tactic),0,10.5,0,2.6,0,4,5.0,1,,H,F,Ira,2023-09-29,2-5.0-3,4-5.0-1,N,84,
58,2023-09-22 20:00:00,Match 3 in round IV of World Cup,Bolivia,15.662401060748278,13.456690065819178,13.456690065819178,13.20749210163734,16.0,17.5,17.5,17.0,13.5,13.5,13.25,12.25,9.75,(no tactic),0,15.75,-10,2.2,2,3,5.0,2,,N,Schweiz,14.25,16.5,16.0,16.25,15.0,13.5,15.25,12.0,9.5,(no tactic),0,16.0,100,1.7,4,3,5.0,2,,H,WC4,Sch,2023-09-22,3-5.0-2,3-5.0-2,N,84,15.662401060748278
59,2023-09-18 20:00:00,Match 2 in round IV of World Cup,Bolivia,9.775841343885853,16.36391563970372,4.572270546387804,3.3690414552331194,7.0,27.25,29.0,28.75,17.0,4.75,3.5,14.25,9.5,Counter-attacks,23,15.75,-100,0.6,0,5,4.0,1,,N,MoÃ§ambique,14.0,17.5,18.25,17.75,13.5,13.5,13.25,13.25,10.25,(no tactic),0,27.25,0,1.0,2,3,5.0,2,,A,WC4,MoÃ§,2023-09-18,5-4.0-1,3-5.0-2,CA,84,9.775841343885853
60,2023-09-15 20:00:00,Match 1 in round IV of World Cup,Bolivia,15.68665373971851,13.470846281680537,13.470846281680537,12.749193802304795,13.0,17.25,17.25,16.75,14.0,14.0,13.25,12.0,9.5,(no tactic),0,13.75,0,3.3,3,3,5.0,2,,N,Slovensko,11.25,13.0,14.0,15.25,14.5,18.0,17.5,13.25,11.0,Play creatively,25,18.25,100,2.5,3,2,5.0,3,,A,WC4,Slo,2023-09-15,3-5.0-2,2-5.0-3,N,84,15.68665373971851
61,2023-09-08 20:00:00,Match 3 in round III of World Cup,Bolivia,9.229175306721764,15.074572471448967,4.339649650871673,4.339649650871673,6.25,27.5,28.5,27.25,16.5,4.75,4.75,14.25,9.25,Counter-attacks,22,15.25,-100,0.8,0,5,4.0,1,,N,Schweiz,14.75,15.75,14.0,12.75,16.5,18.75,15.75,11.25,10.0,(no tactic),0,15.0,100,1.6,2,3,5.0,2,,A,WC3,Sch,2023-09-08,5-4.0-1,3-5.0-2,CA,84,9.229175306721764
62,2023-09-04 20:00:00,Match 2 in round III of World Cup,Bolivia,12.572569879931116,9.76326411961664,9.995722789131321,12.785226823307504,9.75,21.0,24.5,22.0,10.5,10.75,13.75,13.25,10.0,Counter-attacks,18,14.5,-100,2.5,5,4,4.0,2,,N,Nippon,12.25,16.75,13.25,7.25,20.0,18.0,8.25,11.25,10.5,Play creatively,26,18.0,50,2.5,3,2,5.0,3,,H,WC3,Nip,2023-09-04,4-4.0-2,2-5.0-3,CA,84,12.572569879931116
63,2023-09-01 20:00:00,Match 1 in round III of World Cup,Bolivia,14.232743041201795,13.906511905578727,12.228139779043364,12.467907225691272,11.0,18.25,18.25,18.5,14.5,12.75,13.0,12.75,10.5,(no tactic),0,13.75,-20,3.1,5,3,5.0,2,,N,Prateh Kampuchea,11.0,12.25,10.5,12.5,19.5,21.0,19.5,10.25,8.75,(no tactic),0,15.0,100,2.7,2,2,5.0,3,,H,WC3,Pra,2023-09-01,3-5.0-2,2-5.0-3,N,84,14.232743041201795
64,2023-08-25 20:00:00,Match 6 in round II of World Cup,Bolivia,10.031365450309343,17.00549157194212,5.175584391460645,3.6968459939004608,12.75,25.75,26.75,25.0,17.25,5.25,3.75,14.0,9.5,Counter-attacks,21,15.75,-100,1.1,3,5,4.0,1,,H,LÃ«tzebuerg,18.5,16.75,15.5,14.25,15.5,16.0,14.25,10.5,8.25,(no tactic),0,15.75,0,1.2,0,3,5.0,2,,A,WC2,LÃ«t,2023-08-25,5-4.0-1,3-5.0-2,CA,84,10.031365450309343
65,2023-08-18 20:00:00,Match 5 in round II of World Cup,Bolivia,11.5376959618435,3.726476553829246,5.217067175360944,15.899633296338115,11.5,23.75,26.0,24.75,3.75,5.25,16.0,13.5,9.5,Counter-attacks,23,15.25,-100,1.1,0,5,4.0,1,,A,Tanzania,16.0,14.5,17.25,17.25,11.25,16.0,14.0,12.0,9.75,(no tactic),0,15.5,0,1.0,0,3,5.0,2,,H,WC2,Tan,2023-08-18,5-4.0-1,3-5.0-2,CA,84,11.5376959618435
66,2023-08-14 20:00:00,Match 4 in round II of World Cup,Bolivia,11.889575475047993,17.47590926125769,8.614884847098864,17.72204882831766,14.75,17.5,14.5,17.25,17.75,8.75,18.0,13.75,11.25,Attack on wings,23,15.5,-20,2.1,1,3,5.0,2,,H,Ukraina,15.5,17.25,17.75,17.75,14.25,14.5,15.25,11.25,7.5,(no tactic),0,16.25,30,1.8,2,3,5.0,2,,A,WC2,Ukr,2023-08-14,3-5.0-2,3-5.0-2,AOW,84,11.889575475047993
67,2023-08-11 20:00:00,Match 3 in round II of World Cup,Bolivia,12.573110558546814,11.058538463759268,11.288924681754253,11.058538463759268,10.5,21.0,23.5,19.5,12.0,12.25,12.0,13.75,11.0,Counter-attacks,19,16.0,-100,1.8,0,4,4.0,2,,A,Ukraina,13.0,17.75,16.5,17.0,14.75,15.25,15.0,10.75,8.0,(no tactic),0,16.25,40,1.6,3,2,5.0,3,,H,WC2,Ukr,2023-08-11,4-4.0-2,2-5.0-3,CA,84,12.573110558546814
68,2023-08-07 20:00:00,Match 2 in round II of World Cup,Bolivia,12.850182910410645,10.484186019726078,9.53107819975098,10.245909064732304,11.75,21.0,20.5,20.75,11.0,10.0,10.75,13.5,10.75,(no tactic),0,14.25,-30,1.5,4,3,5.0,2,,H,Tanzania,7.5,22.5,18.75,22.75,19.25,8.5,19.25,11.5,8.75,Counter-attacks,16,15.75,-30,1.2,1,4,4.0,2,,A,WC2,Tan,2023-08-07,3-5.0-2,4-4.0-2,N,84,12.850182910410645
69,2023-08-04 20:00:00,Match 1 in round II of World Cup,Bolivia,10.541370271991902,5.801839348380524,5.076609429832957,14.74634167713383,7.25,25.25,24.75,25.25,6.0,5.25,15.25,14.75,10.5,Counter-attacks,23,16.75,-100,1.0,2,5,4.0,1,,A,LÃ«tzebuerg,11.25,16.0,14.25,15.75,17.0,17.5,17.25,10.25,7.25,(no tactic),0,15.75,50,1.3,1,3,5.0,2,,H,WC2,LÃ«t,2023-08-04,5-4.0-1,3-5.0-2,CA,84,10.541370271991902
70,2023-07-28 20:00:00,Match 10 in round I of World Cup,Bolivia,13.885447713918715,13.967534888293086,13.219274090705957,12.720433558981204,16.0,17.0,16.5,16.75,14.0,13.25,12.75,12.75,10.75,(no tactic),0,16.75,-50,3.0,5,3,5.0,2,,A,Ozbekiston,17.0,10.0,9.75,11.5,14.0,18.75,18.0,9.0,7.5,(no tactic),0,15.25,100,2.6,3,2,5.0,3,,H,WC1,Ozb,2023-07-28,3-5.0-2,2-5.0-3,N,84,13.885447713918715
71,2023-07-21 20:00:00,Match 9 in round I of World Cup,Bolivia,12.519440483824084,15.276636756571236,5.577184847637118,6.304643740807177,13.25,22.75,23.5,23.0,15.75,5.75,6.5,14.5,11.0,(no tactic),0,16.75,-100,0.7,0,4,5.0,1,,H,Azerbaycan,12.5,18.75,18.75,17.25,14.25,15.25,13.75,12.5,9.25,(no tactic),0,24.75,0,1.0,2,3,5.0,2,,A,WC1,Aze,2023-07-21,4-5.0-1,3-5.0-2,N,84,12.519440483824084
72,2023-07-14 20:00:00,Match 8 in round I of World Cup,Bolivia,10.299343507342833,4.740650507042925,4.503617981690779,15.407114147889505,9.0,27.25,26.75,26.75,5.0,4.75,16.25,15.0,10.75,Counter-attacks,22,16.0,-100,1.1,0,5,4.0,1,,A,Schweiz,14.25,10.25,14.75,17.0,13.5,18.0,16.0,11.0,10.0,(no tactic),0,16.75,0,1.5,1,2,5.0,3,,H,WC1,Sch,2023-07-14,5-4.0-1,2-5.0-3,CA,84,10.299343507342833
73,2023-07-07 20:00:00,Match 7 in round I of World Cup,Bolivia,12.244148342213192,17.729469854570425,8.864734927285213,17.729469854570425,12.5,18.25,15.0,17.75,18.5,9.25,18.5,13.75,11.75,Attack on wings,24,16.0,-30,2.1,2,3,5.0,2,,H,Suriname,6.25,23.25,24.5,23.75,15.25,7.0,18.25,12.25,9.25,Counter-attacks,23,16.25,-100,1.1,1,5,3.0,2,,A,WC1,Sur,2023-07-07,3-5.0-2,5-3.0-2,AOW,84,12.244148342213192
74,2023-06-30 20:00:00,Match 6 in round I of World Cup,Bolivia,12.495877096583458,12.905498956146028,12.427517513325803,10.993573184865134,10.0,24.25,20.0,23.5,13.5,13.0,11.5,14.0,11.0,Counter-attacks,18,16.5,-100,1.8,0,4,4.0,2,,A,MagyarorszÃ¡g,14.5,16.75,15.5,16.5,12.25,12.5,16.5,11.0,7.75,(no tactic),0,12.75,0,1.2,0,3,5.0,2,,H,WC1,Mag,2023-06-30,4-4.0-2,3-5.0-2,CA,84,12.495877096583458
75,2023-06-23 20:00:00,Match 5 in round I of World Cup,Bolivia,13.494550915229931,12.166961752399349,7.697465598456731,15.14662585502776,15.75,19.25,19.75,19.5,12.25,7.75,15.25,13.75,11.0,Attack on wings,23,16.0,-30,2.0,3,3,5.0,2,,H,Ozbekiston,16.5,14.25,15.75,16.0,12.75,14.5,13.75,9.0,6.5,(no tactic),0,13.25,40,1.5,0,3,5.0,2,,A,WC1,Ozb,2023-06-23,3-5.0-2,3-5.0-2,AOW,84,13.494550915229931
76,2023-06-16 20:00:00,Match 4 in round I of World Cup,Bolivia,16.032646807875356,13.004442731608675,13.245265745156983,10.596212596125586,12.75,16.75,18.25,18.25,13.5,13.75,11.0,12.75,10.5,(no tactic),0,16.0,-20,0.9,0,3,5.0,2,,A,Azerbaycan,9.75,22.25,24.25,22.25,14.5,13.5,13.5,12.75,9.5,Counter-attacks,19,26.0,-100,1.7,2,4,4.0,2,,H,WC1,Aze,2023-06-16,3-5.0-2,4-4.0-2,N,84,16.032646807875356
77,2023-06-09 20:00:00,Match 3 in round I of World Cup,Bolivia,14.246701701536185,13.485909823162405,14.668884369053844,11.119960731379528,16.5,17.75,17.5,17.5,14.25,15.5,11.75,13.0,10.5,(no tactic),0,15.0,0,1.4,1,3,5.0,2,,H,Schweiz,9.75,23.25,24.25,22.5,14.5,12.25,13.75,12.75,9.75,Counter-attacks,20,15.75,-100,1.2,2,4,4.0,2,,A,WC1,Sch,2023-06-09,3-5.0-2,4-4.0-2,N,84,14.246701701536185
78,2023-06-05 20:00:00,Match 2 in round I of World Cup,Bolivia,15.633170692849239,13.203652049693925,13.675211051468708,10.374298039045227,12.0,18.0,17.0,18.25,14.0,14.5,11.0,13.0,10.5,(no tactic),0,15.5,-20,1.6,2,3,5.0,2,,A,Suriname,11.75,16.75,17.25,16.0,14.0,16.0,14.0,12.0,10.0,(no tactic),0,16.0,20,1.6,2,3,5.0,2,,H,WC1,Sur,2023-06-05,3-5.0-2,3-5.0-2,N,84,15.633170692849239
79,2023-06-02 20:00:00,Match 1 in round I of World Cup,Bolivia,13.848669880375708,12.790847485812488,13.51485772085848,10.377480035659188,11.5,18.75,18.5,18.5,13.25,14.0,10.75,13.0,10.5,(no tactic),0,15.25,0,1.4,3,3,5.0,2,,H,MagyarorszÃ¡g,11.25,19.5,19.0,19.0,12.0,11.5,11.75,10.25,6.5,(no tactic),0,11.5,-100,1.2,1,3,5.0,2,,A,WC1,Mag,2023-06-02,3-5.0-2,3-5.0-2,N,84,13.848669880375708
80,2023-05-22 23:30:00,Semi-finals in America Cup,Bolivia,11.54534524779493,3.530252412851061,4.633456291867017,15.003572754617005,8.75,26.0,26.0,26.0,4.0,5.25,17.0,14.0,9.75,Counter-attacks,21,14.25,-100,0.7,0,5,4.0,1,,N,Uruguay,14.5,18.25,18.0,18.25,15.5,15.25,15.0,12.25,9.0,(no tactic),0,15.5,0,1.6,2,3,5.0,2,,A,CCSF,Uru,2023-05-22,5-4.0-1,3-5.0-2,CA,84,11.54534524779493
81,2023-05-19 23:30:00,Quarterfinals in America Cup,Bolivia,14.892744301011131,12.266476427235778,13.158583803762017,12.266476427235778,17.0,17.0,18.25,16.75,13.75,14.75,13.75,12.75,10.25,(no tactic),0,14.0,0,1.2,2,3,5.0,2,,N,MÃ©xico,6.25,27.25,26.25,27.25,15.25,7.5,15.75,12.75,8.75,Counter-attacks,21,16.25,-100,1.1,1,5,3.0,2,,A,CCQF,MÃ©x,2023-05-19,3-5.0-2,5-3.0-2,N,84,14.892744301011131
82,2023-05-12 23:30:00,Round 10 in America Cup,Bolivia,12.338297945093762,18.641194435474024,9.665804522097641,15.649397797681896,12.75,17.0,14.25,17.75,20.25,10.5,17.0,12.75,10.75,Attack on wings,24,14.25,0,1.7,3,3,5.0,2,,H,CuraÃ§ao,8.5,25.5,26.0,26.0,3.25,5.0,15.5,11.5,6.0,Counter-attacks,22,12.0,-100,0.7,0,5,4.0,1,,A,CC,Cur,2023-05-12,3-5.0-2,5-4.0-1,AOW,84,12.338297945093762
83,2023-05-05 23:30:00,Round 9 in America Cup,Bolivia,10.959401832608082,12.00919664124612,5.886861098650059,12.951094417030133,9.0,21.75,22.25,23.0,12.75,6.25,13.75,12.5,9.25,Counter-attacks,19,14.0,-100,1.6,2,4,4.0,2,,A,Nicaragua,12.25,13.75,15.25,17.5,12.0,13.5,12.5,10.75,8.75,Play creatively,24,15.25,-100,1.4,0,3,5.0,2,,H,CC,Nic,2023-05-05,4-4.0-2,3-5.0-2,CA,84,10.959401832608082
84,2023-04-28 23:30:00,Round 8 in America Cup,Bolivia,13.502164051971175,13.877769532611302,14.356313309597898,13.877769532611302,16.25,17.5,17.25,17.0,14.5,15.0,14.5,12.25,9.5,(no tactic),0,14.25,0,1.6,1,3,5.0,2,,H,Brasil,8.5,22.75,23.0,23.0,16.25,7.25,16.75,11.75,8.5,Counter-attacks,19,14.0,-100,1.0,0,4,4.0,2,,A,CC,Bra,2023-04-28,3-5.0-2,4-4.0-2,N,84,13.502164051971175
85,2023-04-21 23:30:00,Round 7 in America Cup,Bolivia,11.766000880919583,19.98736565862763,9.761271600725122,19.754954430038936,10.0,17.0,11.75,17.5,21.5,10.5,21.25,12.5,10.5,Attack on wings,22,14.0,50,1.5,0,4,4.0,2,,A,Haiti,11.5,19.0,21.75,19.25,2.75,2.0,2.25,9.25,5.75,Pressing,12,8.75,-100,0.2,1,5,5.0,0,,H,CC,Hai,2023-04-21,4-4.0-2,5-5.0-0,AOW,84,11.766000880919583
86,2023-04-14 23:30:00,Round 6 in America Cup,Bolivia,13.397537992636748,17.66941645723844,9.18809655776399,14.606717604650445,16.75,17.0,16.25,17.0,18.75,9.75,15.5,12.75,10.5,Attack on wings,24,14.0,-20,1.8,1,3,5.0,2,,H,Canada,7.25,27.0,24.5,26.0,16.25,8.5,17.25,12.5,8.5,Counter-attacks,22,14.0,-100,0.9,0,5,3.0,2,,A,CC,Can,2023-04-14,3-5.0-2,5-3.0-2,AOW,84,13.397537992636748
87,2023-04-07 23:30:00,Round 5 in America Cup,Bolivia,15.550178869563002,13.326915275289805,13.093109744144371,13.326915275289805,14.5,17.0,17.25,16.75,14.25,14.0,14.25,12.5,10.0,(no tactic),0,13.0,0,1.1,1,3,5.0,2,,A,CuraÃ§ao,14.5,19.5,21.25,20.25,10.5,12.75,10.25,10.75,7.25,(no tactic),0,13.5,-100,1.3,1,3,5.0,2,,H,CC,Cur,2023-04-07,3-5.0-2,3-5.0-2,N,84,15.550178869563002
88,2023-04-03 23:30:00,Round 4 in America Cup,Bolivia,12.23491407866979,16.44747773822137,8.223738869110685,14.51248035725415,13.25,17.75,17.5,17.75,17.0,8.5,15.0,12.5,9.5,Attack on wings,23,13.0,0,2.0,4,3,5.0,2,,H,Nicaragua,7.25,20.5,22.5,23.25,4.5,11.25,15.0,12.5,9.0,Counter-attacks,23,14.0,-80,1.2,1,5,3.0,2,,A,CC,Nic,2023-04-03,3-5.0-2,5-3.0-2,AOW,84,12.23491407866979
89,2023-03-31 23:30:00,Round 3 in America Cup,Bolivia,15.765843730621832,9.518478253302257,9.042554340637146,10.946249991297597,13.25,20.0,24.75,19.75,10.0,9.5,11.5,13.25,9.75,(no tactic),0,13.0,-100,1.5,1,3,5.0,2,,A,Brasil,12.5,16.0,14.75,16.25,16.75,18.75,16.75,11.75,10.25,Play creatively,22,13.75,-10,2.5,2,3,4.0,3,,H,CC,Bra,2023-03-31,3-5.0-2,3-4.0-3,N,84,15.765843730621832
90,2023-03-27 23:30:00,Round 2 in America Cup,Bolivia,12.224416578709306,18.22676561862504,15.763689183675712,16.009996827170646,11.25,16.0,13.25,16.0,18.5,16.0,16.25,12.5,10.5,(no tactic),0,13.5,20,3.0,4,3,5.0,2,,H,Haiti,5.25,19.0,22.0,18.75,14.75,6.75,3.5,8.75,6.25,Counter-attacks,19,8.5,-100,0.3,1,5,3.0,2,,A,CC,Hai,2023-03-27,3-5.0-2,5-3.0-2,N,84,12.224416578709306
91,2023-03-24 23:30:00,Round 1 in America Cup,Bolivia,10.467390684704808,16.893572151073098,5.068071645321929,4.58539815529127,7.25,25.75,27.0,27.5,17.5,5.25,4.75,14.0,9.5,Counter-attacks,22,12.75,-100,0.9,0,5,4.0,1,,A,Canada,12.0,16.0,15.5,15.5,15.25,15.75,14.5,10.75,7.5,(no tactic),0,14.5,100,1.3,1,3,5.0,2,,H,CC,Can,2023-03-24,5-4.0-1,3-5.0-2,CA,84,10.467390684704808
92,2023-03-17 20:00:00,Friendly match,Bolivia,,,,,9.0,12.75,10.75,8.0,8.0,17.25,11.25,9.25,9.5,(no tactic),0,8.25,100,2.0,0,3,4.0,3,,H,Dawlat Qatar,12.25,9.75,10.75,9.5,9.0,7.75,9.5,9.75,6.5,Play creatively,20,9.75,60,2.7,4,3,5.0,2,,A,F,Daw,2023-03-17,3-4.0-3,3-5.0-2,N,84,
93,2023-03-10 20:00:00,Friendly match,Bolivia,,,,,7.75,15.75,13.75,12.25,9.0,12.25,6.75,10.25,9.5,(no tactic),0,7.75,-100,0.6,0,3,4.0,3,,H,Hellas,6.0,21.75,21.0,20.25,13.75,11.5,11.5,10.0,6.75,Pressing,11,10.5,-30,1.0,2,4,4.0,2,,A,F,Hel,2023-03-10,3-4.0-3,4-4.0-2,N,84,
