,Match Datetime,Match Type,Team name,scaled midfield,sc_ra,sc_ca,sc_la,Midfield,Right defence,Central defence,Left defence,Right attack,Central attack,Left attack,ISP defence,ISP attack,Tactic,Tactic skill,Total exp,Style of play,Average goals,Actual goals,Defender_number,Mid_number,Forward_number,Midfielder_number,HomeOrAway,Team name_,Midfield_,Right defence_,Central defence_,Left defence_,Right attack_,Central attack_,Left attack_,ISP defence_,ISP attack_,Tactic_,Tactic skill_,Total exp_,Style of play_,Average goals_,Actual goals_,Defender_number_,Mid_number_,Forward_number_,Midfielder_number_,HomeOrAway_,MT,Opponent,Match Date,Formation,Formation_,Tactic short,campaign,scaled_midfield
46,2023-09-08 20:00:00,Friendly match,Viá»‡t Nam,,,,,9.0,18.5,20.0,18.25,11.75,12.0,13.0,11.25,8.5,(no tactic),0,9.75,0,0.7,0,4,4.0,2,,H,Angola,10.25,21.25,23.0,21.25,9.25,6.5,10.0,11.75,8.25,(no tactic),0,14.0,-90,1.0,1,4,5.0,1,,A,F,Ang,2023-09-08,4-4.0-2,4-5.0-1,N,84,
47,2023-09-01 20:00:00,Friendly match,Viá»‡t Nam,,,,,9.25,18.75,20.75,19.0,12.0,11.0,11.0,10.5,8.0,(no tactic),0,9.25,0,1.6,3,4,4.0,2,,A,Guatemala,8.0,19.75,19.0,17.5,7.5,12.0,11.5,10.5,6.75,(no tactic),0,11.25,0,0.8,0,3,5.0,2,,H,F,Gua,2023-09-01,4-4.0-2,3-5.0-2,N,84,
48,2023-08-25 20:00:00,Friendly match,Viá»‡t Nam,,,,,8.75,16.0,19.5,18.25,12.75,11.75,11.75,10.5,7.75,(no tactic),0,9.75,0,1.9,2,4,4.0,2,,H,BÃ©nin,9.75,13.5,12.75,13.5,14.25,14.0,13.25,8.75,7.5,(no tactic),0,10.0,50,1.7,2,3,5.0,2,,A,F,BÃ©n,2023-08-25,4-4.0-2,3-5.0-2,N,84,
49,2023-08-18 20:00:00,Friendly match,Viá»‡t Nam,,,,,8.25,16.0,19.5,18.25,12.25,11.75,11.75,10.5,7.75,(no tactic),0,9.75,0,0.8,1,4,4.0,2,,A,FÃ¸royar,10.0,19.0,20.75,19.5,11.0,8.75,13.5,11.5,9.0,(no tactic),0,9.25,-100,1.4,2,4,4.0,2,,H,F,FÃ¸r,2023-08-18,4-4.0-2,4-4.0-2,N,84,
50,2023-08-11 20:00:00,Friendly match,Viá»‡t Nam,,,,,7.5,18.0,19.5,17.75,11.5,12.25,11.5,10.75,8.5,(no tactic),0,9.75,0,2.2,3,4,4.0,2,,H,Bahrain,8.25,12.75,14.5,12.75,11.0,17.5,15.75,8.75,7.5,(no tactic),0,11.5,0,1.7,1,3,4.0,3,,A,F,Bah,2023-08-11,4-4.0-2,3-4.0-3,N,84,
51,2023-08-04 20:00:00,Friendly match,Viá»‡t Nam,,,,,6.0,20.5,23.25,19.5,10.5,10.75,11.25,10.5,7.0,(no tactic),0,10.0,-100,0.7,0,4,4.0,2,,H,Al Iraq,9.25,13.5,15.75,19.0,10.75,11.0,10.75,9.0,6.25,(no tactic),0,8.75,-50,1.0,0,4,4.0,2,,A,F,Al ,2023-08-04,4-4.0-2,4-4.0-2,N,84,
52,2023-07-28 20:00:00,Match 10 in round I of World Cup,Viá»‡t Nam,8.803927117132924,9.461201186024175,9.739471809142533,10.852554301615966,9.5,19.5,21.0,18.5,8.5,8.75,9.75,9.5,7.5,Counter-attacks,16,10.0,-100,0.5,0,4,5.0,1,,H,Norge,12.5,17.5,17.75,17.25,14.25,16.5,15.0,12.5,10.0,(no tactic),0,13.5,40,2.4,2,3,4.0,3,,A,WC1,Nor,2023-07-28,4-5.0-1,3-4.0-3,CA,84,8.803927117132924
53,2023-07-21 20:00:00,Match 9 in round I of World Cup,Viá»‡t Nam,10.837075563256503,12.50991771092588,13.078550334149783,13.647182957373689,12.75,18.5,20.25,17.0,11.0,11.5,12.0,10.0,6.75,(no tactic),0,11.0,0,1.4,2,4,4.0,2,,A,France,14.25,15.5,12.0,15.0,18.25,21.5,18.25,11.25,10.75,(no tactic),0,14.5,0,3.0,2,2,5.0,3,,H,WC1,Fra,2023-07-21,4-4.0-2,2-5.0-3,N,84,10.837075563256503
54,2023-07-14 20:00:00,Match 8 in round I of World Cup,Viá»‡t Nam,9.810383198363741,18.130656761959123,19.83040583339279,16.997490714336674,10.25,15.0,14.75,15.5,16.0,17.5,15.0,10.75,9.25,(no tactic),0,14.5,100,2.2,2,3,4.0,3,,H,Misr,14.75,9.75,12.5,14.25,9.25,17.0,14.25,9.75,9.5,(no tactic),0,14.5,50,3.3,6,2,5.0,3,,A,WC1,Mis,2023-07-14,3-4.0-3,2-5.0-3,N,84,9.810383198363741
55,2023-07-07 20:00:00,Match 7 in round I of World Cup,Viá»‡t Nam,6.843604596062542,18.199646977131742,6.256128648389036,3.4124338082122017,8.75,23.0,24.25,22.25,16.0,5.5,3.0,12.0,7.75,Counter-attacks,21,15.0,-100,0.6,0,5,4.0,1,,H,Pilipinas,14.0,17.75,17.25,16.75,12.75,14.75,14.0,12.25,9.25,(no tactic),0,19.0,40,1.6,2,3,5.0,2,,A,WC1,Pil,2023-07-07,5-4.0-1,3-5.0-2,CA,84,6.843604596062542
56,2023-06-30 20:00:00,Match 6 in round I of World Cup,Viá»‡t Nam,10.53173957872255,16.931153028372673,11.657515199863154,14.1555541712624,9.75,18.75,21.0,17.25,15.25,10.5,12.75,11.0,8.0,Counter-attacks,18,15.5,-30,1.5,0,4,4.0,2,,A,Canada,17.75,12.0,13.25,14.0,12.75,17.75,15.75,10.25,7.75,Play creatively,25,15.5,100,3.7,4,2,5.0,3,,H,WC1,Can,2023-06-30,4-4.0-2,2-5.0-3,CA,84,10.53173957872255
57,2023-06-23 20:00:00,Match 5 in round I of World Cup,Viá»‡t Nam,11.424581038854527,13.911904168281048,13.10929431241868,13.644367549660258,10.5,20.5,22.5,18.75,13.0,12.25,12.75,11.0,7.5,Counter-attacks,19,15.0,-30,1.5,0,4,4.0,2,,A,Norge,15.0,17.75,17.75,17.5,12.25,12.5,12.0,12.5,9.5,Play creatively,22,12.75,0,2.6,3,3,4.0,3,,H,WC1,Nor,2023-06-23,4-4.0-2,3-4.0-3,CA,84,11.424581038854527
58,2023-06-16 20:00:00,Match 4 in round I of World Cup,Viá»‡t Nam,11.998001136872757,14.700157295373321,15.989644777423612,13.668567309733088,13.0,17.25,17.0,14.75,14.25,15.5,13.25,11.0,7.75,(no tactic),0,14.0,50,1.2,0,3,5.0,2,,H,France,11.25,21.0,23.25,21.25,14.5,12.25,14.0,12.75,9.5,Counter-attacks,18,14.5,-50,1.7,2,4,4.0,2,,A,WC1,Fra,2023-06-16,3-5.0-2,4-4.0-2,N,84,11.998001136872757
59,2023-06-09 20:00:00,Match 3 in round I of World Cup,Viá»‡t Nam,10.66404602510931,12.557325698403094,11.019693980231287,16.145133040803977,9.25,23.0,23.5,24.5,12.25,10.75,15.75,12.0,8.5,Counter-attacks,20,15.0,-100,0.8,0,4,4.0,2,,A,Misr,6.0,24.25,22.25,23.25,16.25,6.25,13.0,11.0,7.5,Counter-attacks,21,13.25,-100,0.5,0,5,3.0,2,,H,WC1,Mis,2023-06-09,4-4.0-2,5-3.0-2,CA,84,10.66404602510931
60,2023-06-05 20:00:00,Match 2 in round I of World Cup,Viá»‡t Nam,10.61942153782424,18.625747488848805,9.440447357361723,11.736772390233494,8.5,24.25,23.25,22.75,18.25,9.25,11.5,12.0,8.5,Counter-attacks,19,14.75,-100,1.1,1,4,4.0,2,,A,Pilipinas,11.75,16.25,15.75,16.5,14.75,15.5,15.0,12.0,10.0,(no tactic),0,12.25,40,1.6,1,3,5.0,2,,H,WC1,Pil,2023-06-05,4-4.0-2,3-5.0-2,CA,84,10.61942153782424
61,2023-06-02 20:00:00,Match 1 in round I of World Cup,Viá»‡t Nam,12.01059909493054,11.835098565546113,11.309094184855175,14.465120469000807,10.5,20.5,21.0,20.75,11.25,10.75,13.75,11.5,8.0,(no tactic),0,14.0,-10,1.3,2,3,5.0,2,,H,Canada,11.5,18.75,18.0,17.5,13.5,14.0,11.75,10.5,7.5,(no tactic),0,15.25,-100,1.5,0,3,5.0,2,,A,WC1,Can,2023-06-02,3-5.0-2,3-5.0-2,N,84,12.01059909493054
62,2023-05-26 20:00:00,Wildcard match 2 in World Cup,Viá»‡t Nam,10.294636147318112,12.361102946237052,8.153067900709544,16.04313361107362,9.75,25.0,24.5,25.75,11.75,7.75,15.25,12.75,8.5,Counter-attacks,21,13.5,-100,1.8,2,4,4.0,2,,A,Dhivehi Raajje,14.0,15.0,13.25,15.5,16.5,17.0,15.75,11.25,9.75,(no tactic),0,15.5,30,1.8,0,3,5.0,2,,H,Q,Dhi,2023-05-26,4-4.0-2,3-5.0-2,CA,84,10.294636147318112
63,2023-05-22 20:00:00,Wildcard match 1 in World Cup,Viá»‡t Nam,13.434712987615159,14.991124849691746,14.465120469000807,16.04313361107362,13.5,18.0,16.5,16.25,14.25,13.75,15.25,11.25,8.25,(no tactic),0,14.5,0,1.2,0,3,5.0,2,,H,Dhivehi Raajje,10.5,22.25,22.0,21.5,11.25,10.75,10.75,13.0,10.25,Counter-attacks,20,15.75,-100,1.1,0,4,4.0,2,,A,Q,Dhi,2023-05-22,3-5.0-2,4-4.0-2,N,84,13.434712987615159
64,2023-05-19 20:00:00,Friendly match,Viá»‡t Nam,,,,,7.0,9.25,13.5,10.0,11.25,14.75,12.0,9.75,8.5,(no tactic),0,12.75,0,0.8,1,2,5.0,3,,A,Prateh Kampuchea,7.5,20.0,24.5,20.25,9.75,6.75,9.5,9.75,5.75,Counter-attacks,19,8.5,-100,2.0,2,5,4.0,1,,H,F,Pra,2023-05-19,2-5.0-3,5-4.0-1,N,84,
65,2023-05-12 12:00:00,Round 10 in Asia and Oceania Cup,Viá»‡t Nam,10.008561906457723,16.4054349811062,11.113359180749363,12.700981920856414,10.5,23.0,22.5,24.25,15.5,10.5,12.0,12.5,8.75,Counter-attacks,21,14.5,-100,1.0,0,4,4.0,2,,H,Al Kuwayt,14.5,16.5,16.25,16.75,14.0,16.0,14.0,12.0,10.25,(no tactic),0,15.75,30,1.5,0,3,5.0,2,,A,CC,Al ,2023-05-12,4-4.0-2,3-5.0-2,CA,84,10.008561906457723
66,2023-05-05 12:00:00,Round 9 in Asia and Oceania Cup,Viá»‡t Nam,14.926774897280392,14.667113907344477,16.840019671395513,14.667113907344477,16.5,16.0,15.0,17.0,13.5,15.5,13.5,11.25,8.75,(no tactic),0,13.75,0,2.7,3,3,5.0,2,,A,Oman,15.0,14.0,10.0,12.25,16.75,20.75,18.5,10.5,9.0,(no tactic),0,12.75,90,2.2,1,2,5.0,3,,H,CC,Oma,2023-05-05,3-5.0-2,2-5.0-3,N,84,14.926774897280392
67,2023-04-28 12:00:00,Round 8 in Asia and Oceania Cup,Viá»‡t Nam,13.46638622672633,15.11551439791945,15.390341932427077,12.91689412185844,16.75,17.5,16.25,16.25,13.75,14.0,11.75,11.25,8.25,(no tactic),0,14.0,0,1.5,2,2,5.0,3,,H,Prathet Thai,7.0,24.5,24.0,22.5,17.75,16.25,7.5,13.0,11.0,Counter-attacks,22,20.25,-100,1.4,2,5,3.0,2,,A,CC,Pra,2023-04-28,2-5.0-3,5-3.0-2,N,84,13.46638622672633
68,2023-04-21 12:00:00,Round 7 in Asia and Oceania Cup,Viá»‡t Nam,9.545673157751445,6.702125303340648,5.026593977505486,15.638292374461514,8.25,27.75,28.25,27.25,6.0,4.5,14.0,12.25,7.5,Counter-attacks,23,13.5,-100,0.7,1,5,4.0,1,,A,Sri Lanka,13.75,17.0,17.25,17.0,11.75,12.25,11.75,9.75,6.5,Play creatively,24,11.75,-60,0.8,1,3,5.0,2,,H,CC,Sri,2023-04-21,5-4.0-1,3-5.0-2,CA,84,9.545673157751445
69,2023-04-14 12:00:00,Round 6 in Asia and Oceania Cup,Viá»‡t Nam,13.224974476132296,18.071856571591635,18.636602089453877,14.965756223349324,16.75,15.75,14.5,14.75,16.0,16.5,13.25,11.0,9.25,(no tactic),0,14.75,10,1.7,1,2,5.0,3,,H,Pakistan,15.75,18.0,19.25,18.25,10.75,10.25,10.5,12.5,9.25,(no tactic),0,17.25,-20,1.4,2,3,5.0,2,,A,CC,Pak,2023-04-14,2-5.0-3,3-5.0-2,N,84,13.224974476132296
70,2023-04-07 12:00:00,Round 5 in Asia and Oceania Cup,Viá»‡t Nam,14.661271283077554,12.030115396289519,11.45725275837097,16.89944781859718,13.25,17.5,17.75,19.25,10.5,10.0,14.75,11.0,8.75,(no tactic),0,13.5,-100,0.7,0,3,5.0,2,,A,Al Kuwayt,16.5,17.5,17.5,17.0,12.75,12.75,16.25,12.0,9.25,(no tactic),0,14.0,30,1.6,1,3,5.0,2,,H,CC,Al ,2023-04-07,3-5.0-2,3-5.0-2,N,84,14.661271283077554
71,2023-04-03 12:00:00,Round 4 in Asia and Oceania Cup,Viá»‡t Nam,13.732161826530154,16.68542953497483,23.418146715754144,20.198151542337953,17.75,11.0,12.75,15.0,14.25,20.0,17.25,10.5,9.25,(no tactic),0,13.5,40,2.0,2,2,5.0,3,,H,Oman,6.25,23.75,24.75,23.75,15.25,6.75,17.75,13.0,8.5,Counter-attacks,25,17.5,-100,1.5,2,5,3.0,2,,A,CC,Oma,2023-04-03,2-5.0-3,5-3.0-2,N,84,13.732161826530154
72,2023-03-31 12:00:00,Round 3 in Asia and Oceania Cup,Viá»‡t Nam,14.987307927180652,15.899519623112685,23.709809964290844,19.525725852945403,13.0,10.25,12.5,14.25,14.25,21.25,17.5,10.5,9.25,(no tactic),0,13.5,60,1.7,0,2,5.0,3,,A,Prathet Thai,16.25,16.0,17.25,19.25,11.5,15.0,16.75,12.75,10.75,(no tactic),0,20.25,20,4.0,5,2,5.0,3,,H,CC,Pra,2023-03-31,2-5.0-3,2-5.0-3,N,84,14.987307927180652
73,2023-03-27 12:00:00,Round 2 in Asia and Oceania Cup,Viá»‡t Nam,12.765205728130505,18.233482300657208,20.79756574918713,15.38450069117952,12.25,15.0,15.25,13.5,16.0,18.25,13.5,10.75,9.0,(no tactic),0,13.5,20,2.1,4,2,5.0,3,,H,Sri Lanka,11.75,18.5,19.0,18.75,10.75,11.75,10.25,9.75,6.25,(no tactic),0,10.75,-100,1.5,3,3,5.0,2,,A,CC,Sri,2023-03-27,2-5.0-3,3-5.0-2,N,84,12.765205728130505
74,2023-03-24 12:00:00,Round 1 in Asia and Oceania Cup,Viá»‡t Nam,-1.3714045206565832,-1.052008761381877,-1.052008761381877,-1.052008761381877,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,0,0,,0,0.0,A,Pakistan,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,WO,0,-1.0,0,-1.0,5,0,,0,0.0,H,CC,Pak,2023-03-24,0-nan-0,0-nan-0,WO,84,-1.3714045206565832
75,2023-03-17 20:00:00,Friendly match,Viá»‡t Nam,,,,,9.25,12.75,20.5,19.5,5.75,13.0,14.0,10.5,9.25,(no tactic),0,11.75,0,5.0,5,3,4.0,3,,A,Uruguay,4.0,12.5,10.0,10.0,9.0,10.0,6.75,8.75,6.75,(no tactic),0,10.25,0,0.1,0,3,4.0,3,,H,F,Uru,2023-03-17,3-4.0-3,3-4.0-3,N,84,
76,2023-03-10 20:00:00,Friendly match,Viá»‡t Nam,,,,,9.25,11.0,17.75,17.0,7.0,16.25,17.25,10.25,9.5,(no tactic),0,11.75,0,2.5,4,3,4.0,3,,H,Panama,10.0,10.0,13.5,12.25,10.25,16.0,12.25,10.0,7.25,Attack in the Middle,21,11.75,100,1.9,3,3,5.0,2,,A,F,Pan,2023-03-10,3-4.0-3,3-5.0-2,N,84,
